ApplNo	ProductNo	Form	Strength	ReferenceDrug	DrugName	ActiveIngredient	ReferenceStandard
008592	007	INJECTABLE;INJECTION	0.05MG/ML;2%;0.4%	0	RAVOCAINE AND NOVOCAIN W/ NEO-COBEFRIN	LEVONORDEFRIN; PROCAINE HYDROCHLORIDE; PROPOXYCAINE HYDROCHLORIDE	0
008662	001	INJECTABLE;INJECTION	100MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	0	NYDRAZID	ISONIAZID	0
008693	001	TABLET;ORAL	50MG	0	FURADANTIN	NITROFURANTOIN	0
008693	002	TABLET;ORAL	100MG	0	FURADANTIN	NITROFURANTOIN	0
008697	001	TABLET;ORAL	10MG	1	CORTEF	HYDROCORTISONE	0
008697	002	TABLET;ORAL	20MG	1	CORTEF	HYDROCORTISONE	1
008697	003	TABLET;ORAL	5MG	1	CORTEF	HYDROCORTISONE	0
008719	001	INJECTABLE;INJECTION	2MG/ML	0	LEVO-DROMORAN	LEVORPHANOL TARTRATE	0
008720	001	TABLET;ORAL	2MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	LEVO-DROMORAN	LEVORPHANOL TARTRATE	0
008732	002	TABLET;ORAL	15MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	PRO-BANTHINE	PROPANTHELINE BROMIDE	0
008732	003	TABLET;ORAL	7.5MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	PRO-BANTHINE	PROPANTHELINE BROMIDE	0
008762	001	SUSPENSION;ORAL	125MG/5ML	1	DILANTIN-125	PHENYTOIN	1
008762	002	SUSPENSION;ORAL	30MG/5ML	0	DILANTIN-30	PHENYTOIN	0
008816	001	JELLY;TOPICAL	2% **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	XYLOCAINE	LIDOCAINE HYDROCHLORIDE	0
008845	001	INJECTABLE;INJECTION	20MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	QUELICIN PRESERVATIVE FREE	SUCCINYLCHOLINE CHLORIDE	0
008845	002	INJECTABLE;INJECTION	50MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	QUELICIN PRESERVATIVE FREE	SUCCINYLCHOLINE CHLORIDE	0
008845	004	INJECTABLE;INJECTION	100MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	QUELICIN PRESERVATIVE FREE	SUCCINYLCHOLINE CHLORIDE	0
008845	006	INJECTABLE;INJECTION	20MG/ML	1	QUELICIN	SUCCINYLCHOLINE CHLORIDE	1
008847	001	INJECTABLE;INJECTION	20MG/ML	1	SUCOSTRIN	SUCCINYLCHOLINE CHLORIDE	0
008847	003	INJECTABLE;INJECTION	100MG/ML	1	SUCOSTRIN	SUCCINYLCHOLINE CHLORIDE	0
008855	004	CAPSULE;ORAL	500MG	0	MILONTIN	PHENSUXIMIDE	0
008857	002	INJECTABLE;INJECTION	25MG/ML	0	PHENERGAN	PROMETHAZINE HYDROCHLORIDE	0
008857	003	INJECTABLE;INJECTION	50MG/ML	0	PHENERGAN	PROMETHAZINE HYDROCHLORIDE	0
008883	001	SOLUTION/DROPS;OPHTHALMIC	0.5% **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	OPHTHAINE	PROPARACAINE HYDROCHLORIDE	0
008917	001	OINTMENT;TOPICAL	2.5% **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	CORTEF ACETATE	HYDROCORTISONE ACETATE	0
008917	002	OINTMENT;TOPICAL	1%	0	CORTEF ACETATE	HYDROCORTISONE ACETATE	0
008943	001	TABLET;ORAL	125MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	DIAMOX	ACETAZOLAMIDE	0
008943	002	TABLET;ORAL	250MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	DIAMOX	ACETAZOLAMIDE	0
008955	001	ELIXIR;ORAL	4MG/5ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	CLISTIN	CARBINOXAMINE MALEATE	0
008975	001	INJECTABLE;INJECTION	40 UNITS/ML	0	PURIFIED CORTROPHIN GEL	CORTICOTROPIN	0
008975	002	INJECTABLE;INJECTION	80 UNITS/ML	1	PURIFIED CORTROPHIN GEL	CORTICOTROPIN	1
008983	001	INJECTABLE;INJECTION	50MG/ML	0	ARFONAD	TRIMETHAPHAN CAMSYLATE	0
009000	002	SUPPOSITORY;RECTAL	100MG;2MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	CAFERGOT	CAFFEINE; ERGOTAMINE TARTRATE	0
009008	001	SOLUTION;INTRAUTERINE	53%	0	SALPIX	ACETRIZOATE SODIUM	0
009048	001	CAPSULE;ORAL	10MG	1	8-MOP	METHOXSALEN	0
009048	002	LOTION;TOPICAL	1%	1	OXSORALEN	METHOXSALEN	0
009053	002	TABLET;ORAL	50MG	1	PURINETHOL	MERCAPTOPURINE	0
009087	001	TABLET;SUBLINGUAL	1MG	0	HYDERGINE	ERGOLOID MESYLATES	0
009087	002	TABLET;SUBLINGUAL	0.5MG	0	HYDERGINE	ERGOLOID MESYLATES	0
009165	001	INJECTABLE;INJECTION	200MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	0	DELATESTRYL	TESTOSTERONE ENANTHATE	0
009165	003	INJECTABLE;INJECTION	200MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	DELATESTRYL	TESTOSTERONE ENANTHATE	0
009175	001	SUSPENSION;ORAL	25MG/5ML	1	FURADANTIN	NITROFURANTOIN	0
009175	002	SUSPENSION;ORAL	50MG/5ML	1	FURADANTIN	NITROFURANTOIN	1
009176	001	OINTMENT;TOPICAL	1%	0	CORTRIL	HYDROCORTISONE	0
009176	002	OINTMENT;TOPICAL	2.5%	0	CORTRIL	HYDROCORTISONE	0
009182	002	SYRUP;ORAL	EQ 500MG BASE/5ML	0	GANTRISIN	SULFISOXAZOLE ACETYL	0
009182	004	SUSPENSION;ORAL	EQ 500MG BASE/5ML	0	GANTRISIN PEDIATRIC	SULFISOXAZOLE ACETYL	0
009182	009	EMULSION;ORAL	EQ 1GM BASE/5ML	0	LIPO GANTRISIN	SULFISOXAZOLE ACETYL	0
009190	001	OIL;INTRALYMPHATIC, INTRAUTERINE	EQ 4.8GM IODINE/10ML (EQ 480MG IODINE/ML)	1	LIPIODOL	ETHIODIZED OIL	1
009193	002	TABLET;ORAL	2MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	COGENTIN	BENZTROPINE MESYLATE	0
009193	003	TABLET;ORAL	1MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	COGENTIN	BENZTROPINE MESYLATE	0
009193	004	TABLET;ORAL	0.5MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	COGENTIN	BENZTROPINE MESYLATE	0
009218	005	TABLET;ORAL	10MG	1	COUMADIN	WARFARIN SODIUM	0
009218	007	TABLET;ORAL	5MG	1	COUMADIN	WARFARIN SODIUM	0
009218	012	INJECTABLE;INJECTION	75MG/VIAL	0	COUMADIN	WARFARIN SODIUM	0
009218	013	TABLET;ORAL	2MG	1	COUMADIN	WARFARIN SODIUM	0
009218	016	TABLET;ORAL	7.5MG	1	COUMADIN	WARFARIN SODIUM	0
009218	018	TABLET;ORAL	2.5MG	1	COUMADIN	WARFARIN SODIUM	0
009218	020	INJECTABLE;INJECTION	50MG/VIAL	0	COUMADIN	WARFARIN SODIUM	0
009218	022	TABLET;ORAL	1MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	COUMADIN	WARFARIN SODIUM	0
009218	023	TABLET;ORAL	4MG	1	COUMADIN	WARFARIN SODIUM	0
009218	024	INJECTABLE;INJECTION	5MG/VIAL	0	COUMADIN	WARFARIN SODIUM	0
009218	025	TABLET;ORAL	3MG	1	COUMADIN	WARFARIN SODIUM	0
009218	026	TABLET;ORAL	6MG	1	COUMADIN	WARFARIN SODIUM	0
009238	001	INJECTABLE;INJECTION	50MG/ML	0	PROGESTERONE	PROGESTERONE	0
009238	002	INJECTABLE;INJECTION	25MG/ML	0	PROGESTERONE	PROGESTERONE	0
009296	002	TABLET;ORAL	50MG;0.2MG	0	SERPASIL-APRESOLINE	HYDRALAZINE HYDROCHLORIDE; RESERPINE	0
009296	004	TABLET;ORAL	25MG;0.1MG	0	SERPASIL-APRESOLINE	HYDRALAZINE HYDROCHLORIDE; RESERPINE	0
009321	001	INJECTABLE;INJECTION	20%	0	CHOLOGRAFIN SODIUM	IODIPAMIDE SODIUM	0
009321	003	INJECTABLE;INJECTION	52%	1	CHOLOGRAFIN MEGLUMINE	IODIPAMIDE MEGLUMINE	0
009321	007	INJECTABLE;INJECTION	10.3%	0	CHOLOGRAFIN MEGLUMINE	IODIPAMIDE MEGLUMINE	0
009378	002	INJECTABLE;INJECTION	50MG/ML	0	CORTEF ACETATE	HYDROCORTISONE ACETATE	0
009386	001	TABLET;ORAL	2MG	1	MYLERAN	BUSULFAN	1
009434	002	INJECTABLE;INJECTION	2.5MG/ML	0	SERPASIL	RESERPINE	0
009435	001	INJECTABLE;INJECTION	1%	1	NESACAINE	CHLOROPROCAINE HYDROCHLORIDE	0
009435	002	INJECTABLE;INJECTION	2%	1	NESACAINE	CHLOROPROCAINE HYDROCHLORIDE	0
009435	003	INJECTABLE;INJECTION	2%	0	NESACAINE-MPF	CHLOROPROCAINE HYDROCHLORIDE	0
009435	004	INJECTABLE;INJECTION	3%	0	NESACAINE-MPF	CHLOROPROCAINE HYDROCHLORIDE	0
009435	006	INJECTABLE;INJECTION	2%	1	NESACAINE-MPF	CHLOROPROCAINE HYDROCHLORIDE	1
009435	007	INJECTABLE;INJECTION	3%	1	NESACAINE-MPF	CHLOROPROCAINE HYDROCHLORIDE	1
009436	001	TABLET;ORAL	0.1MG	0	ACYLANID	ACETYLDIGITOXIN	0
009458	001	TABLET;ORAL	25MG	0	CORTISONE ACETATE	CORTISONE ACETATE	0
009470	001	SOLUTION;ORAL	2% **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	XYLOCAINE VISCOUS	LIDOCAINE HYDROCHLORIDE	0
009509	002	INJECTABLE;INJECTION	EQ 10MG BASE/ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	ARAMINE	METARAMINOL BITARTRATE	0
009519	002	TABLET;ORAL	250MG	0	DORIDEN	GLUTETHIMIDE	0
009519	005	TABLET;ORAL	500MG	0	DORIDEN	GLUTETHIMIDE	0
009519	008	CAPSULE;ORAL	500MG	0	DORIDEN	GLUTETHIMIDE	0
009561	001	INJECTABLE;INJECTION	50%	0	HYPAQUE	DIATRIZOATE SODIUM	0
009561	002	SOLUTION;URETERAL	20%	0	HYPAQUE SODIUM 20%	DIATRIZOATE SODIUM	0
009561	003	INJECTABLE;INJECTION	25%	0	HYPAQUE	DIATRIZOATE SODIUM	0
009659	001	TABLET;ORAL	10MG	0	HYDROCORTISONE	HYDROCORTISONE	0
009659	002	TABLET;ORAL	20MG	0	HYDROCORTISONE	HYDROCORTISONE	0
009660	002	TABLET;ORAL	50MG	0	NOLUDAR	METHYPRYLON	0
009660	004	TABLET;ORAL	200MG	0	NOLUDAR	METHYPRYLON	0
009660	007	ELIXIR;ORAL	50MG/5ML	0	NOLUDAR	METHYPRYLON	0
009660	008	CAPSULE;ORAL	300MG	0	NOLUDAR	METHYPRYLON	0
009667	001	TABLET;ORAL	0.1MG	0	RESERPINE	RESERPINE	0
009667	002	TABLET;ORAL	0.25MG	0	RESERPINE	RESERPINE	0
009698	002	TABLET;ORAL	400MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	MILTOWN	MEPROBAMATE	0
009698	004	TABLET;ORAL	200MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	MILTOWN	MEPROBAMATE	0
009750	001	CAPSULE;ORAL	500MG	0	VALMID	ETHINAMATE	0
009766	001	TABLET;ORAL	5MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	METICORTEN	PREDNISONE	0
009766	002	TABLET;ORAL	1MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	METICORTEN	PREDNISONE	0
009768	001	TABLET;ORAL	200MG	1	PLAQUENIL	HYDROXYCHLOROQUINE SULFATE	1
009818	003	TABLET;ORAL	5MG	0	KEMADRIN	PROCYCLIDINE HYDROCHLORIDE	0
009818	005	TABLET;ORAL	2MG	0	KEMADRIN	PROCYCLIDINE HYDROCHLORIDE	0
009854	001	INJECTABLE;INJECTION	40 UNITS/ML	0	CORTROPHIN-ZINC	CORTICOTROPIN-ZINC HYDROXIDE	0
009866	001	INJECTABLE;INJECTION	EQ 100MG BASE/VIAL	1	SOLU-CORTEF	HYDROCORTISONE SODIUM SUCCINATE	1
009866	002	INJECTABLE;INJECTION	EQ 250MG BASE/VIAL	1	SOLU-CORTEF	HYDROCORTISONE SODIUM SUCCINATE	1
009866	003	INJECTABLE;INJECTION	EQ 500MG BASE/VIAL	1	SOLU-CORTEF	HYDROCORTISONE SODIUM SUCCINATE	1
009866	004	INJECTABLE;INJECTION	EQ 1GM BASE/VIAL	1	SOLU-CORTEF	HYDROCORTISONE SODIUM SUCCINATE	1
009900	001	SUSPENSION;ORAL	EQ 10MG BASE/5ML	0	CORTEF	HYDROCORTISONE CYPIONATE	0
009986	002	TABLET;ORAL	5MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	DELTASONE	PREDNISONE	0
009986	005	TABLET;ORAL	2.5MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	DELTASONE	PREDNISONE	0
009986	006	TABLET;ORAL	10MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	DELTASONE	PREDNISONE	0
009986	007	TABLET;ORAL	20MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	DELTASONE	PREDNISONE	0
009986	008	TABLET;ORAL	50MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	DELTASONE	PREDNISONE	0
009987	004	TABLET;ORAL	5MG	0	DELTA-CORTEF	PREDNISOLONE	0
010021	002	CAPSULE;ORAL	500MG	0	PLACIDYL	ETHCHLORVYNOL	0
010021	004	CAPSULE;ORAL	100MG	0	PLACIDYL	ETHCHLORVYNOL	0
010021	007	CAPSULE;ORAL	200MG	0	PLACIDYL	ETHCHLORVYNOL	0
010021	010	CAPSULE;ORAL	750MG	0	PLACIDYL	ETHCHLORVYNOL	0
010028	004	TABLET;ORAL	400MG	0	EQUANIL	MEPROBAMATE	0
010028	005	TABLET;ORAL	200MG	0	EQUANIL	MEPROBAMATE	0
010040	001	INJECTABLE;INJECTION	66%;10%	1	RENOGRAFIN-76	DIATRIZOATE MEGLUMINE; DIATRIZOATE SODIUM	0
010040	006	INJECTABLE;INJECTION	52%;8%	0	RENOGRAFIN-60	DIATRIZOATE MEGLUMINE; DIATRIZOATE SODIUM	0
010040	012	INJECTABLE;INJECTION	30%	0	RENO-DIP	DIATRIZOATE MEGLUMINE	0
010040	016	INJECTABLE;INJECTION	60%	0	RENO-60	DIATRIZOATE MEGLUMINE	0
010040	017	INJECTABLE;INJECTION	76%	0	DIATRIZOATE MEGLUMINE	DIATRIZOATE MEGLUMINE	0
010040	018	SOLUTION;URETHRAL	30%	1	CYSTOGRAFIN	DIATRIZOATE MEGLUMINE	0
010040	019	INJECTABLE;INJECTION	28.5%;29.1%	0	RENOVIST II	DIATRIZOATE MEGLUMINE; DIATRIZOATE SODIUM	0
010040	020	INJECTABLE;INJECTION	34.3%;35%	0	RENOVIST	DIATRIZOATE MEGLUMINE; DIATRIZOATE SODIUM	0
010040	021	SOLUTION;URETERAL	30%	0	RENO-30	DIATRIZOATE MEGLUMINE	0
010040	022	SOLUTION;URETHRAL	18%	1	CYSTOGRAFIN DILUTE	DIATRIZOATE MEGLUMINE	0
010060	001	TABLET;ORAL	0.1MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	FLORINEF	FLUDROCORTISONE ACETATE	0
010093	003	CAPSULE, EXTENDED RELEASE;ORAL	EQ 10MG BASE;EQ 10MG BASE	0	BIPHETAMINE 20	AMPHETAMINE RESIN COMPLEX; DEXTROAMPHETAMINE RESIN COMPLEX	0
010093	007	CAPSULE, EXTENDED RELEASE;ORAL	EQ 6.25MG BASE;EQ 6.25MG BASE	0	BIPHETAMINE 12.5	AMPHETAMINE RESIN COMPLEX; DEXTROAMPHETAMINE RESIN COMPLEX	0
010093	009	CAPSULE, EXTENDED RELEASE;ORAL	EQ 3.75MG BASE;EQ 3.75MG BASE	0	BIPHETAMINE 7.5	AMPHETAMINE RESIN COMPLEX; DEXTROAMPHETAMINE RESIN COMPLEX	0
010104	003	TABLET;ORAL	5MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	MEPHYTON	PHYTONADIONE	0
010124	001	TABLET;ORAL	0.1MG	0	SERPALAN	RESERPINE	0
010124	002	TABLET;ORAL	0.25MG	0	SERPALAN	RESERPINE	0
010151	001	INJECTABLE;INJECTION	50MG/ML	0	DILANTIN	PHENYTOIN SODIUM	0
010155	002	TABLET;ORAL	10MG	0	MYTELASE	AMBENONIUM CHLORIDE	0
010187	003	TABLET;ORAL	5MG	1	RITALIN	METHYLPHENIDATE HYDROCHLORIDE	0
010187	006	TABLET;ORAL	10MG	1	RITALIN	METHYLPHENIDATE HYDROCHLORIDE	0
010187	010	TABLET;ORAL	20MG	1	RITALIN	METHYLPHENIDATE HYDROCHLORIDE	1
010210	001	SUSPENSION/DROPS;OPHTHALMIC	0.5%;10%	0	METIMYD	PREDNISOLONE ACETATE; SULFACETAMIDE SODIUM	0
010210	002	OINTMENT;OPHTHALMIC	0.5%;10%	0	METIMYD	PREDNISOLONE ACETATE; SULFACETAMIDE SODIUM	0
010220	002	INJECTABLE;INJECTION	60%;30%	0	HYPAQUE-M,90%	DIATRIZOATE MEGLUMINE; DIATRIZOATE SODIUM	0
010220	003	INJECTABLE;INJECTION	50%;25%	0	HYPAQUE-M,75%	DIATRIZOATE MEGLUMINE; DIATRIZOATE SODIUM	0
010251	001	TABLET;ORAL	2.5MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	INVERSINE	MECAMYLAMINE HYDROCHLORIDE	0
010255	002	INJECTABLE;INJECTION	25MG/ML	0	METICORTELONE	PREDNISOLONE ACETATE	0
010375	003	AEROSOL, METERED;INHALATION	0.08MG/INH	0	MEDIHALER-ISO	ISOPROTERENOL SULFATE	0
010375	004	AEROSOL, METERED;INHALATION	0.12MG/INH	0	ISOPROTERENOL HYDROCHLORIDE	ISOPROTERENOL HYDROCHLORIDE	0
010379	001	TABLET;ORAL	EQ 0.005MG BASE	1	CYTOMEL	LIOTHYRONINE SODIUM	0
010379	002	TABLET;ORAL	EQ 0.025MG BASE	1	CYTOMEL	LIOTHYRONINE SODIUM	0
010379	003	TABLET;ORAL	EQ 0.05MG BASE	1	CYTOMEL	LIOTHYRONINE SODIUM	0
010392	001	TABLET;ORAL	10MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	ATARAX	HYDROXYZINE HYDROCHLORIDE	0
010392	004	TABLET;ORAL	25MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	ATARAX	HYDROXYZINE HYDROCHLORIDE	0
010392	005	TABLET;ORAL	100MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	ATARAX	HYDROXYZINE HYDROCHLORIDE	0
010392	006	TABLET;ORAL	50MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	ATARAX	HYDROXYZINE HYDROCHLORIDE	0
010417	001	INJECTABLE;INJECTION	4%	1	XYLOCAINE 4% PRESERVATIVE FREE	LIDOCAINE HYDROCHLORIDE	0
010417	002	SOLUTION;TOPICAL	4% **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	XYLOCAINE 4% PRESERVATIVE FREE	LIDOCAINE HYDROCHLORIDE	0
010418	005	INJECTABLE;INJECTION	1%	0	XYLOCAINE	LIDOCAINE HYDROCHLORIDE	0
010418	006	INJECTABLE;INJECTION	0.005MG/ML;1%	0	XYLOCAINE W/ EPINEPHRINE	EPINEPHRINE; LIDOCAINE HYDROCHLORIDE	0
010418	007	INJECTABLE;INJECTION	2%	0	XYLOCAINE	LIDOCAINE HYDROCHLORIDE	0
010418	008	INJECTABLE;INJECTION	0.005MG/ML;2%	0	XYLOCAINE W/ EPINEPHRINE	EPINEPHRINE; LIDOCAINE HYDROCHLORIDE	0
010418	009	INJECTABLE;INJECTION	1.5%	0	XYLOCAINE	LIDOCAINE HYDROCHLORIDE	0
010418	010	INJECTABLE;INJECTION	0.005MG/ML;1.5%	0	XYLOCAINE W/ EPINEPHRINE	EPINEPHRINE; LIDOCAINE HYDROCHLORIDE	0
010441	001	TABLET;ORAL	0.1MG	0	RESERPINE	RESERPINE	0
010441	002	TABLET;ORAL	0.25MG	0	RESERPINE	RESERPINE	0
010441	003	TABLET;ORAL	0.5MG	0	RESERPINE	RESERPINE	0
010441	004	TABLET;ORAL	1MG	0	RESERPINE	RESERPINE	0
010485	001	SYRUP;ORAL	10MG/5ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	0	ATARAX	HYDROXYZINE HYDROCHLORIDE	0
010496	002	INJECTABLE;SPINAL	5%	0	XYLOCAINE 5% W/ GLUCOSE 7.5%	LIDOCAINE HYDROCHLORIDE	0
010515	001	INJECTABLE;INJECTION	0.2MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	ISUPREL	ISOPROTERENOL HYDROCHLORIDE	0
010562	001	INJECTABLE;INJECTION	20MG/ML	0	HYDELTRA-TBA	PREDNISOLONE TEBUTATE	0
010571	001	TABLET;ORAL	EQ 5MG BASE **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	COMPAZINE	PROCHLORPERAZINE MALEATE	0
010571	002	TABLET;ORAL	EQ 10MG BASE **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	COMPAZINE	PROCHLORPERAZINE MALEATE	0
010571	003	TABLET;ORAL	EQ 25MG BASE **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	COMPAZINE	PROCHLORPERAZINE MALEATE	0
010585	002	TABLET;ORAL	EQ 25MG BASE	0	LERITINE	ANILERIDINE HYDROCHLORIDE	0
010596	007	CAPSULE;ORAL	150MG	1	CELONTIN	METHSUXIMIDE	0
010596	008	CAPSULE;ORAL	300MG	1	CELONTIN	METHSUXIMIDE	1
010598	002	TABLET, EXTENDED RELEASE;ORAL	10MG;10MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	0	BENDECTIN	DOXYLAMINE SUCCINATE; PYRIDOXINE HYDROCHLORIDE	0
010611	002	TABLET;ORAL	2MG	0	HALOTESTIN	FLUOXYMESTERONE	0
010611	006	TABLET;ORAL	5MG	0	HALOTESTIN	FLUOXYMESTERONE	0
010611	010	TABLET;ORAL	10MG	0	HALOTESTIN	FLUOXYMESTERONE	0
010653	001	TABLET;ORAL	50MG	0	DISIPAL	ORPHENADRINE HYDROCHLORIDE	0
010656	001	OINTMENT;OPHTHALMIC	0.025%	0	FLOROPRYL	ISOFLUROPHATE	0
010669	002	TABLET;ORAL	2MG	1	LEUKERAN	CHLORAMBUCIL	1
010670	001	TABLET;ORAL	500MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	0	ORINASE	TOLBUTAMIDE	0
010670	002	TABLET;ORAL	250MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	0	ORINASE	TOLBUTAMIDE	0
010742	002	INJECTABLE;INJECTION	EQ 5MG BASE/ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	COMPAZINE	PROCHLORPERAZINE EDISYLATE	0
010753	001	INJECTABLE;INJECTION	40MG/AMP	0	ESTRADURIN	POLYESTRADIOL PHOSPHATE	0
010787	002	INJECTABLE;INJECTION	EQ 50MG IRON/ML	0	IRON DEXTRAN	IRON DEXTRAN	0
010831	001	INJECTABLE;INJECTION	40 UNITS/ML	0	CORTICOTROPIN	CORTICOTROPIN	0
010831	002	INJECTABLE;INJECTION	80 UNITS/ML	0	CORTICOTROPIN	CORTICOTROPIN	0
010927	001	SOLUTION;INJECTION, ORAL	1-8mCi/VIAL	0	PHOSPHOTOPE	SODIUM PHOSPHATE P-32	0
010929	001	CAPSULE;ORAL	1-130mCi	0	IODOTOPE	SODIUM IODIDE I-131	0
010929	002	SOLUTION;ORAL	7-106mCi/BOT	0	IODOTOPE	SODIUM IODIDE I-131	0
010929	003	CAPSULE;ORAL	1-150mCi	0	IODOTOPE	SODIUM IODIDE I-131	0
010942	001	CONCENTRATE;ORAL	30MG/ML	0	SPARINE	PROMAZINE HYDROCHLORIDE	0
010942	003	SYRUP;ORAL	10MG/5ML	0	SPARINE	PROMAZINE HYDROCHLORIDE	0
010942	004	CONCENTRATE;ORAL	100MG/ML	0	SPARINE	PROMAZINE HYDROCHLORIDE	0
010962	002	TABLET;ORAL	5MG	0	PARACORT	PREDNISONE	0
010976	004	TABLET;ORAL-20	0.075MG;5MG	0	ENOVID	MESTRANOL; NORETHYNODREL	0
010976	005	TABLET;ORAL	0.15MG;9.85MG	0	ENOVID	MESTRANOL; NORETHYNODREL	0
010976	006	TABLET;ORAL-20	0.1MG;2.5MG	0	ENOVID-E	MESTRANOL; NORETHYNODREL	0
010976	007	TABLET;ORAL-21	0.1MG;2.5MG	0	ENOVID-E 21	MESTRANOL; NORETHYNODREL	0
010976	008	TABLET;ORAL	0.075MG;5MG	0	ENOVID	MESTRANOL; NORETHYNODREL	0
010996	005	CAPSULE;ORAL	325MG;65MG	0	DARVON W/ ASA	ASPIRIN; PROPOXYPHENE HYDROCHLORIDE	0
010996	006	CAPSULE;ORAL	389MG;32.4MG;32MG	0	DARVON COMPOUND	ASPIRIN; CAFFEINE; PROPOXYPHENE HYDROCHLORIDE	0
010996	007	CAPSULE;ORAL	389MG;32.4MG;65MG	0	DARVON COMPOUND-65	ASPIRIN; CAFFEINE; PROPOXYPHENE HYDROCHLORIDE	0
010997	001	CAPSULE;ORAL	32MG	0	DARVON	PROPOXYPHENE HYDROCHLORIDE	0
010997	003	CAPSULE;ORAL	65MG	0	DARVON	PROPOXYPHENE HYDROCHLORIDE	0
011000	001	CAPSULE, EXTENDED RELEASE;ORAL	EQ 10MG BASE	0	COMPAZINE	PROCHLORPERAZINE MALEATE	0
011000	002	CAPSULE, EXTENDED RELEASE;ORAL	EQ 15MG BASE	0	COMPAZINE	PROCHLORPERAZINE MALEATE	0
011000	003	CAPSULE, EXTENDED RELEASE;ORAL	EQ 30MG BASE	0	COMPAZINE	PROCHLORPERAZINE MALEATE	0
011000	004	CAPSULE, EXTENDED RELEASE;ORAL	EQ 75MG BASE	0	COMPAZINE	PROCHLORPERAZINE MALEATE	0
011011	004	TABLET;ORAL	500MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	ROBAXIN	METHOCARBAMOL	0
011011	006	TABLET;ORAL	750MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	ROBAXIN-750	METHOCARBAMOL	0
