nct_id,brief_title,lead_sponsor,sponsor_class,resolved_company,ticker,exchange,investability_class,phases,study_status,primary_completion_date,primary_completion_date_type,conditions,drug_interventions,primary_outcome_measure,source_url,verification_status,sponsor_resolution_basis,notes
NCT06020144,A Phase 3 Study Comparing TLL-018 to Tofacitinib in RA Subjects With Inadequate Response or Intolerance to bDMARDs,"Hangzhou Highlightll Pharmaceutical Co., Ltd",INDUSTRY,,,,UNRESOLVED SPONSOR,Phase 3,Active Not Recruiting,2026-01-15,ACTUAL,Rheumatoid Arthritis,TLL-018; Tofacitinib,Proportion of subjects achieving American College of Rheumatology 50% (ACR50) Response,https://clinicaltrials.gov/study/NCT06020144,Verified - ClinicalTrials.gov API v2 capture 2026-09-17,no repository-verified row and no exact SEC registrant match (legal suffixes removed); blank beats guessed,lead sponsor class: INDUSTRY | primary endpoint time frame: Week 24
NCT06406140,Study the Effect of Niacin on Lipoprotein (a) Concentration and Hyperphosphatemia in Hemodialysis Patients,Al-Azhar University,OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 2 / Phase 3,Unknown,2026-01-15,ESTIMATED,End-stage Renal Disease,Niacin tablets 500 mg,Change in serum phosphorus level,https://clinicaltrials.gov/study/NCT06406140,Verified - ClinicalTrials.gov API v2 capture 2026-09-17,no repository-verified row and no exact SEC registrant match (legal suffixes removed); blank beats guessed,lead sponsor class: OTHER | Phase 2/3 combined study | primary endpoint time frame: 3 months
NCT07111468,Clinical Trial to Evaluate the Efficacy and Safety of YHP2401 Compared to YHR2402 and YHR2403 for Acute Bronchitis,Yuhan Corporation,INDUSTRY,,,,UNRESOLVED SPONSOR,Phase 3,Completed,2026-01-15,ACTUAL,Acute Bronchitis,YHP2401; YHR2402; YHR2403,Bronchitis Severity Score(BSS),https://clinicaltrials.gov/study/NCT07111468,Verified - ClinicalTrials.gov API v2 capture 2026-09-17,no repository-verified row and no exact SEC registrant match (legal suffixes removed); blank beats guessed,lead sponsor class: INDUSTRY | primary endpoint time frame: Day 4
NCT07194694,Dexmedetomidine vs Ketamine as Adjuvants to Bupivacaine in Transversus Abdominus Plane Block in Inguinal Hernioplasty,Ain Shams University,OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 3,Completed,2026-01-15,ACTUAL,Postoperative Pain Relief,Dexmedetomidine & Bupivacaine.; ketamine and bupivacaine injection; Bupivacaine,Change in Numeric Pain Rating Scale,https://clinicaltrials.gov/study/NCT07194694,Verified - ClinicalTrials.gov API v2 capture 2026-09-17,no repository-verified row and no exact SEC registrant match (legal suffixes removed); blank beats guessed,lead sponsor class: OTHER | primary endpoint time frame: Immediately postoperative - 2 hours postoperatively - 4 hours postoperatively - 6 hours postoperatively - 12 hours postoperatively
NCT03723655,A Long-Term Safety Extension Study of Mavacamten in Adults Who Have Completed MAVERICK-HCM or EXPLORER-HCM,Bristol-Myers Squibb,INDUSTRY,Bristol-Myers Squibb,BMY,NYSE,US-LISTED,Phase 2 / Phase 3,Completed,2026-01-16,ACTUAL,Hypertrophic Cardiomyopathy,mavacamten,Frequency and severity of treatment-emergent adverse events and serious adverse events,https://clinicaltrials.gov/study/NCT03723655,Verified - ClinicalTrials.gov API v2 capture 2026-09-17,lead sponsor verified row-by-row earlier in this repository,lead sponsor class: INDUSTRY | Phase 2/3 combined study | primary endpoint time frame: 252 weeks
NCT04453293,Immunization With BCG Vaccine to Prevent Tuberculosis Infection,Henry M. Jackson Foundation for the Advancement of Military Medicine,OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 3,Terminated,2026-01-16,ACTUAL,Tuberculosis Infection,Placebo,Change in TB IGRA blood test results from baseline pre-travel and post-travel return,https://clinicaltrials.gov/study/NCT04453293,Verified - ClinicalTrials.gov API v2 capture 2026-09-17,no repository-verified row and no exact SEC registrant match (legal suffixes removed); blank beats guessed,"lead sponsor class: OTHER | primary endpoint time frame: At baseline, and 8-10 weeks post-travel return"
NCT05166889,Efficacy and Safety of Tozorakimab in Symptomatic Chronic Obstructive Pulmonary Disease With a History of Exacerbations,AstraZeneca,INDUSTRY,AstraZeneca,AZN,NYSE,US-LISTED,Phase 3,Completed,2026-01-19,ACTUAL,Chronic Obstructive Pulmonary Disease (COPD),Tozorakimab; Tozorakimab; Placebo,Annualized rate of moderate to severe COPD exacerbations in participants who are former smokers.,https://clinicaltrials.gov/study/NCT05166889,Verified - ClinicalTrials.gov API v2 capture 2026-09-17,lead sponsor verified row-by-row earlier in this repository,lead sponsor class: INDUSTRY | primary endpoint time frame: over 52 weeks
NCT04549116,Subcutaneous Progesterone in Frozen- Thawed Single Euploid Blastocyst Transfer.,IBSA Institut Biochimique SA,INDUSTRY,,,,UNRESOLVED SPONSOR,Phase 3,Completed,2026-01-20,ACTUAL,Infertility,Progesterone-IBSA Injectable Solution; Progesterone Vaginal Gel with Applicator; Placebo Vaginal gel with applicator; Placebo injectable solution,Clinical pregnancy rate,https://clinicaltrials.gov/study/NCT04549116,Verified - ClinicalTrials.gov API v2 capture 2026-09-17,no repository-verified row and no exact SEC registrant match (legal suffixes removed); blank beats guessed,lead sponsor class: INDUSTRY | primary endpoint time frame: 5 weeks post-embryo transfer
NCT05755035,A Study About How TAK-881 is Processed by the Body and Side Effects in People With Primary Immunodeficiency Diseases,Takeda,INDUSTRY,,,,UNRESOLVED SPONSOR,Phase 2 / Phase 3,Completed,2026-01-20,ACTUAL,Primary Immunodeficiency Diseases (PID),,Area Under the Curve During the Dosing Interval at Steady-State (AUC0-tau;ss) of total IgG with TAK-881 and HYQVIA in Participants Aged >=16 Years with PIDD,https://clinicaltrials.gov/study/NCT05755035,Verified - ClinicalTrials.gov API v2 capture 2026-09-17,no repository-verified row and no exact SEC registrant match (legal suffixes removed); blank beats guessed,"lead sponsor class: INDUSTRY | Phase 2/3 combined study | primary endpoint time frame: 3-Week dosing: Day 1 (pre and post-infusion), 24, 48, 72 hours and 7, 14, 21 days (post-infusion); 4-Week dosing: Day 1 (pre and post-infusion), 24, 48 and 72 hours and 7, 14, 21, 28 days (post-infusion) of last infusion in each cross-over epoch"
NCT06047548,A Study of LY3298176 (Tirzepatide) For the Maintenance of Body Weight Reduction in Participants Who Have Obesity or Overweight With Weight-Related Comorbidities,Eli Lilly and Company,INDUSTRY,Eli Lilly and Company,LLY,NYSE,US-LISTED,Phase 3,Completed,2026-01-20,ACTUAL,Overweight,Tirzepatide; Placebo,Percent Maintenance of Body Weight (BW) Reduction Achieved during the 60-Week Weight Loss Period,https://clinicaltrials.gov/study/NCT06047548,Verified - ClinicalTrials.gov API v2 capture 2026-09-17,lead sponsor verified row-by-row earlier in this repository,lead sponsor class: INDUSTRY | primary endpoint time frame: Week 112
NCT07002060,"Phase 3 Randomized, Modified Double-blind, Active-controlled Safety Study on vYF in Adults",Sanofi,INDUSTRY,Sanofi,SNY,NASDAQ (ADR),US-LISTED,Phase 3,Completed,2026-01-20,ACTUAL,Yellow Fever Immunization,,Number of participants with immediate adverse events,https://clinicaltrials.gov/study/NCT07002060,Verified - ClinicalTrials.gov API v2 capture 2026-09-17,lead sponsor verified row-by-row earlier in this repository,lead sponsor class: INDUSTRY | primary endpoint time frame: Within 30 minutes after vaccination
NCT07311070,"Treatment of Basal Cell Carcinoma (BCC) of the Skin, of the Morpheiform, Infiltrative, and Noduloulcerative Types in Inoperable Patients and Not Suitable for Radiotherapy Using Formulated Methylene Blue","Daryoush Hamidi Alamdari, PhD",OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 3,Enrolling By Invitation,2026-01-20,ESTIMATED,Advanced Basal Cell Carcinoma (BCC),Formulated Topical Methylene Blue (0.5 mg/mL); Wound Healing Gel,Rate of Wound Healing and Tumor Regression in Inoperable Basal Cell Carcinoma Treated with Topical Formulated Methylene Blue,https://clinicaltrials.gov/study/NCT07311070,Verified - ClinicalTrials.gov API v2 capture 2026-09-17,no repository-verified row and no exact SEC registrant match (legal suffixes removed); blank beats guessed,"lead sponsor class: OTHER | primary endpoint time frame: Baseline, every week for 4 weeks during treatment, and at 8 weeks post-treatment follow-up."
NCT06490328,Efficacy and Safety of DKF-MA102 in Patients With Prostate Cancer,"Dongkook Pharmaceutical Co., Ltd.",INDUSTRY,,,,UNRESOLVED SPONSOR,Phase 3,Completed,2026-01-21,ACTUAL,Advanced Prostate Cancer,DKF-MA102,Percentage of participants,https://clinicaltrials.gov/study/NCT06490328,Verified - ClinicalTrials.gov API v2 capture 2026-09-17,no repository-verified row and no exact SEC registrant match (legal suffixes removed); blank beats guessed,lead sponsor class: INDUSTRY | primary endpoint time frame: Week 4
NCT06517199,Olanzapine for Cancer Related Anorexia-cachexia Syndrome,Mahidol University,OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 3,Unknown,2026-01-21,ESTIMATED,Anorexia,Olanzapine 2.5 MG; Olanzapine 5 MG; Placebo,no greater than 5% weight loss in olanzapine 2.5 mg versus placebo,https://clinicaltrials.gov/study/NCT06517199,Verified - ClinicalTrials.gov API v2 capture 2026-09-17,no repository-verified row and no exact SEC registrant match (legal suffixes removed); blank beats guessed,lead sponsor class: OTHER | primary endpoint time frame: 4 weeks
NCT06611163,A Study to Evaluate the Efficacy and Safety of Subcutaneous Tildrakizumab in Subjects With Moderate to Severe Genital Psoriasis.,Sun Pharmaceutical Industries Limited,INDUSTRY,Sun Pharmaceutical Industries Limited,SUNPHARMA.NS,NSE/BSE India; no US ADR,US-LISTED,Phase 3,Active Not Recruiting,2026-01-21,ACTUAL,Moderate to Severe Genital Psoriasis,Tildrakizumab 100 mg; Placebo,Proportion of subjects with a modified sPGA-G score of clear (0) or minimal (1) with at-least a 2- point reduction from baseline,https://clinicaltrials.gov/study/NCT06611163,Verified - ClinicalTrials.gov API v2 capture 2026-09-17,lead sponsor verified row-by-row earlier in this repository,lead sponsor class: INDUSTRY | primary endpoint time frame: Week 16
NCT06067828,"A Study to Evaluate the Effect of Budesonide, Glycopyrronium, Formoterol Fumarate (BGF) Metered Dose Inhaler (MDI), Budesonide and Formoterol Fumarate (BFF) MDI and Placebo MDI on Exercise Parameters in Participants With Chronic Obstructive Pulmonary Disease (COPD).",AstraZeneca,INDUSTRY,AstraZeneca,AZN,NYSE,US-LISTED,Phase 3,Completed,2026-01-22,ACTUAL,Chronic Obstructive Pulmonary Disease,"Treatment A : Budesonide, Glycopyrronium, and Formoterol Fumarate; Treatment B: Budesonide and Formoterol Fumarate; Treatment C : Placebo",Change from baseline in isotime Inspiratory capacity (IC),https://clinicaltrials.gov/study/NCT06067828,Verified - ClinicalTrials.gov API v2 capture 2026-09-17,lead sponsor verified row-by-row earlier in this repository,lead sponsor class: INDUSTRY | primary endpoint time frame: 2 weeks post-treatment
NCT05911360,"A Study to Evaluate Efficacy, Safety and Tolerability in Antiretroviral Therapy (ART)-Experienced Participants of at Least 50 Years of Age Living With Human Immunodeficiency Virus (HIV) With Virologic Suppression Who Switch to DTG/3TC FDC From BIC/FTC/TAF",ViiV Healthcare,INDUSTRY,ViiV Healthcare,GSK,NYSE,US-LISTED,Phase 3,Completed,2026-01-23,ACTUAL,HIV,DTG/3TC,Number of Participants With Plasma HIV-1 Ribonucleic Acid (RNA) Greater Than or Equal to (>=)50 Copies/Millilitre (c/mL) at Week 48,https://clinicaltrials.gov/study/NCT05911360,Verified - ClinicalTrials.gov API v2 capture 2026-09-17,lead sponsor verified row-by-row earlier in this repository,lead sponsor class: INDUSTRY | primary endpoint time frame: At Week 48
NCT06212765,Oral Citrulline Supplementation in COPD Patients With Malnutrition,"University Hospital, Grenoble",OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 3,Not Yet Recruiting,2026-01-25,ESTIMATED,Chronic Obstructive Pulmonary Disease Severe,L-citrulline,Fat Free Mass Index,https://clinicaltrials.gov/study/NCT06212765,Verified - ClinicalTrials.gov API v2 capture 2026-09-17,no repository-verified row and no exact SEC registrant match (legal suffixes removed); blank beats guessed,"lead sponsor class: OTHER | primary endpoint time frame: baseline, 45+/-5 day and 1 year +/- 2 weeks"
NCT07746479,A Study to Evaluate the Efficacy and Safety of LZM012 ( Psoriasis ),Livzon Pharmaceutical Group Inc.,INDUSTRY,,,,UNRESOLVED SPONSOR,Phase 3,Completed,2026-01-26,ACTUAL,Psoriasis,,PASI100 response rate,https://clinicaltrials.gov/study/NCT07746479,Verified - ClinicalTrials.gov API v2 capture 2026-09-17,no repository-verified row and no exact SEC registrant match (legal suffixes removed); blank beats guessed,lead sponsor class: INDUSTRY | primary endpoint time frame: At week 12
NCT05489289,A Phase III Study of AK104 as Adjuvant Therapy in HCC With High Risk of Recurrence After Curative Resection,Akeso,INDUSTRY,Akeso,9926.HK,HKEX Hong Kong; no US ticker,US-LISTED,Phase 3,Recruiting,2026-01-28,ESTIMATED,Hepatocellular Carcinoma,,Recurrence free survival (RFS) by BICR,https://clinicaltrials.gov/study/NCT05489289,Verified - ClinicalTrials.gov API v2 capture 2026-09-17,lead sponsor verified row-by-row earlier in this repository,lead sponsor class: INDUSTRY | primary endpoint time frame: Up to 48 months
NCT06869785,"Pharmacokinetics, Pharmacodynamics, Safety and Tolerability of a New Maintenance Dosing Regimen of Ofatumumab",Novartis Pharmaceuticals,INDUSTRY,,,,UNRESOLVED SPONSOR,Phase 3,Active Not Recruiting,2026-01-28,ACTUAL,Relapsing Multiple Sclerosis (RMS),,Ofatumumab plasma pharmacokinetics - area under the curve,https://clinicaltrials.gov/study/NCT06869785,Verified - ClinicalTrials.gov API v2 capture 2026-09-17,no repository-verified row and no exact SEC registrant match (legal suffixes removed); blank beats guessed,lead sponsor class: INDUSTRY | primary endpoint time frame: Up to 12 weeks
NCT07224828,The Efficacy of a Battery Toothbrush in the Reduction of Established Plaque and Gingivitis,Colgate Palmolive,INDUSTRY,Colgate Palmolive,CL,,US-LISTED,Phase 3,Completed,2026-01-28,ACTUAL,Plaque,Total Active Prevention Fresh Toothpaste + Colgate Total Active Prevention Battery Toothbrush; Colgate Great Regular + Total Active Prevention Battery Toothbrush; Colgate Great Regular + standard reference flat trim toothpaste,Löe and Silness Gingival Index,https://clinicaltrials.gov/study/NCT07224828,Verified - ClinicalTrials.gov API v2 capture 2026-09-17,exact match (legal suffixes removed) against SEC company_tickers.json,"lead sponsor class: INDUSTRY | primary endpoint time frame: baseline,6 week, 12 week"
NCT06365879,To Compare Efficacy and Safety of CMAB007 and Xolair® in Patients With Chronic Spontaneous Urticaria,"Taizhou Mabtech Pharmaceutical Co.,Ltd",INDUSTRY,,,,UNRESOLVED SPONSOR,Phase 3,Active Not Recruiting,2026-01-29,ACTUAL,Chronic Spontaneous Urticaria,CMAB007; Xolair,Change From Baseline of the Itch Severity Score (ISS7) Score At Week 12,https://clinicaltrials.gov/study/NCT06365879,Verified - ClinicalTrials.gov API v2 capture 2026-09-17,no repository-verified row and no exact SEC registrant match (legal suffixes removed); blank beats guessed,lead sponsor class: INDUSTRY | primary endpoint time frame: Week 12
NCT05804032,"Lenalidomide, Bortezomib and Dexamethasone Induction Therapy With Either Intravenous or Subcutaneous Isatuximab in Patients With Newly Diagnosed Multiple Myeloma",University of Heidelberg Medical Center,OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 3,Completed,2026-01-30,ACTUAL,Multiple Myeloma,Isatuximab; Isatuximab; Lenalidomide; Bortezomib,"Demonstration of non-inferiority of subcutaneous (SC) isatuximab compared to intravenous (IV) isatuximab, both in combination with RVd.",https://clinicaltrials.gov/study/NCT05804032,Verified - ClinicalTrials.gov API v2 capture 2026-09-17,no repository-verified row and no exact SEC registrant match (legal suffixes removed); blank beats guessed,lead sponsor class: OTHER | primary endpoint time frame: 18 weeks after start of study treatment
