company_name,ticker,drug_brand,drug_generic,decision_type,decision_date,indication,review_pathway,source_url_1,source_url_2,verification_status,notes,us_investable_class,classification_basis,exchange,decision_id
Catalyst Pharmaceuticals (openFDA applicant of record: CATALYST PHARMS),NO_US_TICKER,Firdapse,amifampridine,Approval,2018-11-28,To treat Lambert-Eaton myasthenic syndrome (LEMS) in adults,,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=208078,https://api.fda.gov/drug/drugsfda.json?search=openfda.brand_name:%22firdapse%22&count=sponsor_name,Verified - FLAGGED (no US-investable equity verified in this pass),"FDA 2018 novel-drug-approvals table row 54 (archived capture https://web.archive.org/web/20240420232222/https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2018); Drugs@FDA application 208078; openFDA applicant term queried 2026-09-12. IRREGULARITY: FDA's archived 2018 table prints this approval date as 11/28/2028. The row sits between Xospata (11/28/2018) and Vitrakvi (11/26/2018) and links the November 2018 press release, so 2018-11-28 is recorded and the typo is flagged. Yahoo returned 'Data doesn't exist' for CPRX over Nov 2018, so neither the ticker nor a price could be verified.",NOT US-INVESTABLE (UNVERIFIED),derived 2026-09-12 from verified exchange/ticker fields; issuer could not be tied to a listed security without guessing: 'No US-listed equity verified in this pass',No US-listed equity verified in this pass,D316
Takeda Pharmaceutical Company Limited,TAK,Motegrity,prucalopride,Approval,2018-12-14,To treat chronic idiopathic constipation,,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=210166,https://api.fda.gov/drug/drugsfda.json?search=openfda.brand_name:%22motegrity%22&count=sponsor_name,Verified,"FDA 2018 novel-drug-approvals table row 56 (archived capture https://web.archive.org/web/20240420232222/https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2018); Drugs@FDA application 210166; openFDA applicant term queried 2026-09-12. Ticker/exchange re-used from row D092 (same issuer, already verified).",US-LISTED,derived 2026-09-12 from verified exchange/ticker fields; US primary listing per exchange field: 'NYSE',NYSE,D314
Servier Pharmaceuticals (Les Laboratoires Servier),NO_TICKER,Asparlas,calaspargase pegol-mknl,Approval,2018-12-20,To treat acute lymphoblastic leukemia (ALL) in pediatric and young adult patients age 1 month to 21 years,,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761102,https://api.fda.gov/drug/drugsfda.json?search=openfda.brand_name:%22asparlas%22&count=sponsor_name,Verified,FDA 2018 novel-drug-approvals table row 57 (archived capture https://web.archive.org/web/20240420232222/https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2018); Drugs@FDA application 761102; openFDA applicant term queried 2026-09-12. Private per this dataset's Servier rows (D033).,PRIVATE / NO EQUITY,"derived 2026-09-12 from verified exchange/ticker fields; no listed equity in the verified fields (ticker='NO_TICKER', exchange='N/A')",N/A,D313
Alexion Pharmaceuticals (openFDA applicant of record: ALEXION PHARM),NO_US_TICKER,Ultomiris,ravulizumab-cwvz,Approval,2018-12-21,Paroxysmal nocturnal hemoglobinuria (PNH),,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761108,https://api.fda.gov/drug/drugsfda.json?search=openfda.brand_name:%22ultomiris%22&count=sponsor_name,Verified - FLAGGED (no US-investable equity verified in this pass),"FDA 2018 novel-drug-approvals table row 59 (archived capture https://web.archive.org/web/20240420232222/https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2018); Drugs@FDA application 761108; openFDA applicant term queried 2026-09-12. Alexion's former Nasdaq listing (ALXN) and its later acquisition were not re-verified in this pass, so no ticker is asserted.",NOT US-INVESTABLE (UNVERIFIED),derived 2026-09-12 from verified exchange/ticker fields; issuer could not be tied to a listed security without guessing: 'No US-listed equity verified in this pass',No US-listed equity verified in this pass,D311
Stemline Therapeutics (Menarini group),NO_TICKER,Elzonris,tagraxofusp-erzs,Approval,2018-12-21,Blastic plasmacytoid dendritic cell neoplasm (BPDCN),,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761116,https://api.fda.gov/drug/drugsfda.json?search=openfda.brand_name:%22elzonris%22&count=sponsor_name,Verified,FDA 2018 novel-drug-approvals table row 58 (archived capture https://web.archive.org/web/20240420232222/https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2018); Drugs@FDA application 761116; openFDA applicant term queried 2026-09-12. Private per this dataset's Stemline rows (D149).,PRIVATE / NO EQUITY,"derived 2026-09-12 from verified exchange/ticker fields; no listed equity in the verified fields (ticker='NO_TICKER', exchange='N/A')",N/A,D312
"Evolus, Inc.",EOLS,Jeuveau,prabotulinumtoxinA-xvfs,Approval,2019-02-01,Glabellar lines,,https://www.fda.gov/media/133911/download,https://api.fda.gov/drug/drugsfda.json?search=openfda.brand_name:%22jeuveau%22&count=sponsor_name,Verified (ticker + exchange confirmed 2026-09-12 via Yahoo Finance chart API meta: longName / fullExchangeName),"FDA 2019 annual report Appendix A (verbatim capture in data/staging/fda_novel_2019_full.json); dosage form Injection; openFDA applicant term queried 2026-09-12. Yahoo chart meta returned longName 'Evolus, Inc.', fullExchangeName 'NasdaqGM'. Price window captured for this approval.",US-LISTED,derived 2026-09-12 from verified exchange/ticker fields; US primary listing per exchange field: 'NASDAQ',NASDAQ,D396
Sanofi (Ablynx NV),SNY,Cablivi,caplacizumab-yhdp,Approval,2019-02-06,Acquired thrombotic thrombocytopenic purpura,Priority,https://www.fda.gov/media/133911/download,https://api.fda.gov/drug/drugsfda.json?search=openfda.brand_name:%22cablivi%22&count=sponsor_name,Verified,Sanofi acquired Ablynx in 2018; openFDA still lists Ablynx NV as the applicant of record. First-in-class + Orphan + Fast Track per FDA Appendix B,US-LISTED (ADR),derived 2026-09-12 from verified exchange/ticker fields; US depositary receipt / OTC line per exchange field: 'NASDAQ (ADR)',NASDAQ (ADR),D281
Novartis AG,NVS,Egaten,triclabendazole,Approval,2019-02-13,Fascioliasis,Priority Review,https://www.fda.gov/media/133911/download,https://api.fda.gov/drug/drugsfda.json?search=openfda.brand_name:%22egaten%22&count=sponsor_name,Verified,FDA 2019 annual report Appendix A (verbatim capture in data/staging/fda_novel_2019_full.json); dosage form Tablet; openFDA applicant term queried 2026-09-12. Ticker/exchange re-used from row D050. Pathway from Appendix B of the FDA 2019 report (unambiguous designation line).,US-LISTED,derived 2026-09-12 from verified exchange/ticker fields; US primary listing per exchange field: 'NYSE',NYSE,D390
Jazz Pharmaceuticals Ireland Limited,JAZZ,Sunosi,solriamfetol,Approval,2019-03-20,Excessive daytime sleepiness,,https://www.fda.gov/media/133911/download,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2019/211230Orig1Orig2s000Approv.pdf,Verified - FDA approval letter resolves decision-date sponsor,FDA 2019 annual report Appendix A (verbatim capture in data/staging/fda_novel_2019_full.json); dosage form Tablet; openFDA applicant term queried 2026-09-12. Decision-date sponsor resolved from FDA original approval letter: Jazz Pharmaceuticals Ireland Limited. Current-holder/openFDA discrepancy is retained as historical ownership context; price attribution must use JAZZ (or remain blank if no verified historical series).,US-LISTED,derived 2026-09-12 from verified exchange/ticker fields; US primary listing per exchange field: 'NASDAQ',NASDAQ,D404
Novartis AG,NVS,Mayzent,siponimod,Approval,2019-03-26,Relapsing forms of multiple sclerosis,Standard,https://www.fda.gov/media/133911/download,https://api.fda.gov/drug/drugsfda.json?search=openfda.brand_name:%22mayzent%22&count=sponsor_name,Verified,,US-LISTED (ADR),derived 2026-09-12 from verified exchange/ticker fields; US depositary receipt / OTC line per exchange field: 'NYSE (ADR)',NYSE (ADR),D288
Amgen Inc. (with UCB),AMGN,Evenity,romosozumab-aqqg,Approval,2019-04-09,Osteoporosis in postmenopausal women at high risk of fracture,Standard,https://www.fda.gov/media/133911/download,https://api.fda.gov/drug/drugsfda.json?search=openfda.brand_name:%22evenity%22&count=sponsor_name,Verified,Co-developed with UCB; openFDA lists Amgen as applicant of record. First-in-class per FDA Appendix B. NOTE: NOT filed in the EU until later and carries a CV-risk warning,US-LISTED,derived 2026-09-12 from verified exchange/ticker fields; US primary listing per exchange field: 'NASDAQ',NASDAQ,D285
Johnson & Johnson (Janssen Biotech),JNJ,Balversa,erdafitinib,Approval,2019-04-12,Locally advanced or metastatic bladder cancer (FGFR-altered),Accelerated Approval,https://www.fda.gov/media/133911/download,https://api.fda.gov/drug/drugsfda.json?search=openfda.brand_name:%22balversa%22&count=sponsor_name,Verified,First-in-class and Breakthrough Therapy per FDA Appendix B,US-LISTED,derived 2026-09-12 from verified exchange/ticker fields; US primary listing per exchange field: 'NYSE',NYSE,D279
AbbVie Inc.,ABBV,Skyrizi,risankizumab-rzaa,Approval,2019-04-23,Moderate-to-severe plaque psoriasis,Standard,https://www.fda.gov/media/133911/download,https://api.fda.gov/drug/drugsfda.json?search=openfda.brand_name:%22skyrizi%22&count=sponsor_name,Verified,,US-LISTED,derived 2026-09-12 from verified exchange/ticker fields; US primary listing per exchange field: 'NYSE',NYSE,D295
Pfizer Inc. (applicant: FoldRx Pharmaceuticals),PFE,Vyndaqel,tafamidis meglumine,Approval,2019-05-03,Cardiomyopathy caused by transthyretin-mediated amyloidosis,Priority,https://www.fda.gov/media/133911/download,https://api.fda.gov/drug/drugsfda.json?search=openfda.brand_name:%22vyndaqel%22&count=sponsor_name,Verified,openFDA lists FoldRx Pharmaceuticals (a Pfizer subsidiary) as the applicant of record. First-in-class + Orphan + Fast Track + Breakthrough + Priority per FDA Appendix B,US-LISTED,derived 2026-09-12 from verified exchange/ticker fields; US primary listing per exchange field: 'NYSE',NYSE,D299
Novartis AG,NVS,Piqray,alpelisib,Approval,2019-05-24,Advanced or metastatic breast cancer,Priority,https://www.fda.gov/media/133911/download,https://api.fda.gov/drug/drugsfda.json?search=openfda.brand_name:%22piqray%22&count=sponsor_name,Verified,,US-LISTED (ADR),derived 2026-09-12 from verified exchange/ticker fields; US depositary receipt / OTC line per exchange field: 'NYSE (ADR)',NYSE (ADR),D292
"Roche (Genentech, Inc.)",RHHBY,Polivy,polatuzumab vedotin-piiq,Approval,2019-06-10,Relapsed or refractory diffuse large B-cell lymphoma,Accelerated Approval,https://www.fda.gov/media/133911/download,https://api.fda.gov/drug/drugsfda.json?search=openfda.brand_name:%22polivy%22&count=sponsor_name,Verified,First-in-class + Orphan + Breakthrough + Accelerated Approval per FDA Appendix B,US-LISTED (ADR),derived 2026-09-12 from verified exchange/ticker fields; US depositary receipt / OTC line per exchange field: 'OTC Markets OTCQX',OTC Markets OTCQX,D293
"AMAG Pharmaceuticals, Inc.",AMAG,Vyleesi,bremelanotide,Approval,2019-06-21,Hypoactive sexual desire disorder,,https://www.fda.gov/media/133911/download,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2019/210557Orig1s000Approv.pdf,Verified - FDA approval letter resolves decision-date sponsor,"FDA 2019 annual report Appendix A (verbatim capture in data/staging/fda_novel_2019_full.json); dosage form Injection; openFDA applicant term queried 2026-09-12. Decision-date sponsor resolved from FDA original approval letter: AMAG Pharmaceuticals, Inc.. Current-holder/openFDA discrepancy is retained as historical ownership context; price attribution must use AMAG (or remain blank if no verified historical series).",US-LISTED,derived 2026-09-12 from verified exchange/ticker fields; US primary listing per exchange field: 'NASDAQ',NASDAQ,D406
Karyopharm Therapeutics Inc.,KPTI,Xpovio,selinexor,Approval,2019-07-03,Relapsed or refractory multiple myeloma,Accelerated Approval,https://www.fda.gov/media/133911/download,https://api.fda.gov/drug/drugsfda.json?search=openfda.brand_name:%22xpovio%22&count=sponsor_name,Verified,First-in-class + Orphan + Fast Track + Accelerated Approval per FDA Appendix B,US-LISTED,derived 2026-09-12 from verified exchange/ticker fields; US primary listing per exchange field: 'NASDAQ',NASDAQ,D300
"Merck & Co., Inc.",MRK,Recarbrio,imipenem/cilastatin/relebactam,Approval,2019-07-16,Complicated urinary tract and intra-abdominal infections,,https://www.fda.gov/media/133911/download,https://api.fda.gov/drug/drugsfda.json?search=openfda.brand_name:%22recarbrio%22&count=sponsor_name,Verified,"FDA 2019 annual report Appendix A (verbatim capture in data/staging/fda_novel_2019_full.json); dosage form Injection; openFDA applicant term queried 2026-09-12. Ticker/exchange re-used from row D008. Pathway left blank: Appendix B lists Recarbrio under Priority Review but the PDF text layer merged the Recarbrio/Reyvow designation line, so it is not asserted.",US-LISTED,derived 2026-09-12 from verified exchange/ticker fields; US primary listing per exchange field: 'NYSE',NYSE,D399
Shield Therapeutics plc (openFDA applicant of record: SHIELD TX),NO_US_TICKER,Accrufer,ferric maltol,Approval,2019-07-25,Iron deficiency anemia,,https://www.fda.gov/media/133911/download,https://api.fda.gov/drug/drugsfda.json?search=openfda.brand_name:%22accrufer%22&count=sponsor_name,Verified - FLAGGED (no US-investable equity verified in this pass),FDA 2019 annual report Appendix A (verbatim capture in data/staging/fda_novel_2019_full.json); dosage form Capsule; openFDA applicant term queried 2026-09-12. Shield's London (AIM) listing and its later acquisition were not re-verified in this pass.,NOT US-INVESTABLE (UNVERIFIED),derived 2026-09-12 from verified exchange/ticker fields; issuer could not be tied to a listed security without guessing: 'No US-listed equity verified in this pass',No US-listed equity verified in this pass,D387
Bayer AG (with Orion),BAYRY,Nubeqa,darolutamide,Approval,2019-07-30,Non-metastatic castration-resistant prostate cancer,Priority,https://www.fda.gov/media/133911/download,https://api.fda.gov/drug/drugsfda.json?search=openfda.brand_name:%22nubeqa%22&count=sponsor_name,"Verified - foreign/OTC listing, price not captured",Developed with Orion Corporation; openFDA lists Bayer Healthcare as applicant of record,US-LISTED (ADR),derived 2026-09-12 from verified exchange/ticker fields; US depositary receipt / OTC line per exchange field: 'OTC ADR; primary XETRA:BAYN',OTC ADR; primary XETRA:BAYN,D289
"Daiichi Sankyo Company, Limited",DSNKY,Turalio,pexidartinib,Approval,2019-08-02,Symptomatic tenosynovial giant cell tumor,Priority,https://www.fda.gov/media/133911/download,https://api.fda.gov/drug/drugsfda.json?search=openfda.brand_name:%22turalio%22&count=sponsor_name,"Verified - foreign/OTC listing, price not captured",First-in-class + Orphan + Breakthrough + Priority per FDA Appendix B; carries a boxed warning for serious liver injury and is restricted to a REMS program,US-LISTED (ADR),derived 2026-09-12 from verified exchange/ticker fields; US depositary receipt / OTC line per exchange field: 'OTC ADR; primary TSE:4568',OTC ADR; primary TSE:4568,D297
Mylan Ireland Ltd (openFDA applicant of record),NO_US_TICKER,(no trade name) (pretomanid),pretomanid,Approval,2019-08-14,Treatment-refractory tuberculosis,Priority Review,https://www.fda.gov/media/133911/download,https://api.fda.gov/drug/drugsfda.json?search=openfda.generic_name:%22pretomanid%22&count=sponsor_name,Verified - FLAGGED (openFDA reports a later holder; the issuer at the decision date was not re-verified in this pass),FDA 2019 annual report Appendix A (no trade name assigned); IRREGULARITY: openFDA names MYLAN IRELAND LTD for pretomanid while an earlier pass in this repository recorded the sponsor as TB Alliance. The machine-verifiable openFDA term is used and the difference is flagged; no listing is asserted for the Irish applicant entity.. Dosage form: Tablet.,NOT US-INVESTABLE (UNVERIFIED),derived 2026-09-12 from verified exchange/ticker fields; issuer could not be tied to a listed security without guessing: 'No US-listed equity verified in this pass',No US-listed equity verified in this pass,D398
