nct_id,brief_title,lead_sponsor,sponsor_class,resolved_company,ticker,exchange,investability_class,phases,study_status,primary_completion_date,primary_completion_date_type,conditions,drug_interventions,primary_outcome_measure,source_url,verification_status,sponsor_resolution_basis,notes,window_source
NCT03788837,ILOPROST in Septic Shock With Persistent Microperfusion Defects (I-MICRO),Assistance Publique - Hôpitaux de Paris,OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 3,Completed,2024-01-05,ACTUAL,Septic Shock Hyperdynamic,ILOPROST; NaCl,"Delta (Sequential Organ Failure Assessment (SOFA)) score between infusion onset and day 7. SOFA score assesses organ failure (respiratory, hemodynamics, liver, coagulation, neurological and kidney) in ICU patients.",https://clinicaltrials.gov/study/NCT03788837,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),lead sponsor class: OTHER (academic/government/network sponsor),lead sponsor class: OTHER | primary endpoint time frame: 7 days after randomisation,clinicaltrials_phase3_2024_2025_windows/studies_2024H1.json
NCT05068713,"High Versus Low Blood-Pressure Target in the Post Operative Care of Liver Transplantation A Randomized, Controled, Open and Unicentric Trial.",University of Sao Paulo General Hospital,OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 3,Completed,2024-01-05,ACTUAL,Liver Transplant; Complications,,incidence of Acute Kidney Disfunction,https://clinicaltrials.gov/study/NCT05068713,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),lead sponsor class: OTHER (academic/government/network sponsor),lead sponsor class: OTHER | primary endpoint time frame: 7 days,clinicaltrials_phase3_2024_2025_windows/studies_2024H1.json
NCT05566639,A Study of mRNA-1010 Seasonal Influenza Vaccine in Adults 50 Years Old and Older,"ModernaTX, Inc.",INDUSTRY,,,,UNRESOLVED SPONSOR,Phase 3,Completed,2024-01-05,ACTUAL,Seasonal Influenza,,Number of Participants With Solicited Local and Systemic Reactogenicity Adverse Reactions (ARs),https://clinicaltrials.gov/study/NCT05566639,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),no repository-verified row and no exact SEC registrant match (legal suffixes removed); blank beats guessed,lead sponsor class: INDUSTRY | primary endpoint time frame: 7 days post-vaccination,clinicaltrials_phase3_2024_2025_windows/studies_2024H1.json
NCT05642078,Phase Ⅲ Clinical Study of Quadrivalent Influenza Virus Split Vaccine,"Anhui Zhifei Longcom Biologic Pharmacy Co., Ltd.",INDUSTRY,,,,UNRESOLVED SPONSOR,Phase 3,Completed,2024-01-05,ACTUAL,Prevention of Influenza,,Immunogenicity end point 1,https://clinicaltrials.gov/study/NCT05642078,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),no repository-verified row and no exact SEC registrant match (legal suffixes removed); blank beats guessed,lead sponsor class: INDUSTRY | primary endpoint time frame: 30 days after the whole vaccination,clinicaltrials_phase3_2024_2025_windows/studies_2024H1.json
NCT06475508,Comparison of Complarate® (Tocilizumab Biosimilar) and Actemra® in Patients With Rheumatoid Arthritis,AO GENERIUM,INDUSTRY,,,,UNRESOLVED SPONSOR,Phase 3,Completed,2024-01-05,ACTUAL,Rheumatoid Arthritis,,Proportion of Participants with an American College of Rheumatology 20% (ACR20) response,https://clinicaltrials.gov/study/NCT06475508,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),no repository-verified row and no exact SEC registrant match (legal suffixes removed); blank beats guessed,lead sponsor class: INDUSTRY | primary endpoint time frame: week 24,clinicaltrials_phase3_2024_2025_windows/studies_2024H1.json
NCT05836545,Remimazolam Versus Midaszolam for Sedation in Diagnostic Upper Gastrointestinal Endoscopy,Samsung Medical Center,OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 3,Completed,2024-01-06,ACTUAL,Healthy,Remimazolam; Midazolam,Total procedure time,https://clinicaltrials.gov/study/NCT05836545,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),lead sponsor class: OTHER (academic/government/network sponsor),lead sponsor class: OTHER | primary endpoint time frame: begin when the drug is give to when the endoscopy is withdrawn,clinicaltrials_phase3_2024_2025_windows/studies_2024H1.json
NCT06278402,"Efficacy of Oral Tofacitinib in Moderate to Severe Alopecia Areata, Totalis and Universalis at Tertiary Care Hospital, Karachi.",Jinnah Hospital,OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 3,Completed,2024-01-06,ACTUAL,Alopecia Areata,Tofacitinib,Alopecia,https://clinicaltrials.gov/study/NCT06278402,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),lead sponsor class: OTHER (academic/government/network sponsor),lead sponsor class: OTHER | primary endpoint time frame: 6 months,clinicaltrials_phase3_2024_2025_windows/studies_2024H1.json
NCT05305547,A Study to Compare S-217622 With Placebo in Non-Hospitalized Participants With COVID-19,Shionogi,INDUSTRY,Shionogi & Co. Ltd.,SGIOF,OTC,US-LISTED,Phase 3,Completed,2024-01-07,ACTUAL,SARS-CoV-2 Infection,S-217622; Placebo,Time to Sustained Symptom Resolution,https://clinicaltrials.gov/study/NCT05305547,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),"SEC company_tickers.json exact title match; primary listing Tokyo, unsponsored US OTC",lead sponsor class: INDUSTRY | primary endpoint time frame: Up to Day 29,clinicaltrials_phase3_2024_2025_windows/studies_2024H1.json
NCT04644822,Safety and Efficacy of [18F]PSMA-1007 Injection in Suspected Persistent or Recurrent Prostate Cancer.,Centre for Probe Development and Commercialization,OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 3,Completed,2024-01-08,ACTUAL,Prostate Cancer Recurrent,,Primary Endpoint:,https://clinicaltrials.gov/study/NCT04644822,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),lead sponsor class: OTHER (academic/government/network sponsor),lead sponsor class: OTHER | primary endpoint time frame: 8 months,clinicaltrials_phase3_2024_2025_windows/studies_2024H1.json
NCT03819153,A Research Study to See How Semaglutide Works Compared to Placebo in People With Type 2 Diabetes and Chronic Kidney Disease,Novo Nordisk A/S,INDUSTRY,Novo Nordisk A/S,NVO,NYSE,US-LISTED,Phase 3,Completed,2024-01-09,ACTUAL,"Diabetes Mellitus, Type 2",Semaglutide; Placebo (semaglutide),Number of Participants From Time of Randomization to First Occurrence of Onset of Persistent ≥50% Reduction in eGFR(CKD-EPI); Onset of Persistent eGFR(CKD-EPI) <15mL/Min/1.73m^2; Initiation of Chronic Renal Replacement Therapy; Renal Death; CV Death,https://clinicaltrials.gov/study/NCT03819153,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),SEC company_tickers.json exact title match (ADR),lead sponsor class: INDUSTRY | primary endpoint time frame: From Week 0 up to Week 234,clinicaltrials_phase3_2024_2025_windows/studies_2024H1.json
NCT04869943,Efficacy Evaluation of Enobosarm Monotherapy in Treatment of AR+/ER+/HER2- Metastatic Breast Cancer,Veru Inc.,INDUSTRY,Veru Inc.,VERU,,US-LISTED,Phase 3,Terminated,2024-01-09,ACTUAL,Metastatic Breast Cancer,Enobosarm; Exemestane,To demonstrate the efficacy of Enobosarm in the treatment of androgen receptor positive (AR+) and estrogen receptor positive (ER+) metastatic breast cancer (MBC) as measured by radiographic progression free survival (rPFS).,https://clinicaltrials.gov/study/NCT04869943,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),exact match (legal suffixes removed) against SEC company_tickers.json,lead sponsor class: INDUSTRY | primary endpoint time frame: Day 120,clinicaltrials_phase3_2024_2025_windows/studies_2024H1.json
NCT05866926,Study to Investigate the Long-term Safety of FAB122 in Patients With Amyotrophic Lateral Sclerosis,Ferrer Internacional S.A.,INDUSTRY,,,,UNRESOLVED SPONSOR,Phase 3,Terminated,2024-01-09,ACTUAL,Amyotrophic Lateral Sclerosis,FAB122,Number of Participants Experiencing Treatment Emergent Adverse Events,https://clinicaltrials.gov/study/NCT05866926,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),no repository-verified row and no exact SEC registrant match (legal suffixes removed); blank beats guessed,lead sponsor class: INDUSTRY | primary endpoint time frame: approximately 44 weeks,clinicaltrials_phase3_2024_2025_windows/studies_2024H1.json
NCT03081806,A Study to Evaluate the Efficacy and Safety of X0002 Spray in Subjects With Osteoarthritis Knee Pain,Techfields Pharma Co. Ltd,INDUSTRY,,,,UNRESOLVED SPONSOR,Phase 3,Completed,2024-01-10,ACTUAL,Pain Associated With Osteoarthritis of the Knee,X0002,WOMAC pain subscale score in the target knee at Week 12 compared to Baseline,https://clinicaltrials.gov/study/NCT03081806,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),no repository-verified row and no exact SEC registrant match (legal suffixes removed); blank beats guessed,lead sponsor class: INDUSTRY | primary endpoint time frame: Week 12,clinicaltrials_phase3_2024_2025_windows/studies_2024H1.json
NCT03633279,Treatment of Sarcopenia Improves the Muscle Mass and Muscle Strength of Patients With Liver Cirrhosis-Child C,Dayanand Medical College and Hospital,OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 3,Unknown,2024-01-10,ACTUAL,Liver Cirrhosis,Branched chain amino acid; Placebo,Change in CT Skeletal muscle index (cm2/m2),https://clinicaltrials.gov/study/NCT03633279,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),lead sponsor class: OTHER (academic/government/network sponsor),lead sponsor class: OTHER | primary endpoint time frame: 3 month,clinicaltrials_phase3_2024_2025_windows/studies_2024H1.json
NCT04065009,"The IPLA-OVCA Trial, Intra-Peritoneal Local Anaesthetics in Ovarian Cancer",Karolinska Institutet,OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 3,Active Not Recruiting,2024-01-10,ESTIMATED,Advanced Ovarian Cancer,Ropivacaine; Saline Solution,Time-interval from upfront surgery to adjuvant chemotherapy,https://clinicaltrials.gov/study/NCT04065009,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),lead sponsor class: OTHER (academic/government/network sponsor),lead sponsor class: OTHER | primary endpoint time frame: Number of days to start of adjuvant chemotherapy (0 - 60 days),clinicaltrials_phase3_2024_2025_windows/studies_2024H1.json
NCT05159947,SPT-07A Injection in Patients With Acute Ischemic Stroke (AIS): A Phase III Clinical Trial,"Union Hospital, Tongji Medical College, Huazhong University of Science and Technology",OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 3,Unknown,2024-01-10,ESTIMATED,"Stroke, Acute",SPT-07A injection,Good outcome at 90 days,https://clinicaltrials.gov/study/NCT05159947,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),lead sponsor class: OTHER (academic/government/network sponsor),lead sponsor class: OTHER | primary endpoint time frame: at day 90 (±7),clinicaltrials_phase3_2024_2025_windows/studies_2024H1.json
NCT05566028,The Efficacy and Safety of D745 Added to D150 Plus D759 Therapy in Patients with Type 2 Diabetes,Chong Kun Dang Pharmaceutical,INDUSTRY,,,,UNRESOLVED SPONSOR,Phase 3,Completed,2024-01-10,ACTUAL,Type 2 Diabetes,D745 formulation I; D745 formulation II; D745 Placebo,Change from baseline in HbA1c,https://clinicaltrials.gov/study/NCT05566028,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),no repository-verified row and no exact SEC registrant match (legal suffixes removed); blank beats guessed,"lead sponsor class: INDUSTRY | primary endpoint time frame: Baseline, 24 week",clinicaltrials_phase3_2024_2025_windows/studies_2024H1.json
NCT06478134,Efficacy and Safety of a Multiple-Action Tear Substitute (TriMix) in Dry Eye Disease,University of Seville,OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 2 / Phase 3,Completed,2024-01-10,ACTUAL,Dry Eye,Trimix tear substitutes; Hyaluronic acid tear substitute,Ocular surface disease index questionnaire,https://clinicaltrials.gov/study/NCT06478134,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),lead sponsor class: OTHER (academic/government/network sponsor),"lead sponsor class: OTHER | Phase 2/3 combined study | primary endpoint time frame: This outcome measure was analyzed at baseline, 3 months and 6 months.",clinicaltrials_phase3_2024_2025_windows/studies_2024H1.json
NCT03704922,Age of Blood in Sickle Cell Transfusion,"University of North Carolina, Chapel Hill",OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 2 / Phase 3,Completed,2024-01-11,ACTUAL,Sickle Cell Disease,,Proportion of Biochemically Old Red Cell Units,https://clinicaltrials.gov/study/NCT03704922,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),lead sponsor class: OTHER (academic/government/network sponsor),"lead sponsor class: OTHER | Phase 2/3 combined study | primary endpoint time frame: through third transfusion, an average of 18 weeks",clinicaltrials_phase3_2024_2025_windows/studies_2024H1.json
NCT04055142,Clinical Trial for Evaluating the Efficacy and Safety of Electrocoagulation vs Topic Sinecatechins vs Topic Cidofovir Within the Treatment to High-grade Anal Intraepithelial Neoplasia in HIV Homosexual Males,Hospital Universitari Vall d'Hebron Research Institute,OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 3,Completed,2024-01-11,ACTUAL,High-grade Anal Intraepithelial Neoplasia,cidofovir 1% topical ointment; sinecatechins 10% topical ointment,% of patients with complete or partial regression of high grade anal intraepithelial neoplasia (HGAIN) at 10 weeks after end of treatment (with a permitted deviation of 4 weeks).,https://clinicaltrials.gov/study/NCT04055142,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),lead sponsor class: OTHER (academic/government/network sponsor),lead sponsor class: OTHER | primary endpoint time frame: 10 weeks,clinicaltrials_phase3_2024_2025_windows/studies_2024H1.json
NCT04753697,A Study to Evaluate the Efficacy and Safety of CC-93538 in Adult and Adolescent Participants With Eosinophilic Esophagitis,Celgene,INDUSTRY,Bristol-Myers Squibb Company,BMY,NYSE,US-LISTED,Phase 3,Completed,2024-01-11,ACTUAL,Eosinophilic Esophagitis,CC-93538,Change From Baseline in Mean Dysphagia Days (DD) at Week 24,https://clinicaltrials.gov/study/NCT04753697,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),Celgene acquired by Bristol-Myers Squibb in November 2019,lead sponsor class: INDUSTRY | primary endpoint time frame: Baseline (Day 1) and Week 24,clinicaltrials_phase3_2024_2025_windows/studies_2024H1.json
NCT05156528,"Efficacy, Immunogenicity and Safety of S. Flexneriza-S. Sonnei Bivalent Conjugate Vaccine in Volunteers Aged From 6 Months to 5 Years","Beijing Zhifei Lvzhu Biopharmaceutical Co., Ltd",INDUSTRY,,,,UNRESOLVED SPONSOR,Phase 3,Unknown,2024-01-11,ESTIMATED,Dysentery,,Efficacy study of S. Flexneriza-S. Sonnei Bivalent Conjugate Vaccine as assessed by protective rate,https://clinicaltrials.gov/study/NCT05156528,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),no repository-verified row and no exact SEC registrant match (legal suffixes removed); blank beats guessed,lead sponsor class: INDUSTRY | primary endpoint time frame: 30 day after each vaccination,clinicaltrials_phase3_2024_2025_windows/studies_2024H1.json
NCT05369403,A Study of Lebrikizumab (LY3650150) in Adult and Adolescent Participants With Moderate-to-Severe Atopic Dermatitis Previously Treated With Dupilumab,Eli Lilly and Company,INDUSTRY,Eli Lilly and Company,LLY,NYSE,US-LISTED,Phase 3,Completed,2024-01-11,ACTUAL,Atopic Dermatitis,Lebrikizumab,Percentage of Participants Achieving Eczema Area and Severity Index 75 (EASI-75) at Week 16,https://clinicaltrials.gov/study/NCT05369403,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),SEC company_tickers.json exact title match,lead sponsor class: INDUSTRY | primary endpoint time frame: Week 16,clinicaltrials_phase3_2024_2025_windows/studies_2024H1.json
NCT02864004,Apomorphine Pump in Early Stage of Parkinson's Disease (EARLY-PUMP),Rennes University Hospital,OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 3,Completed,2024-01-12,ACTUAL,Parkinson's Disease,Apomorphine,Difference in the Parkinson's Disease Quality of Life Questionnaire (PDQ39) summary index between the baseline assessment and the assessment at 12 months' follow up,https://clinicaltrials.gov/study/NCT02864004,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),lead sponsor class: OTHER (academic/government/network sponsor),lead sponsor class: OTHER | primary endpoint time frame: 12 months,clinicaltrials_phase3_2024_2025_windows/studies_2024H1.json
NCT03188887,Treatment of IgA Nephropathy According to Renal Lesions,Assistance Publique - Hôpitaux de Paris,OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 3,Completed,2024-01-12,ACTUAL,IgA Nephropathy,corticotherapy; Renin Angiotensin system (RAS) blockade or Inhibitors of sodium glucose transporter 2 (SGLT2i),Failure at 24 months,https://clinicaltrials.gov/study/NCT03188887,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),lead sponsor class: OTHER (academic/government/network sponsor),lead sponsor class: OTHER | primary endpoint time frame: Month 24,clinicaltrials_phase3_2024_2025_windows/studies_2024H1.json
