company_name,ticker,exchange,us_investable_class,phase3_trials_tracked_2026_2027,phase3_active_or_recruiting,phase3_completed,phase3_paused_or_terminated,deep_dive_pipeline_programs,advanced_to_next_phase_count,paused_or_clinical_hold_count,clinical_progression_rate_pct,novel_nme_approvals,original_non_nme_approvals,label_expansions_approved,crl_rejections_tracked,total_fda_decisions_tracked,fda_approval_rate_pct,composite_clinical_score_0_100,success_grade,source_url_1,source_url_2,verification_status,notes
KalVista Pharmaceuticals,KALV,NASDAQ,US-LISTED,2,0,2,0,1,0,0,,1,0,0,0,1,100.0,41.5,D,https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/219301s000lbl.pdf,https://clinicaltrials.gov/study/NCT05511922,Verified - Phase 3 Registry + FDA Outcomes,"2 Phase 3 study(ies) completing 2026-2027 in CT.gov registry (0 active, 2 completed) | Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 1 novel approval(s), 0 CRL(s) [approval rate 100.0%]"
Crinetics Pharmaceuticals,CRNX,NASDAQ,US-LISTED,1,1,0,0,1,0,0,,1,0,0,0,1,100.0,41.5,D,https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/219070s000lbl.pdf,https://open.fda.gov,Verified - Phase 3 Registry + FDA Outcomes,"1 Phase 3 study(ies) completing 2026-2027 in CT.gov registry (1 active, 0 completed) | Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 1 novel approval(s), 0 CRL(s) [approval rate 100.0%]"
Adolor Corp. (acquired by Cubist 2011),ADLR,NASDAQ,FORMERLY US-LISTED (DELISTED/ACQUIRED),0,0,0,0,1,0,0,,1,0,0,0,1,100.0,41.5,D,https://web.archive.org/web/20090709172207if_/http://www.fda.gov/downloads/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/UCM081805.pdf,https://open.fda.gov,Verified - FDA Regulatory Record,"Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 1 novel approval(s), 0 CRL(s) [approval rate 100.0%]"
Anacor Pharmaceuticals (acquired by Pfizer 2016),ANAC,NASDAQ (delisted 2016),US-LISTED,0,0,0,0,1,0,0,,1,0,0,0,1,100.0,41.5,D,https://web.archive.org/web/20190207172014/https://www.fda.gov/Drugs/DevelopmentApprovalProcess/DrugInnovation/ucm429249.htm,https://open.fda.gov,Verified - FDA Regulatory Record,"Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 1 novel approval(s), 0 CRL(s) [approval rate 100.0%]"
Astellas Pharma,4503.T,Tokyo Stock Exchange; no US ADR,NON-US LISTING ONLY,0,0,0,0,1,0,0,,1,0,0,0,1,100.0,41.5,D,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/216578s000lbl.pdf,https://open.fda.gov,Verified - FDA Regulatory Record,"Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 1 novel approval(s), 0 CRL(s) [approval rate 100.0%]"
"Aurobindo Pharma (parent, India-listed) / Acrotech Biopharma (private US subsidiary)",AUROPHARMA.NS,NSE/BSE India; no US ADR,NON-US LISTING ONLY,0,0,0,0,1,0,0,,1,0,0,0,1,100.0,41.5,D,https://www.pharmaindiamagazine.com/acrotech-biopharma-inc-announces-fda-approval-of-adquey-ointment/,https://open.fda.gov,Verified - FDA Regulatory Record,"Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 1 novel approval(s), 0 CRL(s) [approval rate 100.0%]"
Ayrmid Pharma (current holder per openFDA) / BioLineRx (applicant at approval),BLRX,"NASDAQ (ADS, BioLineRx proxy)",US-LISTED (ADR),0,0,0,0,1,0,0,,1,0,0,0,1,100.0,41.5,D,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/217159s000lbl.pdf,https://open.fda.gov,Verified - FDA Regulatory Record,"Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 1 novel approval(s), 0 CRL(s) [approval rate 100.0%]"
Bone Care International (acquired by Genzyme 2005),BCII,NASDAQ,FORMERLY US-LISTED (DELISTED/ACQUIRED),0,0,0,0,1,0,0,,1,0,0,0,1,100.0,41.5,D,https://web.archive.org/web/20090709174613/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081686.htm,https://open.fda.gov,Verified - FDA Regulatory Record,"Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 1 novel approval(s), 0 CRL(s) [approval rate 100.0%]"
Botanix Pharmaceuticals,BOT.AX,ASX Australia; US OTC as BTXXY,US-LISTED (ADR),0,0,0,0,1,0,0,,1,0,0,0,1,100.0,41.5,D,https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/217347s000lbl.pdf,https://open.fda.gov,Verified - FDA Regulatory Record,"Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 1 novel approval(s), 0 CRL(s) [approval rate 100.0%]"
Bristol Myers Squibb (current holder) / Mirati Therapeutics (applicant at approval),MRTX,"formerly NASDAQ:MRTX, delisted Jan 2024",FORMERLY US-LISTED (DELISTED/ACQUIRED),0,0,0,0,1,0,0,,1,0,0,0,1,100.0,41.5,D,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/216340s000lbl.pdf,https://open.fda.gov,Verified - FDA Regulatory Record,"Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 1 novel approval(s), 0 CRL(s) [approval rate 100.0%]"
Cypress Bioscience (take-private 2010),CYPB,NASDAQ,FORMERLY US-LISTED (DELISTED/ACQUIRED),0,0,0,0,1,0,0,,1,0,0,0,1,100.0,41.5,D,https://web.archive.org/web/20160514110748if_/http://www.fda.gov/downloads/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/UCM091096.pdf,https://open.fda.gov,Verified - FDA Regulatory Record,"Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 1 novel approval(s), 0 CRL(s) [approval rate 100.0%]"
DUSA Pharmaceuticals (delisted ~2013),DSUS,NASDAQ,FORMERLY US-LISTED (DELISTED/ACQUIRED),0,0,0,0,1,0,0,,1,0,0,0,1,100.0,41.5,D,https://web.archive.org/web/20090709174613/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081686.htm,https://open.fda.gov,Verified - FDA Regulatory Record,"Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 1 novel approval(s), 0 CRL(s) [approval rate 100.0%]"
Epix Pharmaceuticals (delisted; Vasovist later Lantheus),EPIX,NASDAQ,FORMERLY US-LISTED (DELISTED/ACQUIRED),0,0,0,0,1,0,0,,1,0,0,0,1,100.0,41.5,D,https://www.fda.gov/media/177921/download?attachment,https://open.fda.gov,Verified - FDA Regulatory Record,"Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 1 novel approval(s), 0 CRL(s) [approval rate 100.0%]"
GSK plc (marketer) / Spero Therapeutics (originator),SPRO,NASDAQ,US-LISTED,0,0,0,0,1,0,0,,1,0,0,0,1,100.0,41.5,D,https://www.healio.com/news/primary-care/20260617/fda-approves-oral-utebzi-for-complicated-utis,https://open.fda.gov,Verified - FDA Regulatory Record,"Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 1 novel approval(s), 0 CRL(s) [approval rate 100.0%]"
H. Lundbeck A/S (Denmark),HLUKY,OTC ADR; primary CSE:LUN,NON-US LISTING ONLY,0,0,0,0,1,0,0,,1,0,0,0,1,100.0,41.5,D,https://web.archive.org/web/20160514110748if_/http://www.fda.gov/downloads/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/UCM091096.pdf,https://open.fda.gov,Verified - FDA Regulatory Record,"Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 1 novel approval(s), 0 CRL(s) [approval rate 100.0%]"
H. Lundbeck A/S (US OTC: HLUBY),HLUYY,OTC ADR; primary CPSE:LUN,US-LISTED (ADR),0,0,0,0,1,0,0,,1,0,0,0,1,100.0,41.5,D,https://web.archive.org/web/20190207172014/http://wayback.archive-it.org/7993/20170112022004/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/DrugInnovation/ucm285489.htm,https://open.fda.gov,Verified - FDA Regulatory Record,"Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 1 novel approval(s), 0 CRL(s) [approval rate 100.0%]"
Idenix Pharmaceuticals (acquired by Merck 2014),IDIX,NASDAQ,FORMERLY US-LISTED (DELISTED/ACQUIRED),0,0,0,0,1,0,0,,1,0,0,0,1,100.0,41.5,D,https://web.archive.org/web/20090709174614/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081673.htm,https://open.fda.gov,Verified - FDA Regulatory Record,"Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 1 novel approval(s), 0 CRL(s) [approval rate 100.0%]"
Indevus Pharmaceuticals (acquired by Endo 2009),IDEV,NASDAQ,FORMERLY US-LISTED (DELISTED/ACQUIRED),0,0,0,0,1,0,0,,1,0,0,0,1,100.0,41.5,D,https://web.archive.org/web/20090709174612/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081677.htm,https://open.fda.gov,Verified - FDA Regulatory Record,"Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 1 novel approval(s), 0 CRL(s) [approval rate 100.0%]"
"Ironwood Pharmaceuticals, Inc. (acquired by Alfasigma 2024)",IRWD,NASDAQ (delisted 2024),US-LISTED,0,0,0,0,1,0,0,,1,1,2,0,1,100.0,41.5,D,https://web.archive.org/web/20161022052126/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/DrugInnovation/ucm336117.htm,https://open.fda.gov,Verified - FDA Regulatory Record,"Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 1 novel approval(s), 0 CRL(s) [approval rate 100.0%] | 1 original non-NME approval(s) | 2 label expansion(s)"
Iterum Therapeutics,ITRM,NASDAQ,US-LISTED,0,0,0,0,1,0,0,,1,0,0,0,1,100.0,41.5,D,https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/213972s000lbl.pdf,https://open.fda.gov,Verified - FDA Regulatory Record,"Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 1 novel approval(s), 0 CRL(s) [approval rate 100.0%]"
Kura Oncology,KURA,NASDAQ,US-LISTED,0,0,0,0,1,0,0,,1,0,0,0,1,100.0,41.5,D,https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/220305s000lbl.pdf,https://open.fda.gov,Verified - FDA Regulatory Record,"Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 1 novel approval(s), 0 CRL(s) [approval rate 100.0%]"
"LG Life Sciences (LG Chem lineage, Korea)",051910,KRX,NON-US LISTING ONLY,0,0,0,0,1,0,0,,1,0,0,0,1,100.0,41.5,D,https://web.archive.org/web/20090709174608/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081680.htm,https://open.fda.gov,Verified - FDA Regulatory Record,"Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 1 novel approval(s), 0 CRL(s) [approval rate 100.0%]"
MGI Pharma (acquired by Eisai 2008),MOGN,NASDAQ,FORMERLY US-LISTED (DELISTED/ACQUIRED),0,0,0,0,1,0,0,,1,0,0,0,1,100.0,41.5,D,https://web.archive.org/web/20090709174614/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081673.htm,https://open.fda.gov,Verified - FDA Regulatory Record,"Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 1 novel approval(s), 0 CRL(s) [approval rate 100.0%]"
NeurogesX (bankrupt 2012),NGSX,NASDAQ,FORMERLY US-LISTED (DELISTED/ACQUIRED),0,0,0,0,1,0,0,,1,0,0,0,1,100.0,41.5,D,https://web.archive.org/web/20160514110748if_/http://www.fda.gov/downloads/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/UCM091096.pdf,https://open.fda.gov,Verified - FDA Regulatory Record,"Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 1 novel approval(s), 0 CRL(s) [approval rate 100.0%]"
Orexigen Therapeutics (filed 2018; Contrave to Nalpropion),OREX,NASDAQ (delisted 2018),US-LISTED,0,0,0,0,1,0,0,,1,0,0,0,1,100.0,41.5,D,https://web.archive.org/web/20190207172014/https://www.fda.gov/Drugs/DevelopmentApprovalProcess/DrugInnovation/ucm429249.htm,https://open.fda.gov,Verified - FDA Regulatory Record,"Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 1 novel approval(s), 0 CRL(s) [approval rate 100.0%]"
Orion Corp (Finland),ORNBV,Nasdaq Helsinki,NON-US LISTING ONLY,0,0,0,0,1,0,0,,1,0,0,0,1,100.0,41.5,D,https://web.archive.org/web/20090709174613/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081686.htm,https://open.fda.gov,Verified - FDA Regulatory Record,"Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 1 novel approval(s), 0 CRL(s) [approval rate 100.0%]"
Ouvex (current holder per openFDA) / Santen Pharmaceutical (applicant at approval),4536.T,Tokyo Stock Exchange; no US ADR,NON-US LISTING ONLY,0,0,0,0,1,0,0,,1,0,0,0,1,100.0,41.5,D,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/215092s000lbl.pdf,https://open.fda.gov,Verified - FDA Regulatory Record,"Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 1 novel approval(s), 0 CRL(s) [approval rate 100.0%]"
Palatin Technologies,PTN,NYSE American,US-LISTED,0,0,0,0,1,0,0,,1,0,0,0,1,100.0,41.5,D,https://web.archive.org/web/20090709174612/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081677.htm,https://open.fda.gov,Verified - FDA Regulatory Record,"Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 1 novel approval(s), 0 CRL(s) [approval rate 100.0%]"
Polarean Imaging plc,POL.L,"formerly LSE AIM:POL (later POLX), delisted Dec 2025",NON-US LISTING ONLY,0,0,0,0,1,0,0,,1,0,0,0,1,100.0,41.5,D,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/214375s000lbl.pdf,https://open.fda.gov,Verified - FDA Regulatory Record,"Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 1 novel approval(s), 0 CRL(s) [approval rate 100.0%]"
Progenics Pharmaceuticals (acquired by Lantheus 2020),PGNX,NASDAQ,FORMERLY US-LISTED (DELISTED/ACQUIRED),0,0,0,0,1,0,0,,1,0,0,0,1,100.0,41.5,D,https://web.archive.org/web/20090709172207if_/http://www.fda.gov/downloads/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/UCM081805.pdf,https://open.fda.gov,Verified - FDA Regulatory Record,"Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 1 novel approval(s), 0 CRL(s) [approval rate 100.0%]"
Sciele Pharma (acquired by Shionogi 2008),SCRL,NASDAQ,FORMERLY US-LISTED (DELISTED/ACQUIRED),0,0,0,0,1,0,0,,1,0,0,0,1,100.0,41.5,D,https://web.archive.org/web/20160514110748if_/http://www.fda.gov/downloads/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/UCM091096.pdf,https://open.fda.gov,Verified - FDA Regulatory Record,"Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 1 novel approval(s), 0 CRL(s) [approval rate 100.0%]"
Sepracor (acquired by Actavis 2014),SEPR,,FORMERLY US-LISTED (DELISTED/ACQUIRED),0,0,0,0,1,0,0,,1,0,0,0,1,100.0,41.5,D,https://web.archive.org/web/20090709174612/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081677.htm,https://open.fda.gov,Verified - FDA Regulatory Record,"Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 1 novel approval(s), 0 CRL(s) [approval rate 100.0%]"
Sucampo Pharmaceuticals (acquired by Mallinckrodt 2018),SCMP,NASDAQ,FORMERLY US-LISTED (DELISTED/ACQUIRED),0,0,0,0,1,0,0,,1,0,0,0,1,100.0,41.5,D,https://web.archive.org/web/20090709174614/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081673.htm,https://open.fda.gov,Verified - FDA Regulatory Record,"Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 1 novel approval(s), 0 CRL(s) [approval rate 100.0%]"
Tarsus Pharmaceuticals,TARS,NASDAQ,US-LISTED,0,0,0,0,1,0,0,,1,0,0,0,1,100.0,41.5,D,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/217603s000lbl.pdf,https://open.fda.gov,Verified - FDA Regulatory Record,"Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 1 novel approval(s), 0 CRL(s) [approval rate 100.0%]"
Texas Biotechnology (renamed Encysive; Pfizer 2008),THRX,NASDAQ,FORMERLY US-LISTED (DELISTED/ACQUIRED),0,0,0,0,1,0,0,,1,0,0,0,1,100.0,41.5,D,https://web.archive.org/web/20090709174610/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081685.htm,https://open.fda.gov,Verified - FDA Regulatory Record,"Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 1 novel approval(s), 0 CRL(s) [approval rate 100.0%]"
Theratechnologies (Canada),TH,,NON-US LISTING ONLY,0,0,0,0,1,0,0,,1,0,0,0,1,100.0,41.5,D,https://web.archive.org/web/20110614054533if_/http://www.fda.gov/downloads/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/UCM242677.pdf,https://open.fda.gov,Verified - FDA Regulatory Record,"Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 1 novel approval(s), 0 CRL(s) [approval rate 100.0%]"
Verona Pharma plc,VRNA,NASDAQ,US-LISTED,0,0,0,0,1,0,0,,1,0,0,0,1,100.0,41.5,D,https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/217389s000lbl.pdf,https://open.fda.gov,Verified - FDA Regulatory Record,"Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 1 novel approval(s), 0 CRL(s) [approval rate 100.0%]"
Vicuron Pharmaceuticals (acquired by Pfizer 2005),MICU,NASDAQ,FORMERLY US-LISTED (DELISTED/ACQUIRED),0,0,0,0,1,0,0,,1,0,0,0,1,100.0,41.5,D,https://web.archive.org/web/20090709174614/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081673.htm,https://open.fda.gov,Verified - FDA Regulatory Record,"Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 1 novel approval(s), 0 CRL(s) [approval rate 100.0%]"
Watson Pharmaceuticals (Actavis/Allergan/AbbVie lineage),WPI,NYSE,FORMERLY US-LISTED (DELISTED/ACQUIRED),0,0,0,0,1,0,0,,1,0,0,0,1,100.0,41.5,D,https://web.archive.org/web/20090709172207if_/http://www.fda.gov/downloads/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/UCM081805.pdf,https://open.fda.gov,Verified - FDA Regulatory Record,"Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 1 novel approval(s), 0 CRL(s) [approval rate 100.0%]"
Dr. Reddy’s Laboratories Limited,RDY,NYSE,US-LISTED,0,0,0,0,,,,,0,7,1,12,12,0.0,40.0,D,https://www.fda.gov/drugs,https://open.fda.gov,Verified - FDA Regulatory Record,"FDA outcomes: 0 novel approval(s), 12 CRL(s) [approval rate 0.0%] | 7 original non-NME approval(s) | 1 label expansion(s)"
Amphastar Pharmaceuticals,AMPH,NASDAQ,US-LISTED,1,0,1,0,1,0,0,,1,3,2,2,3,33.3,39.7,D,https://web.archive.org/web/20090709174612/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081677.htm,https://open.fda.gov,Verified - Phase 3 Registry + FDA Outcomes,"1 Phase 3 study(ies) completing 2026-2027 in CT.gov registry (0 active, 1 completed) | Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 1 novel approval(s), 2 CRL(s) [approval rate 33.3%] | 3 original non-NME approval(s) | 2 label expansion(s)"
Coherus BioSciences (now Coherus Oncology) with partner Junshi Biosciences,CHRS,NASDAQ,US-LISTED,0,0,0,0,1,0,0,,1,1,3,2,3,33.3,39.7,D,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/761240s000lbl.pdf,https://open.fda.gov,Verified - FDA Regulatory Record,"Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 1 novel approval(s), 2 CRL(s) [approval rate 33.3%] | 1 original non-NME approval(s) | 3 label expansion(s)"
CorMedix,CRMD,NYSE American,US-LISTED,0,0,0,0,1,0,0,,1,0,0,2,3,33.3,39.7,D,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/214520s000lbl.pdf,https://open.fda.gov,Verified - FDA Regulatory Record,"Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 1 novel approval(s), 2 CRL(s) [approval rate 33.3%]"
Mylan (now Viatris),VTRS,NASDAQ,US-LISTED,0,0,0,0,3,0,0,,3,30,88,1,4,75.0,39.3,D,https://web.archive.org/web/20090709174615/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081690.htm,https://open.fda.gov,Verified - FDA Regulatory Record,"Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 3 novel approval(s), 1 CRL(s) [approval rate 75.0%] | 30 original non-NME approval(s) | 88 label expansion(s)"
Corcept Therapeutics Incorporated,CORT,NASDAQ,US-LISTED,0,0,0,0,6,2,0,100.0,1,0,0,1,2,50.0,38.8,D,https://www.merlintrader.com/free-catalyst-calendar/,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2026,Verified - Deep-Dive Pipeline & FDA Record,"Pipeline progression: 2 advanced, 0 paused/on hold | FDA outcomes: 1 novel approval(s), 1 CRL(s) [approval rate 50.0%]"
Madrigal Pharmaceuticals,MDGL,NASDAQ,US-LISTED,1,1,0,0,4,1,0,100.0,1,0,0,0,1,100.0,38.3,D,https://www.madrigalpharma.com/pipeline/,https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/217785s000lbl.pdf,Verified - Deep-Dive Pipeline & FDA Record,"1 Phase 3 study(ies) completing 2026-2027 in CT.gov registry (1 active, 0 completed) | Pipeline progression: 1 advanced, 0 paused/on hold | FDA outcomes: 1 novel approval(s), 0 CRL(s) [approval rate 100.0%]"
Zymeworks Inc.,ZYME,NASDAQ,US-LISTED,0,0,0,0,1,0,0,,1,0,0,0,1,100.0,38.3,D,https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/761416s000lbl.pdf,https://open.fda.gov,Verified - FDA Regulatory Record,"Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 1 novel approval(s), 0 CRL(s) [approval rate 100.0%]"
Phathom Pharmaceuticals,PHAT,NASDAQ,US-LISTED,1,1,0,0,1,0,0,,1,3,0,1,2,50.0,36.3,D,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/215152s000lbl.pdf,https://open.fda.gov,Verified - Phase 3 Registry + FDA Outcomes,"1 Phase 3 study(ies) completing 2026-2027 in CT.gov registry (1 active, 0 completed) | Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 1 novel approval(s), 1 CRL(s) [approval rate 50.0%] | 3 original non-NME approval(s)"
Chelsea Therapeutics (acquired by Lundbeck 2014),CHTP,NASDAQ (delisted 2014),US-LISTED,0,0,0,0,1,0,0,,1,0,0,1,2,50.0,36.3,D,https://web.archive.org/web/20190207172014/https://www.fda.gov/Drugs/DevelopmentApprovalProcess/DrugInnovation/ucm429249.htm,https://open.fda.gov,Verified - FDA Regulatory Record,"Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 1 novel approval(s), 1 CRL(s) [approval rate 50.0%]"
"Sentynl Therapeutics (wholly owned by Zydus Lifesciences Ltd, India)",ZYDUSLIFE.NS,NSE,NON-US LISTING ONLY,0,0,0,0,1,0,0,,1,0,0,1,2,50.0,36.3,D,https://globalgenes.org/raredaily/fda-approves-sentynls-therapy-for-menkes-disease/,https://open.fda.gov,Verified - FDA Regulatory Record,"Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 1 novel approval(s), 1 CRL(s) [approval rate 50.0%]"
"Supernus Pharmaceuticals, Inc.",SUPN,NASDAQ,US-LISTED,0,0,0,0,1,0,0,,1,4,6,1,2,50.0,36.2,D,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2021,https://open.fda.gov,Verified - FDA Regulatory Record,"Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 1 novel approval(s), 1 CRL(s) [approval rate 50.0%] | 4 original non-NME approval(s) | 6 label expansion(s)"
Celcuity Inc.,CELC,NASDAQ,US-LISTED,1,1,0,0,1,0,0,,1,0,0,0,1,100.0,35.9,D,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2026,https://open.fda.gov,Verified - Phase 3 Registry + FDA Outcomes,"1 Phase 3 study(ies) completing 2026-2027 in CT.gov registry (1 active, 0 completed) | Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 1 novel approval(s), 0 CRL(s) [approval rate 100.0%]"
"Daiichi Sankyo Company, Limited",DSNKY,OTC ADR; primary TSE:4568,US-LISTED (ADR),0,0,0,0,4,0,0,,4,0,28,2,6,66.7,35.8,D,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/216993s000lbl.pdf,https://open.fda.gov,Verified - FDA Regulatory Record,"Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 4 novel approval(s), 2 CRL(s) [approval rate 66.7%] | 28 label expansion(s)"
