decision_id,year,application_number,drug_brand,drug_generic,company_name,corporate_lineage_and_ticker,decision_type,decision_date,chemical_type_code,chemical_type_description,review_priority,indication,regulatory_milestone,source_url_1,source_url_2,verification_status,notes
PRE1965-1955-01,1955,NDA 009660,NOLUDAR,METHYPRYLON,ROCHE (Drugs@FDA holder of record; approval-era applicant lineage not pinned; holder cross-checked against the full official Drugs@FDA database 2026-09),No ticker assigned: historical applicant and period listing require separate primary-source corporate resolution; no inference made.,APPROVAL (ORIGINAL NDA),1955-01-18,TYPE 1,Type 1 - New Molecular Entity,STANDARD,,Pre-1965 original approval (Drugs@FDA era begins 1939); indication and lineage are not asserted without an approval-era primary record.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=009660,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA009660%22,Payload-verified (live probe layer pending),"v26 (2026-09-21) added from the committed openFDA Drugs@FDA payload (data/raw/openfda_orig_decisions_1939_1964/decisions_1955.json, SHA-256 verified against the 2026-09-19 runner manifest). Payload: ORIG/AP 1955-01-18, TYPE 1, STANDARD, holder ROCHE, product NOLUDAR (METHYPRYLON 50MG/5ML; ELIXIR; ORAL; Discontinued). Ingredient screen: first appearance in the 1939-1964 payload universe (Drugs@FDA coverage before 1965 is incomplete: re-approval screen, not proof of first marketing). No ticker or indication asserted; the openFDA sponsor is the current Drugs@FDA holder of record, not asserted as the approval-era applicant."
PRE1965-1955-04,1955,NDA 009766,METICORTEN,PREDNISONE,SCHERING (Drugs@FDA holder of record; approval-era applicant lineage not pinned; holder cross-checked against the full official Drugs@FDA database 2026-09),No ticker assigned: historical applicant and period listing require separate primary-source corporate resolution; no inference made.,APPROVAL (ORIGINAL NDA),1955-02-21,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,,Pre-1965 original approval (Drugs@FDA era begins 1939); indication and lineage are not asserted without an approval-era primary record.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=009766,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA009766%22,Payload-verified (live probe layer pending),"v26 (2026-09-21) added from the committed openFDA Drugs@FDA payload (data/raw/openfda_orig_decisions_1939_1964/decisions_1955.json, SHA-256 verified against the 2026-09-19 runner manifest). Payload: ORIG/AP 1955-02-21, TYPE 1, PRIORITY, holder SCHERING, product METICORTEN (PREDNISONE 5MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**; TABLET; ORAL; Discontinued). Ingredient screen: first appearance in the 1939-1964 payload universe (Drugs@FDA coverage before 1965 is incomplete: re-approval screen, not proof of first marketing). No ticker or indication asserted; the openFDA sponsor is the current Drugs@FDA holder of record, not asserted as the approval-era applicant."
PRE1965-1955-05,1955,NDA 009435,NESACAINE-MPF,CHLOROPROCAINE HYDROCHLORIDE,FRESENIUS KABI USA (Drugs@FDA holder of record; approval-era applicant lineage not pinned; holder cross-checked against the full official Drugs@FDA database 2026-09),No ticker assigned: historical applicant and period listing require separate primary-source corporate resolution; no inference made.,APPROVAL (ORIGINAL NDA),1955-03-11,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,,Pre-1965 original approval (Drugs@FDA era begins 1939); indication and lineage are not asserted without an approval-era primary record.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=009435,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA009435%22,Payload-verified (live probe layer pending),"v26 (2026-09-21) added from the committed openFDA Drugs@FDA payload (data/raw/openfda_orig_decisions_1939_1964/decisions_1955.json, SHA-256 verified against the 2026-09-19 runner manifest). Payload: ORIG/AP 1955-03-11, TYPE 1, PRIORITY, holder FRESENIUS KABI USA, product NESACAINE-MPF (CHLOROPROCAINE HYDROCHLORIDE 3%; INJECTABLE; INJECTION; Prescription). Ingredient screen: first appearance in the 1939-1964 payload universe (Drugs@FDA coverage before 1965 is incomplete: re-approval screen, not proof of first marketing). No ticker or indication asserted; the openFDA sponsor is the current Drugs@FDA holder of record, not asserted as the approval-era applicant."
PRE1965-1955-06,1955,NDA 009750,VALMID,ETHINAMATE,DISTA (Drugs@FDA holder of record; approval-era applicant lineage not pinned; holder cross-checked against the full official Drugs@FDA database 2026-09),No ticker assigned: historical applicant and period listing require separate primary-source corporate resolution; no inference made.,APPROVAL (ORIGINAL NDA),1955-03-18,TYPE 1,Type 1 - New Molecular Entity,STANDARD,,Pre-1965 original approval (Drugs@FDA era begins 1939); indication and lineage are not asserted without an approval-era primary record.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=009750,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA009750%22,Payload-verified (live probe layer pending),"v26 (2026-09-21) added from the committed openFDA Drugs@FDA payload (data/raw/openfda_orig_decisions_1939_1964/decisions_1955.json, SHA-256 verified against the 2026-09-19 runner manifest). Payload: ORIG/AP 1955-03-18, TYPE 1, STANDARD, holder DISTA, product VALMID (ETHINAMATE 500MG; CAPSULE; ORAL; Discontinued). Ingredient screen: first appearance in the 1939-1964 payload universe (Drugs@FDA coverage before 1965 is incomplete: re-approval screen, not proof of first marketing). No ticker or indication asserted; the openFDA sponsor is the current Drugs@FDA holder of record, not asserted as the approval-era applicant."
PRE1965-1955-08,1955,NDA 009829,MESTINON,PYRIDOSTIGMINE BROMIDE,BAUSCH (Drugs@FDA holder of record; approval-era applicant lineage not pinned; holder cross-checked against the full official Drugs@FDA database 2026-09),No ticker assigned: historical applicant and period listing require separate primary-source corporate resolution; no inference made.,APPROVAL (ORIGINAL NDA),1955-04-06,TYPE 1,Type 1 - New Molecular Entity,STANDARD,,Pre-1965 original approval (Drugs@FDA era begins 1939); indication and lineage are not asserted without an approval-era primary record.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=009829,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA009829%22,Payload-verified (live probe layer pending),"v26 (2026-09-21) added from the committed openFDA Drugs@FDA payload (data/raw/openfda_orig_decisions_1939_1964/decisions_1955.json, SHA-256 verified against the 2026-09-19 runner manifest). Payload: ORIG/AP 1955-04-06, TYPE 1, STANDARD, holder BAUSCH, product MESTINON (PYRIDOSTIGMINE BROMIDE 60MG; TABLET; ORAL; Prescription). Ingredient screen: first appearance in the 1939-1964 payload universe (Drugs@FDA coverage before 1965 is incomplete: re-approval screen, not proof of first marketing). No ticker or indication asserted; the openFDA sponsor is the current Drugs@FDA holder of record, not asserted as the approval-era applicant."
PRE1965-1955-09,1955,NDA 009768,PLAQUENIL,HYDROXYCHLOROQUINE SULFATE,ADVANZ PHARMA (Drugs@FDA holder of record; approval-era applicant lineage not pinned; holder cross-checked against the full official Drugs@FDA database 2026-09),No ticker assigned: historical applicant and period listing require separate primary-source corporate resolution; no inference made.,APPROVAL (ORIGINAL NDA),1955-04-18,TYPE 1,Type 1 - New Molecular Entity,STANDARD,,Pre-1965 original approval (Drugs@FDA era begins 1939); indication and lineage are not asserted without an approval-era primary record.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=009768,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA009768%22,Payload-verified (live probe layer pending),"v26 (2026-09-21) added from the committed openFDA Drugs@FDA payload (data/raw/openfda_orig_decisions_1939_1964/decisions_1955.json, SHA-256 verified against the 2026-09-19 runner manifest). Payload: ORIG/AP 1955-04-18, TYPE 1, STANDARD, holder ADVANZ PHARMA, product PLAQUENIL (HYDROXYCHLOROQUINE SULFATE 200MG; TABLET; ORAL; Prescription). Ingredient screen: first appearance in the 1939-1964 payload universe (Drugs@FDA coverage before 1965 is incomplete: re-approval screen, not proof of first marketing). No ticker or indication asserted; the openFDA sponsor is the current Drugs@FDA holder of record, not asserted as the approval-era applicant."
PRE1965-1955-16,1955,NDA 009987,DELTA-CORTEF,PREDNISOLONE,PHARMACIA AND UPJOHN (Drugs@FDA holder of record; approval-era applicant lineage not pinned; holder cross-checked against the full official Drugs@FDA database 2026-09),No ticker assigned: historical applicant and period listing require separate primary-source corporate resolution; no inference made.,APPROVAL (ORIGINAL NDA),1955-06-21,TYPE 1,Type 1 - New Molecular Entity,STANDARD,,Pre-1965 original approval (Drugs@FDA era begins 1939); indication and lineage are not asserted without an approval-era primary record.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=009987,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA009987%22,Payload-verified (live probe layer pending),"v26 (2026-09-21) added from the committed openFDA Drugs@FDA payload (data/raw/openfda_orig_decisions_1939_1964/decisions_1955.json, SHA-256 verified against the 2026-09-19 runner manifest). Payload: ORIG/AP 1955-06-21, TYPE 1, STANDARD, holder PHARMACIA AND UPJOHN, product DELTA-CORTEF (PREDNISOLONE 5MG; TABLET; ORAL; Discontinued). Ingredient screen: first appearance in the 1939-1964 payload universe (Drugs@FDA coverage before 1965 is incomplete: re-approval screen, not proof of first marketing). No ticker or indication asserted; the openFDA sponsor is the current Drugs@FDA holder of record, not asserted as the approval-era applicant."
PRE1965-1955-18,1955,NDA 010028,EQUANIL,MEPROBAMATE,WYETH AYERST (Drugs@FDA holder of record; approval-era applicant lineage not pinned; holder cross-checked against the full official Drugs@FDA database 2026-09),No ticker assigned: historical applicant and period listing require separate primary-source corporate resolution; no inference made.,APPROVAL (ORIGINAL NDA),1955-07-26,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,,Pre-1965 original approval (Drugs@FDA era begins 1939); indication and lineage are not asserted without an approval-era primary record.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=010028,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA010028%22,Payload-verified (live probe layer pending); re-screening flag (see ingredient_screen),"v26 (2026-09-21) added from the committed openFDA Drugs@FDA payload (data/raw/openfda_orig_decisions_1939_1964/decisions_1955.json, SHA-256 verified against the 2026-09-19 runner manifest). Payload: ORIG/AP 1955-07-26, TYPE 1, PRIORITY, holder WYETH AYERST, product EQUANIL (MEPROBAMATE 400MG; TABLET; ORAL; Discontinued). Ingredient screen: FLAG-RESCREEN: MEPROBAMATE first seen 1955-04-28 on NDA009698 - ingredient already appears on an earlier row of the 1939-1964 payload universe (sibling pair or re-approval of a marketed ingredient). Flagged for review; the row is kept verbatim and excluded only from the counted-once statistic. Drugs@FDA pre-1965 coverage is incomplete, so an earlier marketing may also simply be absent from the payloads.. No ticker or indication asserted; the openFDA sponsor is the current Drugs@FDA holder of record, not asserted as the approval-era applicant. FLAG-RESCREEN: MEPROBAMATE first seen 1955-04-28 on NDA009698 - ingredient already appears on an earlier row of the 1939-1964 payload universe (sibling pair or re-approval of a marketed ingredient). Flagged for review; the row is kept verbatim and excluded only from the counted-once statistic. Drugs@FDA pre-1965 coverage is incomplete, so an earlier marketing may also simply be absent from the payloads."
PRE1965-1955-19,1955,NDA 009818,KEMADRIN,PROCYCLIDINE,MONARCH PHARMS (Drugs@FDA holder of record; approval-era applicant lineage not pinned; holder cross-checked against the full official Drugs@FDA database 2026-09),No ticker assigned: historical applicant and period listing require separate primary-source corporate resolution; no inference made.,APPROVAL (ORIGINAL NDA),1955-07-27,TYPE 1,Type 1 - New Molecular Entity,STANDARD,,Pre-1965 original approval (Drugs@FDA era begins 1939); indication and lineage are not asserted without an approval-era primary record.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=009818,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA009818%22,Payload-verified (live probe layer pending),"v26 (2026-09-21) added from the committed openFDA Drugs@FDA payload (data/raw/openfda_orig_decisions_1939_1964/decisions_1955.json, SHA-256 verified against the 2026-09-19 runner manifest). Payload: ORIG/AP 1955-07-27, TYPE 1, STANDARD, holder MONARCH PHARMS, product KEMADRIN (PROCYCLIDINE HYDROCHLORIDE 2MG; TABLET; ORAL; Discontinued). Ingredient screen: first appearance in the 1939-1964 payload universe (Drugs@FDA coverage before 1965 is incomplete: re-approval screen, not proof of first marketing). No ticker or indication asserted; the openFDA sponsor is the current Drugs@FDA holder of record, not asserted as the approval-era applicant."
PRE1965-1956-03,1956,NDA 010251,INVERSINE,MECAMYLAMINE,TARGACEPT (Drugs@FDA holder of record; approval-era applicant lineage not pinned; holder cross-checked against the full official Drugs@FDA database 2026-09),No ticker assigned: historical applicant and period listing require separate primary-source corporate resolution; no inference made.,APPROVAL (ORIGINAL NDA),1956-03-01,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,,Pre-1965 original approval (Drugs@FDA era begins 1939); indication and lineage are not asserted without an approval-era primary record.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=010251,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA010251%22,Payload-verified (live probe layer pending),"v26 (2026-09-21) added from the committed openFDA Drugs@FDA payload (data/raw/openfda_orig_decisions_1939_1964/decisions_1956.json, SHA-256 verified against the 2026-09-19 runner manifest). Payload: ORIG/AP 1956-03-01, TYPE 1, PRIORITY, holder TARGACEPT, product INVERSINE (MECAMYLAMINE HYDROCHLORIDE 2.5MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**; TABLET; ORAL; Discontinued). Ingredient screen: first appearance in the 1939-1964 payload universe (Drugs@FDA coverage before 1965 is incomplete: re-approval screen, not proof of first marketing). No ticker or indication asserted; the openFDA sponsor is the current Drugs@FDA holder of record, not asserted as the approval-era applicant."
