company_name,ticker,drug_name,recent_clinical_trial_result,fda_decision,fda_decision_date,fda_decision_type,stock_pricing_before,stock_pricing_after,pct_change_on_decision,stock_price_t1,pct_change_t1,stock_pricing_summary,company_success_rate_summary,company_score,company_score_grade,company_success_rate_pct,total_drugs_in_profile,approved_drugs,phase3_programs,paused_or_hold,advanced_to_next_phase,review_pathway,indication,fda_source_url,secondary_source_url,verification_status,us_investable_class,notes
GlaxoSmithKline LLC,GSK,Exdensur,See FDA CRL letter - indication in application,Complete Response Letter (Rejection) on 2025-12-16 for Exdensur (See FDA CRL letter - indication in application) - Pathway: Not stated,2025-12-16,Complete Response Letter (Rejection),47.27,49.24,4.17,,,Before: 47.27 on 2025-12-09 -> After: 49.24 on 2025-12-16 (4.17%); T+1: N/A (N/A%),"Score: 60.2 Grade: C Success Rate: 94.7% - Profile: 33 total, 124 approved, 2 Phase3, 0 paused, 0 advanced",60.2,C,94.7,33,124,2,0,0,,See FDA CRL letter - indication in application,"https://api.fda.gov/transparency/crl.json?search=company_name:""GlaxoSmithKline LLC""",https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761458,Verified - openFDA CRL transparency API,US-LISTED,"Decision engine analysis row: GlaxoSmithKline LLC Exdensur Complete Response Letter (Rejection) 2025-12-16. Trial result: See FDA CRL letter - indication in application. Stock: Before: 47.27 on 2025-12-09 -> After: 49.24 on 2025-12-16 (4.17%); T+1: N/A (N/A%). Score: Score: 60.2 Grade: C Success Rate: 94.7% - Profile: 33 total, 124 approved, 2 Phase3, 0 paused, 0 ad. Sources: https://api.fda.gov/transparency/crl.json?search=company_name:""GlaxoSmithKline LLC"" + https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761458"
Innoviva Specialty Therapeutics (Innoviva Inc.),INVA,Nuzolvence (zoliflodacin),Uncomplicated urogenital gonorrhea,Approval on 2025-12-12 for Nuzolvence (zoliflodacin) (Uncomplicated urogenital gonorrhea) - Pathway: Priority,2025-12-12,Approval,20.62,20.63,0.05,20.14,-2.33,Before: 20.62 on 2025-12-11 -> After: 20.63 on 2025-12-12 (0.05%); T+1: 20.14 (-2.33%),"Score: 54.4 Grade: C Success Rate: 100.0% - Profile: 4 total, 5 approved, 1 Phase3, 0 paused, 0 advanced",54.4,C,100.0,4,5,1,0,0,Priority,Uncomplicated urogenital gonorrhea,https://investor.inva.com/news-releases/news-release-details/us-fda-approves-nuzolvencer-zoliflodacin-first-class-single-dose,https://gardp.org/portfolio/zoliflodacin/,Verified,US-LISTED,"Decision engine analysis row: Innoviva Specialty Therapeutics (Innoviva Inc.) Nuzolvence (zoliflodacin) Approval 2025-12-12. Trial result: Uncomplicated urogenital gonorrhea. Stock: Before: 20.62 on 2025-12-11 -> After: 20.63 on 2025-12-12 (0.05%); T+1: 20.14 (-2.33%). Score: Score: 54.4 Grade: C Success Rate: 100.0% - Profile: 4 total, 5 approved, 1 Phase3, 0 paused, 0 adva. Sources: https://investor.inva.com/news-releases/news-release-details/us-fda-approves-nuzolvencer-zoliflodacin-first-class-single-dose + https://gardp.org/portfolio/zoliflodacin/"
LIB Therapeutics (private),NO_TICKER,Lerochol (lerodalcibep-liga),Hypercholesterolemia (incl. HeFH),Approval on 2025-12-12 for Lerochol (lerodalcibep-liga) (Hypercholesterolemia (incl. HeFH)) - Pathway: Standard,2025-12-12,Approval,,,,,,Before: N/A on N/A -> After: N/A on 2025-12-12 (N/A%); T+1: N/A (N/A%),"Score: N/A Grade: N/A Success Rate: N/A% - Profile: N/A total, N/A approved, 0 Phase3, 0 paused, 0 advanced",,,,,,,,,Standard,Hypercholesterolemia (incl. HeFH),https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2025,https://www.drugs.com/pro/lerochol.html,Verified - no public ticker,PRIVATE / NO EQUITY,"Decision engine analysis row: LIB Therapeutics (private) Lerochol (lerodalcibep-liga) Approval 2025-12-12. Trial result: Hypercholesterolemia (incl. HeFH). Stock: Before: N/A on N/A -> After: N/A on 2025-12-12 (N/A%); T+1: N/A (N/A%). Score: Score: N/A Grade: N/A Success Rate: N/A% - Profile: N/A total, N/A approved, 0 Phase3, 0 paused, 0 a. Sources: https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2025 + https://www.drugs.com/pro/lerochol.html"
Milestone Pharmaceuticals,MIST,Cardamyst (etripamil),Paroxysmal supraventricular tachycardia,Approval on 2025-12-12 for Cardamyst (etripamil) (Paroxysmal supraventricular tachycardia) - Pathway: Standard,2025-12-12,Approval,2.68,2.95,10.07,,,Before: 2.68 on 2025-12-05 -> After: 2.95 on 2025-12-12 (10.07%); T+1: N/A (N/A%),"Score: 17.9 Grade: E Success Rate: 50.0% - Profile: 1 total, 1 approved, 1 Phase3, 0 paused, 0 advanced",17.9,E,50.0,1,1,1,0,0,Standard,Paroxysmal supraventricular tachycardia,https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/218571s000lbl.pdf,https://www.nasdaq.com/articles/fda-approves-milestone-pharma-cardamyst-first-self-administered-treatment-psvt,Verified,US-LISTED,"Decision engine analysis row: Milestone Pharmaceuticals Cardamyst (etripamil) Approval 2025-12-12. Trial result: Paroxysmal supraventricular tachycardia. Stock: Before: 2.68 on 2025-12-05 -> After: 2.95 on 2025-12-12 (10.07%); T+1: N/A (N/A%). Score: Score: 17.9 Grade: E Success Rate: 50.0% - Profile: 1 total, 1 approved, 1 Phase3, 0 paused, 0 advan. Sources: https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/218571s000lbl.pdf + https://www.nasdaq.com/articles/fda-approves-milestone-pharma-cardamyst-first-self-administered-treatment-psvt"
"LIB Therapeutics, Inc.",,See FDA letter,See FDA CRL letter - indication in application,Complete Response Letter (Rejection) on 2025-12-12 for See FDA letter (See FDA CRL letter - indication in application) - Pathway: Not stated,2025-12-12,Complete Response Letter (Rejection),,,,,,Before: N/A on N/A -> After: N/A on 2025-12-12 (N/A%); T+1: N/A (N/A%),"Score: 10.8 Grade: E Success Rate: N/A% - Profile: N/A total, N/A approved, 0 Phase3, 0 paused, 0 advanced",10.8,E,,,,,,,,See FDA CRL letter - indication in application,"https://api.fda.gov/transparency/crl.json?search=company_name:""LIB Therapeutics, Inc.""",https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761427,Verified - FLAGGED (sponsor/equity not yet resolved),,"Decision engine analysis row: LIB Therapeutics, Inc. See FDA letter Complete Response Letter (Rejection) 2025-12-12. Trial result: See FDA CRL letter - indication in application. Stock: Before: N/A on N/A -> After: N/A on 2025-12-12 (N/A%); T+1: N/A (N/A%). Score: Score: 10.8 Grade: E Success Rate: N/A% - Profile: N/A total, N/A approved, 0 Phase3, 0 paused, 0 ad. Sources: https://api.fda.gov/transparency/crl.json?search=company_name:""LIB Therapeutics, Inc."" + https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761427"
Sandoz Inc.,,See FDA letter,See FDA CRL letter - indication in application,Complete Response Letter (Rejection) on 2025-12-09 for See FDA letter (See FDA CRL letter - indication in application) - Pathway: Not stated,2025-12-09,Complete Response Letter (Rejection),,,,,,Before: N/A on N/A -> After: N/A on 2025-12-09 (N/A%); T+1: N/A (N/A%),"Score: 21.6 Grade: E Success Rate: N/A% - Profile: N/A total, N/A approved, 0 Phase3, 0 paused, 0 advanced",21.6,E,,,,,,,,See FDA CRL letter - indication in application,"https://api.fda.gov/transparency/crl.json?search=company_name:""Sandoz Inc.""",https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761271,Verified - FLAGGED (sponsor/equity not yet resolved),,"Decision engine analysis row: Sandoz Inc. See FDA letter Complete Response Letter (Rejection) 2025-12-09. Trial result: See FDA CRL letter - indication in application. Stock: Before: N/A on N/A -> After: N/A on 2025-12-09 (N/A%); T+1: N/A (N/A%). Score: Score: 21.6 Grade: E Success Rate: N/A% - Profile: N/A total, N/A approved, 0 Phase3, 0 paused, 0 ad. Sources: https://api.fda.gov/transparency/crl.json?search=company_name:""Sandoz Inc."" + https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761271"
Alvotech USA Inc.,ALVO,See FDA letter,See FDA CRL letter - indication in application,Complete Response Letter (Rejection) on 2025-11-26 for See FDA letter (See FDA CRL letter - indication in application) - Pathway: Not stated,2025-11-26,Complete Response Letter (Rejection),5.34,5.15,-3.56,5.1,-4.49,Before: 5.34 on 2025-11-25 -> After: 5.15 on 2025-11-26 (-3.56%); T+1: 5.1 (-4.49%),"Score: 26.9 Grade: E Success Rate: N/A% - Profile: N/A total, N/A approved, 0 Phase3, 0 paused, 0 advanced",26.9,E,,,,,,,,See FDA CRL letter - indication in application,"https://api.fda.gov/transparency/crl.json?search=company_name:""Alvotech USA Inc.""",https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761461,Verified - openFDA CRL transparency API,,"Decision engine analysis row: Alvotech USA Inc. See FDA letter Complete Response Letter (Rejection) 2025-11-26. Trial result: See FDA CRL letter - indication in application. Stock: Before: 5.34 on 2025-11-25 -> After: 5.15 on 2025-11-26 (-3.56%); T+1: 5.1 (-4.49%). Score: Score: 26.9 Grade: E Success Rate: N/A% - Profile: N/A total, N/A approved, 0 Phase3, 0 paused, 0 ad. Sources: https://api.fda.gov/transparency/crl.json?search=company_name:""Alvotech USA Inc."" + https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761461"
Otsuka Holdings (parent) / Visterra (private US subsidiary),4578.T,Voyxact (sibeprenlimab-szsi),IgA nephropathy (proteinuria reduction),Approval on 2025-11-25 for Voyxact (sibeprenlimab-szsi) (IgA nephropathy (proteinuria reduction)) - Pathway: Priority; Accelerated,2025-11-25,Approval,,,,,,Before: N/A on N/A -> After: N/A on 2025-11-25 (N/A%); T+1: N/A (N/A%),"Score: 46.7 Grade: D Success Rate: 80.0% - Profile: 4 total, 4 approved, 1 Phase3, 0 paused, 0 advanced",46.7,D,80.0,4,4,1,0,0,Priority; Accelerated,IgA nephropathy (proteinuria reduction),https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/219434s000lbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2025,Verified - foreign parent listing only,NON-US LISTING ONLY,"Decision engine analysis row: Otsuka Holdings (parent) / Visterra (private US subsidiary) Voyxact (sibeprenlimab-szsi) Approval 2025-11-25. Trial result: IgA nephropathy (proteinuria reduction). Stock: Before: N/A on N/A -> After: N/A on 2025-11-25 (N/A%); T+1: N/A (N/A%). Score: Score: 46.7 Grade: D Success Rate: 80.0% - Profile: 4 total, 4 approved, 1 Phase3, 0 paused, 0 advan. Sources: https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/219434s000lbl.pdf + https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2025"
Alvotech USA Inc.,ALVO,See FDA letter,See FDA CRL letter - indication in application,Complete Response Letter (Rejection) on 2025-11-24 for See FDA letter (See FDA CRL letter - indication in application) - Pathway: Not stated,2025-11-24,Complete Response Letter (Rejection),5.14,5.47,6.42,5.34,3.89,Before: 5.14 on 2025-11-21 -> After: 5.47 on 2025-11-24 (6.42%); T+1: 5.34 (3.89%),"Score: 26.9 Grade: E Success Rate: N/A% - Profile: N/A total, N/A approved, 0 Phase3, 0 paused, 0 advanced",26.9,E,,,,,,,,See FDA CRL letter - indication in application,"https://api.fda.gov/transparency/crl.json?search=company_name:""Alvotech USA Inc.""",https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761435,Verified - openFDA CRL transparency API,,"Decision engine analysis row: Alvotech USA Inc. See FDA letter Complete Response Letter (Rejection) 2025-11-24. Trial result: See FDA CRL letter - indication in application. Stock: Before: 5.14 on 2025-11-21 -> After: 5.47 on 2025-11-24 (6.42%); T+1: 5.34 (3.89%). Score: Score: 26.9 Grade: E Success Rate: N/A% - Profile: N/A total, N/A approved, 0 Phase3, 0 paused, 0 ad. Sources: https://api.fda.gov/transparency/crl.json?search=company_name:""Alvotech USA Inc."" + https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761435"
Bayer AG,BAYRY,Hyrnuo (sevabertinib),HER2-mutated non-squamous NSCLC,Approval (Accelerated) on 2025-11-19 for Hyrnuo (sevabertinib) (HER2-mutated non-squamous NSCLC) - Pathway: Priority; Accelerated,2025-11-19,Approval (Accelerated),7.91,7.77,-1.77,7.68,-2.91,Before: 7.91 on 2025-11-18 -> After: 7.77 on 2025-11-19 (-1.77%); T+1: 7.68 (-2.91%),"Score: 59.2 Grade: C Success Rate: 95.0% - Profile: 16 total, 74 approved, 3 Phase3, 0 paused, 0 advanced",59.2,C,95.0,16,74,3,0,0,Priority; Accelerated,HER2-mutated non-squamous NSCLC,https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/219972s000lblCorrected.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2025,Verified,US-LISTED (ADR),"Decision engine analysis row: Bayer AG Hyrnuo (sevabertinib) Approval (Accelerated) 2025-11-19. Trial result: HER2-mutated non-squamous NSCLC. Stock: Before: 7.91 on 2025-11-18 -> After: 7.77 on 2025-11-19 (-1.77%); T+1: 7.68 (-2.91%). Score: Score: 59.2 Grade: C Success Rate: 95.0% - Profile: 16 total, 74 approved, 3 Phase3, 0 paused, 0 adv. Sources: https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/219972s000lblCorrected.pdf + https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2025"
Arrowhead Pharmaceuticals,ARWR,Redemplo (plozasiran),Familial chylomicronemia syndrome,Approval on 2025-11-18 for Redemplo (plozasiran) (Familial chylomicronemia syndrome) - Pathway: Standard,2025-11-18,Approval,41.5,40.15,-3.25,,,Before: 41.5 on 2025-11-11 -> After: 40.15 on 2025-11-18 (-3.25%); T+1: N/A (N/A%),"Score: 29.9 Grade: E Success Rate: 100.0% - Profile: 1 total, 1 approved, 1 Phase3, 0 paused, 0 advanced",29.9,E,100.0,1,1,1,0,0,Standard,Familial chylomicronemia syndrome,https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/219947s000lbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2025,Verified,US-LISTED,"Decision engine analysis row: Arrowhead Pharmaceuticals Redemplo (plozasiran) Approval 2025-11-18. Trial result: Familial chylomicronemia syndrome. Stock: Before: 41.5 on 2025-11-11 -> After: 40.15 on 2025-11-18 (-3.25%); T+1: N/A (N/A%). Score: Score: 29.9 Grade: E Success Rate: 100.0% - Profile: 1 total, 1 approved, 1 Phase3, 0 paused, 0 adva. Sources: https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/219947s000lbl.pdf + https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2025"
Kura Oncology,KURA,Komzifti (ziftomenib),Relapsed/refractory NPM1-mutated AML,Approval on 2025-11-13 for Komzifti (ziftomenib) (Relapsed/refractory NPM1-mutated AML) - Pathway: Priority,2025-11-13,Approval,,10.16,,,,Before: N/A on 2025-11-06 -> After: 10.16 on 2025-11-13 (N/A%); T+1: N/A (N/A%),"Score: 64.5 Grade: C Success Rate: 100.0% - Profile: 1 total, 2 approved, 0 Phase3, 0 paused, 0 advanced",64.5,C,100.0,1,2,0,0,0,Priority,Relapsed/refractory NPM1-mutated AML,https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/220305s000lbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2025,Verified,US-LISTED,"Decision engine analysis row: Kura Oncology Komzifti (ziftomenib) Approval 2025-11-13. Trial result: Relapsed/refractory NPM1-mutated AML. Stock: Before: N/A on 2025-11-06 -> After: 10.16 on 2025-11-13 (N/A%); T+1: N/A (N/A%). Score: Score: 64.5 Grade: C Success Rate: 100.0% - Profile: 1 total, 2 approved, 0 Phase3, 0 paused, 0 adva. Sources: https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/220305s000lbl.pdf + https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2025"
Accord Healthcare Inc.,,See FDA letter,See FDA CRL letter - indication in application,Complete Response Letter (Rejection) on 2025-11-06 for See FDA letter (See FDA CRL letter - indication in application) - Pathway: Not stated,2025-11-06,Complete Response Letter (Rejection),,,,,,Before: N/A on N/A -> After: N/A on 2025-11-06 (N/A%); T+1: N/A (N/A%),"Score: 30.3 Grade: E Success Rate: N/A% - Profile: N/A total, N/A approved, 0 Phase3, 0 paused, 0 advanced",30.3,E,,,,,,,,See FDA CRL letter - indication in application,"https://api.fda.gov/transparency/crl.json?search=company_name:""Accord Healthcare Inc.""",https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=216987,Verified - FLAGGED (sponsor/equity not yet resolved),,"Decision engine analysis row: Accord Healthcare Inc. See FDA letter Complete Response Letter (Rejection) 2025-11-06. Trial result: See FDA CRL letter - indication in application. Stock: Before: N/A on N/A -> After: N/A on 2025-11-06 (N/A%); T+1: N/A (N/A%). Score: Score: 30.3 Grade: E Success Rate: N/A% - Profile: N/A total, N/A approved, 0 Phase3, 0 paused, 0 ad. Sources: https://api.fda.gov/transparency/crl.json?search=company_name:""Accord Healthcare Inc."" + https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=216987"
Biohaven Ltd.,BHVN,See FDA letter,See FDA CRL letter - indication in application,Complete Response Letter (Rejection) on 2025-11-04 for See FDA letter (See FDA CRL letter - indication in application) - Pathway: Not stated,2025-11-04,Complete Response Letter (Rejection),14.85,13.95,-6.06,8.34,-43.84,Before: 14.85 on 2025-11-03 -> After: 13.95 on 2025-11-04 (-6.06%); T+1: 8.34 (-43.84%),"Score: 26.2 Grade: E Success Rate: 50.0% - Profile: 1 total, 1 approved, 2 Phase3, 0 paused, 0 advanced",26.2,E,50.0,1,1,2,0,0,,See FDA CRL letter - indication in application,"https://api.fda.gov/transparency/crl.json?search=company_name:""Biohaven Therapeutics, Ltd.""",https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=210862,Verified - openFDA CRL transparency API,US-LISTED,"Decision engine analysis row: Biohaven Ltd. See FDA letter Complete Response Letter (Rejection) 2025-11-04. Trial result: See FDA CRL letter - indication in application. Stock: Before: 14.85 on 2025-11-03 -> After: 13.95 on 2025-11-04 (-6.06%); T+1: 8.34 (-43.84%). Score: Score: 26.2 Grade: E Success Rate: 50.0% - Profile: 1 total, 1 approved, 2 Phase3, 0 paused, 0 advan. Sources: https://api.fda.gov/transparency/crl.json?search=company_name:""Biohaven Therapeutics, Ltd."" + https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=210862"
UCB S.A.,UCB.BR,Kygevvi (doxecitine and doxribtimine),Thymidine kinase 2 deficiency,Approval on 2025-11-03 for Kygevvi (doxecitine and doxribtimine) (Thymidine kinase 2 deficiency) - Pathway: Priority,2025-11-03,Approval,,,,,,Before: N/A on N/A -> After: N/A on 2025-11-03 (N/A%); T+1: N/A (N/A%),"Score: 69.6 Grade: B Success Rate: 100.0% - Profile: 4 total, 4 approved, 6 Phase3, 0 paused, 0 advanced",69.6,B,100.0,4,4,6,0,0,Priority,Thymidine kinase 2 deficiency,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2025,https://www.neurologylive.com/view/fda-approves-doxecitine-doxribtimine-combination-therapy-first-treatment-thymidine-kinase-2-deficiency,Verified - foreign listing only,NON-US LISTING ONLY,"Decision engine analysis row: UCB S.A. Kygevvi (doxecitine and doxribtimine) Approval 2025-11-03. Trial result: Thymidine kinase 2 deficiency. Stock: Before: N/A on N/A -> After: N/A on 2025-11-03 (N/A%); T+1: N/A (N/A%). Score: Score: 69.6 Grade: B Success Rate: 100.0% - Profile: 4 total, 4 approved, 6 Phase3, 0 paused, 0 adva. Sources: https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2025 + https://www.neurologylive.com/view/fda-approves-doxecitine-doxribtimine-combination-therapy-first-treatment-thymidine-kinase-2-deficiency"
Alvotech USA Inc.,ALVO,See FDA letter,See FDA CRL letter - indication in application,Complete Response Letter (Rejection) on 2025-10-31 for See FDA letter (See FDA CRL letter - indication in application) - Pathway: Not stated,2025-10-31,Complete Response Letter (Rejection),7.84,7.65,-2.42,5.03,-35.84,Before: 7.84 on 2025-10-30 -> After: 7.65 on 2025-10-31 (-2.42%); T+1: 5.03 (-35.84%),"Score: 26.9 Grade: E Success Rate: N/A% - Profile: N/A total, N/A approved, 0 Phase3, 0 paused, 0 advanced",26.9,E,,,,,,,,See FDA CRL letter - indication in application,"https://api.fda.gov/transparency/crl.json?search=company_name:""Alvotech USA Inc.""",https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761462,Verified - openFDA CRL transparency API,,"Decision engine analysis row: Alvotech USA Inc. See FDA letter Complete Response Letter (Rejection) 2025-10-31. Trial result: See FDA CRL letter - indication in application. Stock: Before: 7.84 on 2025-10-30 -> After: 7.65 on 2025-10-31 (-2.42%); T+1: 5.03 (-35.84%). Score: Score: 26.9 Grade: E Success Rate: N/A% - Profile: N/A total, N/A approved, 0 Phase3, 0 paused, 0 ad. Sources: https://api.fda.gov/transparency/crl.json?search=company_name:""Alvotech USA Inc."" + https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761462"
