crl_row_id,master_crl_id,master_link_status,curated_candidate_ids,duplicate_letter_same_app_same_date,raw_file_name,company_name_verbatim,application_number_verbatim,application_number_normalised,application_kind,letter_date,letter_year,letter_type_verbatim,fda_approval_status_verbatim,later_original_approval_actions_observed,first_later_original_action_date,days_letter_to_first_later_original_action,later_any_approval_actions_observed,first_later_any_action_date,later_original_action_sources,later_any_action_types,conflict_flag,fda_application_url,replay_query_url,dataset_last_updated,evidence_source_files,verification_status,notes
CR-NDA219107-20260721,CR-NDA219107-20260721,JOINED,,FALSE,CRL_NDA219107_20260721.pdf,Apiject Systems Corp.,NDA 219107,NDA219107,NDA,2026-07-21,2026,COMPLETE RESPONSE,Unapproved,0,,,0,,,,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=NDA219107,https://api.fda.gov/transparency/crl.json?search=file_name%3A%22CRL_NDA219107_20260721.pdf%22+AND+letter_date%3A%2207%2F21%2F2026%22,2026-08-13,data/raw/probe/crl_page1.json|data/raw/openfda_approvals_2000_2010/*.json|data/raw/openfda_orig_decisions_2011_2026/decisions_*.json|data/raw/openfda_efficacy_supplements/suppl_*.json,Verified (verbatim FDA CRL record; approval actions observed in committed FDA payloads),"v23 2026-09-20: FDA's own approval_status field is published verbatim and is not reinterpreted. 'Observed' means an approval action with a later status date exists for the same application number inside the committed payload coverage; absence of an observed action is NOT evidence that the application failed. conflict_flag=NONE; the flag is raised for human review, never resolved by preference."
CR-BLA761308-20260709,CR-BLA761308-20260709,JOINED,,FALSE,CRL_BLA761308_20260709_Redacted.pdf,"Jiangsu Hengrui Pharmaceuticals Co., Ltd.",BLA 761308,BLA761308,BLA,2026-07-09,2026,COMPLETE RESPONSE,Unapproved,0,,,0,,,,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=BLA761308,https://api.fda.gov/transparency/crl.json?search=file_name%3A%22CRL_BLA761308_20260709_Redacted.pdf%22+AND+letter_date%3A%2207%2F09%2F2026%22,2026-08-13,data/raw/probe/crl_page1.json|data/raw/openfda_approvals_2000_2010/*.json|data/raw/openfda_orig_decisions_2011_2026/decisions_*.json|data/raw/openfda_efficacy_supplements/suppl_*.json,Verified (verbatim FDA CRL record; approval actions observed in committed FDA payloads),"v23 2026-09-20: FDA's own approval_status field is published verbatim and is not reinterpreted. 'Observed' means an approval action with a later status date exists for the same application number inside the committed payload coverage; absence of an observed action is NOT evidence that the application failed. conflict_flag=NONE; the flag is raised for human review, never resolved by preference."
CR-NDA215151-20230207,CR-NDA215151-20230207,JOINED,,FALSE,215151_2024_Orig1s000OtherActionLtrs.pdf,"Phathom Pharmaceuticals, Inc.",NDA 215151,NDA215151,NDA,2023-02-07,2023,COMPLETE RESPONSE,Approved,1,2023-11-01,267,1,2023-11-01,openfda_orig_decisions_2011_2026,2023-11-01 ORIG,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=NDA215151,https://api.fda.gov/transparency/crl.json?search=file_name%3A%22215151_2024_Orig1s000OtherActionLtrs.pdf%22+AND+letter_date%3A%2202%2F07%2F2023%22,2026-08-13,data/raw/probe/crl_page1.json|data/raw/openfda_approvals_2000_2010/*.json|data/raw/openfda_orig_decisions_2011_2026/decisions_*.json|data/raw/openfda_efficacy_supplements/suppl_*.json,Verified (verbatim FDA CRL record; approval actions observed in committed FDA payloads),"v23 2026-09-20: FDA's own approval_status field is published verbatim and is not reinterpreted. 'Observed' means an approval action with a later status date exists for the same application number inside the committed payload coverage; absence of an observed action is NOT evidence that the application failed. conflict_flag=NONE; the flag is raised for human review, never resolved by preference."
CR-BLA761166-20210312,CR-BLA761166-20210312,JOINED,,FALSE,761166_2021_Orig1s000OtherActionLtrs.pdf,PharmaEssentia Corporation,BLA 761166,BLA761166,BLA,2021-03-12,2021,COMPLETE RESPONSE,Approved,1,2021-11-12,245,2,2021-11-12,openfda_orig_decisions_2011_2026,2021-11-12 ORIG; 2026-08-28 SUPPL,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=BLA761166,https://api.fda.gov/transparency/crl.json?search=file_name%3A%22761166_2021_Orig1s000OtherActionLtrs.pdf%22+AND+letter_date%3A%2203%2F12%2F2021%22,2026-08-13,data/raw/probe/crl_page1.json|data/raw/openfda_approvals_2000_2010/*.json|data/raw/openfda_orig_decisions_2011_2026/decisions_*.json|data/raw/openfda_efficacy_supplements/suppl_*.json,Verified (verbatim FDA CRL record; approval actions observed in committed FDA payloads),"v23 2026-09-20: FDA's own approval_status field is published verbatim and is not reinterpreted. 'Observed' means an approval action with a later status date exists for the same application number inside the committed payload coverage; absence of an observed action is NOT evidence that the application failed. conflict_flag=NONE; the flag is raised for human review, never resolved by preference."
CR-NDA209388-20190401,CR-NDA209388-20190401,JOINED,,FALSE,209388_2021_Orig1s000OtherActionLtrs.pdf,"Evoke Pharma, Inc.",NDA 209388,NDA209388,NDA,2019-04-01,2019,COMPLETE RESPONSE,Approved,1,2020-06-19,445,1,2020-06-19,openfda_orig_decisions_2011_2026,2020-06-19 ORIG,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=NDA209388,https://api.fda.gov/transparency/crl.json?search=file_name%3A%22209388_2021_Orig1s000OtherActionLtrs.pdf%22+AND+letter_date%3A%2204%2F01%2F2019%22,2026-08-13,data/raw/probe/crl_page1.json|data/raw/openfda_approvals_2000_2010/*.json|data/raw/openfda_orig_decisions_2011_2026/decisions_*.json|data/raw/openfda_efficacy_supplements/suppl_*.json,Verified (verbatim FDA CRL record; approval actions observed in committed FDA payloads),"v23 2026-09-20: FDA's own approval_status field is published verbatim and is not reinterpreted. 'Observed' means an approval action with a later status date exists for the same application number inside the committed payload coverage; absence of an observed action is NOT evidence that the application failed. conflict_flag=NONE; the flag is raised for human review, never resolved by preference."
CR-BLA761365-20240104,CR-BLA761365-20240104,JOINED,,FALSE,761365_2024_Orig1s000OtherActionLtrs.pdf,"Astellas Pharma US, Inc.",BLA 761365,BLA761365,BLA,2024-01-04,2024,COMPLETE RESPONSE,Approved,1,2024-10-18,288,2,2024-10-18,openfda_orig_decisions_2011_2026,2024-10-18 ORIG; 2025-06-06 SUPPL,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=BLA761365,https://api.fda.gov/transparency/crl.json?search=file_name%3A%22761365_2024_Orig1s000OtherActionLtrs.pdf%22+AND+letter_date%3A%2201%2F04%2F2024%22,2026-08-13,data/raw/probe/crl_page1.json|data/raw/openfda_approvals_2000_2010/*.json|data/raw/openfda_orig_decisions_2011_2026/decisions_*.json|data/raw/openfda_efficacy_supplements/suppl_*.json,Verified (verbatim FDA CRL record; approval actions observed in committed FDA payloads),"v23 2026-09-20: FDA's own approval_status field is published verbatim and is not reinterpreted. 'Observed' means an approval action with a later status date exists for the same application number inside the committed payload coverage; absence of an observed action is NOT evidence that the application failed. conflict_flag=NONE; the flag is raised for human review, never resolved by preference."
CR-NDA209511-20181130,CR-NDA209511-20181130,JOINED,,FALSE,209511_2021_Orig1s000OtherActionLtrs.pdf,Innocoll Pharmaceuticals,NDA 209511,NDA209511,NDA,2018-11-30,2018,COMPLETE RESPONSE,Approved,1,2020-08-28,637,1,2020-08-28,openfda_orig_decisions_2011_2026,2020-08-28 ORIG,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=NDA209511,https://api.fda.gov/transparency/crl.json?search=file_name%3A%22209511_2021_Orig1s000OtherActionLtrs.pdf%22+AND+letter_date%3A%2211%2F30%2F2018%22,2026-08-13,data/raw/probe/crl_page1.json|data/raw/openfda_approvals_2000_2010/*.json|data/raw/openfda_orig_decisions_2011_2026/decisions_*.json|data/raw/openfda_efficacy_supplements/suppl_*.json,Verified (verbatim FDA CRL record; approval actions observed in committed FDA payloads),"v23 2026-09-20: FDA's own approval_status field is published verbatim and is not reinterpreted. 'Observed' means an approval action with a later status date exists for the same application number inside the committed payload coverage; absence of an observed action is NOT evidence that the application failed. conflict_flag=NONE; the flag is raised for human review, never resolved by preference."
CR-BLA761367-20241007,CR-BLA761367-20241007,JOINED,,FALSE,761367Orig1s000OtherActionLtrs.pdf,CSL Behring LLC,BLA 761367,BLA761367,BLA,2024-10-07,2024,COMPLETE RESPONSE,Approved,1,2025-06-16,252,1,2025-06-16,openfda_orig_decisions_2011_2026,2025-06-16 ORIG,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=BLA761367,https://api.fda.gov/transparency/crl.json?search=file_name%3A%22761367Orig1s000OtherActionLtrs.pdf%22+AND+letter_date%3A%2210%2F07%2F2024%22,2026-08-13,data/raw/probe/crl_page1.json|data/raw/openfda_approvals_2000_2010/*.json|data/raw/openfda_orig_decisions_2011_2026/decisions_*.json|data/raw/openfda_efficacy_supplements/suppl_*.json,Verified (verbatim FDA CRL record; approval actions observed in committed FDA payloads),"v23 2026-09-20: FDA's own approval_status field is published verbatim and is not reinterpreted. 'Observed' means an approval action with a later status date exists for the same application number inside the committed payload coverage; absence of an observed action is NOT evidence that the application failed. conflict_flag=NONE; the flag is raised for human review, never resolved by preference."
CR-NDA210526-20180725,CR-NDA210526-20180725,JOINED,,FALSE,210526_2022_Orig1s000OtherActionLtrs.pdf,"Tris Pharma, Inc.",NDA 210526,NDA210526,NDA,2018-07-25,2018,COMPLETE RESPONSE,Approved,1,2021-11-04,1198,1,2021-11-04,openfda_orig_decisions_2011_2026,2021-11-04 ORIG,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=NDA210526,https://api.fda.gov/transparency/crl.json?search=file_name%3A%22210526_2022_Orig1s000OtherActionLtrs.pdf%22+AND+letter_date%3A%2207%2F25%2F2018%22,2026-08-13,data/raw/probe/crl_page1.json|data/raw/openfda_approvals_2000_2010/*.json|data/raw/openfda_orig_decisions_2011_2026/decisions_*.json|data/raw/openfda_efficacy_supplements/suppl_*.json,Verified (verbatim FDA CRL record; approval actions observed in committed FDA payloads),"v23 2026-09-20: FDA's own approval_status field is published verbatim and is not reinterpreted. 'Observed' means an approval action with a later status date exists for the same application number inside the committed payload coverage; absence of an observed action is NOT evidence that the application failed. conflict_flag=NONE; the flag is raised for human review, never resolved by preference."
CR-NDA218828-20241219,CR-NDA218828-20241219,JOINED,,FALSE,CRL_NDA218828_20241219.pdf,"Zealand Pharma US, Inc.",NDA 218828,NDA218828,NDA,2024-12-19,2024,COMPLETE RESPONSE,Unapproved,0,,,0,,,,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=NDA218828,https://api.fda.gov/transparency/crl.json?search=file_name%3A%22CRL_NDA218828_20241219.pdf%22+AND+letter_date%3A%2212%2F19%2F2024%22,2026-08-13,data/raw/probe/crl_page1.json|data/raw/openfda_approvals_2000_2010/*.json|data/raw/openfda_orig_decisions_2011_2026/decisions_*.json|data/raw/openfda_efficacy_supplements/suppl_*.json,Verified (verbatim FDA CRL record; approval actions observed in committed FDA payloads),"v23 2026-09-20: FDA's own approval_status field is published verbatim and is not reinterpreted. 'Observed' means an approval action with a later status date exists for the same application number inside the committed payload coverage; absence of an observed action is NOT evidence that the application failed. conflict_flag=NONE; the flag is raised for human review, never resolved by preference."
CR-NDA218223-20240308,CR-NDA218223-20240308,JOINED,,FALSE,CRL_NDA218223_20240308.pdf,Mapi Pharma Ltd.,NDA 218223,NDA218223,NDA,2024-03-08,2024,COMPLETE RESPONSE,Unapproved,0,,,0,,,,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=NDA218223,https://api.fda.gov/transparency/crl.json?search=file_name%3A%22CRL_NDA218223_20240308.pdf%22+AND+letter_date%3A%2203%2F08%2F2024%22,2026-08-13,data/raw/probe/crl_page1.json|data/raw/openfda_approvals_2000_2010/*.json|data/raw/openfda_orig_decisions_2011_2026/decisions_*.json|data/raw/openfda_efficacy_supplements/suppl_*.json,Verified (verbatim FDA CRL record; approval actions observed in committed FDA payloads),"v23 2026-09-20: FDA's own approval_status field is published verbatim and is not reinterpreted. 'Observed' means an approval action with a later status date exists for the same application number inside the committed payload coverage; absence of an observed action is NOT evidence that the application failed. conflict_flag=NONE; the flag is raised for human review, never resolved by preference."
CR-NDA215244-20250515,CR-NDA215244-20250515,JOINED,,FALSE,CRL_NDA215244_20250515.pdf,Stealth BioTherapeutics Inc.,NDA 215244,NDA215244,NDA,2025-05-15,2025,COMPLETE RESPONSE,Unapproved,1,2025-09-19,127,1,2025-09-19,openfda_orig_decisions_2011_2026,2025-09-19 ORIG,LATER_ORIGINAL_ACTION_OBSERVED_WHILE_FDA_FIELD_NOT_APPROVED,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=NDA215244,https://api.fda.gov/transparency/crl.json?search=file_name%3A%22CRL_NDA215244_20250515.pdf%22+AND+letter_date%3A%2205%2F15%2F2025%22,2026-08-13,data/raw/probe/crl_page1.json|data/raw/openfda_approvals_2000_2010/*.json|data/raw/openfda_orig_decisions_2011_2026/decisions_*.json|data/raw/openfda_efficacy_supplements/suppl_*.json,Verified (verbatim FDA CRL record; approval actions observed in committed FDA payloads),"v23 2026-09-20: FDA's own approval_status field is published verbatim and is not reinterpreted. 'Observed' means an approval action with a later status date exists for the same application number inside the committed payload coverage; absence of an observed action is NOT evidence that the application failed. conflict_flag=LATER_ORIGINAL_ACTION_OBSERVED_WHILE_FDA_FIELD_NOT_APPROVED; the flag is raised for human review, never resolved by preference."
CR-BLA761225-20230412,CR-BLA761225-20230412,JOINED,,FALSE,761225_2024_Orig1s000OtherActionLtrs.pdf,"Hugel, Inc",BLA 761225,BLA761225,BLA,2023-04-12,2023,COMPLETE RESPONSE,Approved,1,2024-02-29,323,1,2024-02-29,openfda_orig_decisions_2011_2026,2024-02-29 ORIG,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=BLA761225,https://api.fda.gov/transparency/crl.json?search=file_name%3A%22761225_2024_Orig1s000OtherActionLtrs.pdf%22+AND+letter_date%3A%2204%2F12%2F2023%22,2026-08-13,data/raw/probe/crl_page1.json|data/raw/openfda_approvals_2000_2010/*.json|data/raw/openfda_orig_decisions_2011_2026/decisions_*.json|data/raw/openfda_efficacy_supplements/suppl_*.json,Verified (verbatim FDA CRL record; approval actions observed in committed FDA payloads),"v23 2026-09-20: FDA's own approval_status field is published verbatim and is not reinterpreted. 'Observed' means an approval action with a later status date exists for the same application number inside the committed payload coverage; absence of an observed action is NOT evidence that the application failed. conflict_flag=NONE; the flag is raised for human review, never resolved by preference."
