company_name,ticker,drug_name,decision_type,decision_date,indication,review_pathway,stock_price_before,stock_price_after,pct_change,price_t1,pct_change_t1,price_data_status,company_success_rate_summary,company_score,company_score_grade,company_score_confidence,us_investable_class,fda_source_url,secondary_source_url,flags,verification_status
Arrowhead Pharmaceuticals,ARWR,Redemplo (plozasiran),Approval,2025-11-18,Familial chylomicronemia syndrome,Standard,41.5,40.15,-3.25,,,Verified,1/1 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),29.9,E,Low,US-LISTED,https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/219947s000lbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2025,,Verified
Kura Oncology,KURA,Komzifti (ziftomenib),Approval,2025-11-13,Relapsed/refractory NPM1-mutated AML,Standard,,10.16,,,,Verified - partial,1/1 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),41.5,D,Low,US-LISTED,https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/220305s000lbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2025,,Verified
UCB S.A.,UCB.BR,Kygevvi (doxecitine and doxribtimine),Approval,2025-11-03,Thymidine kinase 2 deficiency,Priority,,,,,,Not yet matched to price snapshot,4/4 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),69.6,B,Moderate,NON-US LISTING ONLY,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2025,https://www.neurologylive.com/view/fda-approves-doxecitine-doxribtimine-combination-therapy-first-treatment-thymidine-kinase-2-deficiency,,Verified - foreign listing only
Bayer AG,BAYRY,Lynkuet (elinzanetant),Approval,2025-10-24,Moderate-to-severe vasomotor symptoms due to menopause,,,,,,,Not yet matched to price snapshot,15/15 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),87.9,A,Moderate,US-LISTED (ADR),https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2025,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=219469,,Verified
Boehringer Ingelheim (private),NO_TICKER,Jascayd (nerandomilast),Approval,2025-10-07,Idiopathic pulmonary fibrosis,Standard,,,,,,No public ticker,Not yet built - scorecard pending,,,Not scored - no verified FDA decisions tracked,PRIVATE / NO EQUITY,https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/218764s000lbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2025,,Verified - no public ticker
Novartis AG,NVS,Rhapsido (remibrutinib),Approval,2025-09-30,Chronic spontaneous urticaria,Standard,124.1,128.24,3.34,131.72,6.14,Verified,38/38 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),83.9,A,Moderate,US-LISTED,https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/218436s000lbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2025,,Verified
Crinetics Pharmaceuticals,CRNX,Palsonify (paltusotine),Approval,2025-09-25,Acromegaly,Standard,,,,,,Data unavailable - acquired/delisted,1/1 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),41.5,D,Low,US-LISTED,https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/219070s000lbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2025,,Verified
Eli Lilly and Company,LLY,Inluriyo (imlunestrant),Approval,2025-09-25,ESR1-mutated advanced/metastatic breast cancer,Standard,741.85,714.59,-3.67,724.54,-2.33,Verified - caveat,4/4 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),63.7,C,Moderate,US-LISTED,https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/218881s000lbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2025,,Verified
Stealth BioTherapeutics,MITO,Forzinity (elamipretide),Approval,2025-09-19,Barth syndrome (muscle strength),Standard,,,,,,Data unavailable - went private pre-approval,1/1 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),41.5,D,Low,US-LISTED,https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/215244s000lbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2025,,Verified
Merck & Co.,MRK,Keytruda Qlex (pembrolizumab and berahyaluronidase alfa-pmph),Approval,2025-09-19,Solid tumors (subcutaneous pembrolizumab formulation),Standard,82.81,,,,,Verified - partial,8/8 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),72.6,B,Moderate,US-LISTED,https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/761467s000lblOrig2.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2025,,Verified
Sanofi,SNY,Wayrilz (rilzabrutinib),Approval,2025-08-29,Persistent/chronic immune thrombocytopenia,Standard,51.35,45.33,-11.72,,,Verified - caveat,18/18 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),63.3,C,Moderate,US-LISTED (ADR),https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/219685s000lbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2025,,Verified
Ionis Pharmaceuticals,IONS,Dawnzera (donidalorsen),Approval,2025-08-21,Hereditary angioedema prophylaxis,Standard,42.85,42.81,-0.09,,,Verified,5/5 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),49.7,D,Moderate,US-LISTED,https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/219407s000lbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2025,,Verified
Insmed Incorporated,INSM,Brinsupri (brensocatib),Approval,2025-08-12,Non-cystic fibrosis bronchiectasis,Standard,111.61,112.89,1.15,,,Verified,2/2 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),60.8,C,Low,US-LISTED,https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/217673s000lbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2025,,Verified
Boehringer Ingelheim (private),NO_TICKER,Hernexeos (zongertinib),Approval,2025-08-08,HER2-mutated NSCLC,Standard,,,,,,No public ticker,Not yet built - scorecard pending,,,Not scored - no verified FDA decisions tracked,PRIVATE / NO EQUITY,https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/219042s000lbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2025,,Verified - no public ticker
Chimerix Inc.,CMRX,Modeyso (dordaviprone),Approval (Accelerated),2025-08-06,H3 K27M-mutant diffuse midline glioma,Priority/Accelerated,,,,,,Data unavailable - acquired/delisted,1/1 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),53.0,C,Low,US-LISTED,https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/219876s000lbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2025,,Verified
LENZ Therapeutics,LENZ,Vizz (aceclidine),Approval,2025-07-31,Presbyopia,Standard,33.4,30.76,-7.9,,,Verified,1/1 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),29.9,E,Low,US-LISTED,https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/218585s000lbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2025,,Verified
PTC Therapeutics,PTCT,Sephience (sepiapterin),Approval,2025-07-28,Sepiapterin-responsive phenylketonuria,Standard,47.86,44.74,-6.52,,,Verified,1/1 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),29.9,E,Low,US-LISTED,https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/219666s000lbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2025,,Verified
"LEO Pharma (private, foundation-owned)",NO_TICKER,Anzupgo (delgocitinib),Approval,2025-07-23,Chronic hand eczema,Standard,,,,,,No public ticker,Not yet built - scorecard pending,,,Not scored - no verified FDA decisions tracked,PRIVATE / NO EQUITY,https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/219155s000lbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2025,,Verified - no public ticker
KalVista Pharmaceuticals,KALV,Ekterly (sebetralstat),Approval,2025-07-03,Acute hereditary angioedema attacks,Standard,,,,,,Data unavailable - acquired/delisted,1/1 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),41.5,D,Low,US-LISTED,https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/219301s000lbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2025,,Verified
Dizal Pharmaceuticals (private at time of approval),NO_TICKER,Zegfrovy (sunvozertinib),Approval (Accelerated),2025-07-02,EGFR exon20ins NSCLC,Priority/Accelerated,,,,,,No public ticker,Not yet built - scorecard pending,,,Not scored - no verified FDA decisions tracked,PRIVATE / NO EQUITY,https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/219839s000lbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2025,,Verified - private at approval
Regeneron Pharmaceuticals,REGN,Lynozyfic (linvoseltamab-gcpt),Approval (Accelerated),2025-07-02,Relapsed/refractory multiple myeloma,Priority/Accelerated,534.91,547.74,2.4,547.36,2.33,Verified,11/11 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),85.0,A,Moderate,US-LISTED,https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/761400s000lbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2025,,Verified
Capricor Therapeutics,CAPR,Deramiocel (CAP-1002),Complete Response Letter (Rejection),2025-07-01,Duchenne muscular dystrophy cardiomyopathy,,12.38,8.26,-33.28,7.68,-37.96,Verified,0/5 tracked programs approved; 3 advancing; 1 paused/on hold; 1 CRL(s),15.2,E,Low,,https://www.parentprojectmd.org/deramiocel-where-we-are-today/,https://www.neurologylive.com/view/fda-hands-capricor-complete-response-letter-deramiocel-dmd-cardiomyopathy-treatment,,Verified
CSL Limited,CSL.AX,Andembry (garadacimab-gxii),Approval,2025-06-16,Hereditary angioedema prophylaxis,Standard,,,,,,Not yet matched to price snapshot,2/2 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),48.9,D,Low,NON-US LISTING ONLY,https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/761367s000lbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2025,,Verified - foreign listing only
Nuvation Bio,NUVB,Ibtrozi (taletrectinib),Approval,2025-06-11,ROS1-positive non-small cell lung cancer,Standard,2.45,2.53,3.27,,,Verified,1/1 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),48.1,D,Low,US-LISTED,https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/219713s000lbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2025,,Verified
Merck & Co.,MRK,Enflonsia (clesrovimab-cfor),Approval,2025-06-09,RSV prevention in neonates/infants,Standard,82.81,81.53,-1.55,,,Verified,8/8 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),72.6,B,Moderate,US-LISTED,https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/761432s000lbledt.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2025,,Verified
Alcon Inc.,ALC,Tryptyr (acoltremon),Approval,2025-05-28,Dry eye disease,Standard,87.54,85.38,-2.47,,,Verified,4/4 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),54.4,C,Moderate,US-LISTED,https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/217370s000lbl.pdf,https://www.hcplive.com/view/fda-approves-acoltremon-ophthalmic-solution-tryptyr-for-dry-eye-disease,,Verified
AbbVie,ABBV,Emrelis (telisotuzumab vedotin-tllv),Approval (Accelerated),2025-05-14,c-Met overexpressing non-squamous NSCLC,Priority/Accelerated,188.09,188.0,-0.05,,,Verified,10/11 tracked programs approved; 0 advancing; 0 paused/on hold; 1 CRL(s),51.3,C,Moderate,US-LISTED,https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/761384s000lbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2025,,Verified
Verastem Oncology,VSTM,Avmapki Fakzynja Co-Pack (avutometinib and defactinib),Approval (Accelerated),2025-05-08,KRAS-mutated recurrent low-grade serous ovarian cancer,Priority/Accelerated,7.43,6.53,-12.11,,,Verified,2/2 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),43.7,D,Low,US-LISTED,https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/219616s000lbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2025,,Verified
Johnson & Johnson,JNJ,Imaavy (nipocalimab-aahu),Approval,2025-04-29,Generalized myasthenia gravis,Priority,157.75,155.35,-1.52,,,Verified,28/28 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),69.5,B,Moderate,US-LISTED,https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/761430s000lbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2025,,Verified
Akeso Inc.,9926.HK,penpulimab-kcqx (penpulimab-kcqx),Approval,2025-04-23,Nasopharyngeal carcinoma,Standard,,,,,,Not yet matched to price snapshot,1/1 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),41.5,D,Low,NON-US LISTING ONLY,https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/761258Orig1s000correctedlbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2025,,Verified - foreign listing only
Novartis AG,NVS,Vanrafia (atrasentan),Approval (Accelerated),2025-04-02,IgA nephropathy (proteinuria reduction),Priority/Accelerated,109.61,111.48,1.71,,,Verified,38/38 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),83.9,A,Moderate,US-LISTED,https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/219208s000lbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2025,,Verified
Sanofi,SNY,Qfitlia (fitusiran),Approval,2025-03-28,Hemophilia A/B (with/without inhibitors),Standard,56.9,54.5,-4.22,,,Verified,18/18 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),63.3,C,Moderate,US-LISTED (ADR),https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/219019s000lbl.pdf,https://www.fda.gov/news-events/press-announcements/fda-approves-novel-treatment-hemophilia-or-b-or-without-factor-inhibitors,,Verified
GSK plc,GSK,Blujepa (gepotidacin),Approval,2025-03-25,Uncomplicated urinary tract infections,Standard,40.39,39.24,-2.85,,,Verified,29/29 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),63.7,C,Moderate,US-LISTED,https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/218230s000lbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2025,,Verified
"Deciphera Pharmaceuticals (acquired by ONO Pharmaceutical, 2025)",NO_TICKER,Romvimza (vimseltinib),Approval,2025-02-14,Tenosynovial giant cell tumor,Standard,,,,,,No public ticker,Not yet built - scorecard pending,,,Not scored - no verified FDA decisions tracked,FORMERLY US-LISTED (DELISTED/ACQUIRED),https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/219304s000lbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2025,,Verified - now private subsidiary
SpringWorks Therapeutics,SWTX,Gomekli (mirdametinib),Approval,2025-02-11,Neurofibromatosis type 1 with plexiform neurofibromas,Priority,,,,,,Data unavailable - acquired/delisted,2/2 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),72.0,B,Low,FORMERLY US-LISTED (DELISTED/ACQUIRED),https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/219379Orig1s000lbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2025,,Verified
Vertex Pharmaceuticals,VRTX,Journavx (suzetrigine),Approval,2025-01-30,Moderate-to-severe acute pain,Priority,,,,,,Not yet matched to price snapshot,7/7 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),85.1,A,Moderate,US-LISTED,https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/219209s000lbl.pdf,https://www.fda.gov/news-events/press-announcements/fda-approves-novel-non-opioid-treatment-moderate-severe-acute-pain,,Verified
medac GmbH (private),NO_TICKER,Grafapex (treosulfan),Approval,2025-01-21,Conditioning regimen for HSCT (AML/MDS),Standard,,,,,,No public ticker,Not yet built - scorecard pending,,,Not scored - no verified FDA decisions tracked,PRIVATE / NO EQUITY,https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/214759s000lbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2025,,Verified - no public ticker
AstraZeneca / Daiichi Sankyo,AZN,Datroway (datopotamab deruxtecan-dlnk),Approval,2025-01-17,HR-positive HER2-negative metastatic breast cancer,Standard,,,,,,Not yet matched to price snapshot,25/25 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),87.3,A,Moderate,US-LISTED (ADR),https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/761394s000lbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2025,,Verified
Vertex Pharmaceuticals,VRTX,"Alyftrek (vanzacaftor, tezacaftor, and deutivacaftor)",Approval,2024-12-20,Cystic fibrosis,Standard,,,,,,Not yet matched to price snapshot,7/7 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),85.1,A,Moderate,US-LISTED,https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/218730s000lbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2024,,Verified
Novo Nordisk,NVO,Alhemo (concizumab-mtci),Approval,2024-12-20,Hemophilia A/B (routine prophylaxis),Standard,,,,,,Not yet matched to price snapshot,9/9 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),69.4,B,Moderate,US-LISTED,https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/761315s000lbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2024,,Verified
Ionis Pharmaceuticals,IONS,Tryngolza (olezarsen),Approval,2024-12-19,Familial chylomicronemia syndrome,Priority,,,,,,Not yet matched to price snapshot,5/5 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),49.7,D,Moderate,US-LISTED,https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/218614s000lbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2024,,Verified
"Xcovery Holding Company, LLC",NO_TICKER,Ensacove (ensartinib),Approval,2024-12-18,ALK-positive locally advanced or metastatic non-small cell lung cancer,,,,,,,No public ticker,Not yet built - scorecard pending,53.9,C,Low,PRIVATE / NO EQUITY,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2024,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=218171,,Verified - no public ticker
"Neurocrine Biosciences, Inc.",NBIX,Crenessity (crinecerfont),Approval,2024-12-13,Classic congenital adrenal hyperplasia,,,,,,,Not yet matched to price snapshot,3/3 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),77.2,B,Moderate,US-LISTED,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2024,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=218808,,Verified
