row_id,year,application_number,application_kind,decision_date,submission_class_code,submission_class_code_description,review_priority,nme_comparable,classification_group,sponsor_name_drugsatfda_holder,full_db_holder_match,first_product_brand,first_product_ingredients,first_product_form_route,n_products,first_product_marketing_status,ingredient_first_appearance,ingredient_screen,tracked_in,live_probe_status,drugsatfda_url,openfda_url,verification_status,notes
PRE1965AUDIT-1946-01,1946,NDA004589,NDA,1946-01-17,,,,FALSE,NOT PUBLISHED (blank class),B BRAUN,MATCH,ALCOHOL 5% AND DEXTROSE 5%,ALCOHOL 5ML/100ML; DEXTROSE 5GM/100ML,INJECTABLE; INJECTION,1,Discontinued,first-in-payloads (1939-1964 universe),non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),MATCH,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=004589,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA004589%22,Verified (live probe match),"Row of the complete 1939-1964 original-application audit (v26 (2026-09-21)): every ORIG/AP row of the committed SHA-verified openFDA payload; facts verbatim from the payload; application type and holder cross-checked against the full official Drugs@FDA database (Applications_all_types.txt, 29,336 applications); no ticker, indication or applicant lineage asserted."
PRE1965AUDIT-1946-02,1946,NDA005856,NDA,1946-01-25,UNKNOWN,,UNKNOWN,FALSE,NOT PUBLISHED (blank class),ABBVIE,MATCH,TRIDIONE,TRIMETHADIONE 300MG,CAPSULE; ORAL,3,Discontinued,first-in-payloads (1939-1964 universe),non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),MATCH,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=005856,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA005856%22,Verified (live probe match),"Row of the complete 1939-1964 original-application audit (v26 (2026-09-21)): every ORIG/AP row of the committed SHA-verified openFDA payload; facts verbatim from the payload; application type and holder cross-checked against the full official Drugs@FDA database (Applications_all_types.txt, 29,336 applications); no ticker, indication or applicant lineage asserted."
PRE1965AUDIT-1946-03,1946,NDA005845,NDA,1946-03-04,TYPE 1,Type 1 - New Molecular Entity,STANDARD,TRUE,NME (Type 1),MCNEIL CONS,MATCH,BENADRYL,DIPHENHYDRAMINE HYDROCHLORIDE 25MG,CAPSULE; ORAL,3,Discontinued,first-in-payloads (1939-1964 universe),"first appearance in the 1939-1964 payload universe (Drugs@FDA coverage before 1965 is incomplete: re-approval screen, not proof of first marketing)",PRE1965-1946-03 (data/pre1965_fda_decisions.csv),MATCH,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=005845,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA005845%22,Verified (live probe match),"Row of the complete 1939-1964 original-application audit (v26 (2026-09-21)): every ORIG/AP row of the committed SHA-verified openFDA payload; facts verbatim from the payload; application type and holder cross-checked against the full official Drugs@FDA database (Applications_all_types.txt, 29,336 applications); no ticker, indication or applicant lineage asserted."
PRE1965AUDIT-1946-04,1946,NDA005929,NDA,1946-04-12,UNKNOWN,,UNKNOWN,FALSE,NOT PUBLISHED (blank class),BAUSCH,MATCH,D.H.E. 45,DIHYDROERGOTAMINE MESYLATE 1MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,INJECTABLE; INJECTION,1,Discontinued,first-in-payloads (1939-1964 universe),non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),MATCH,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=005929,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA005929%22,Verified (live probe match),"Row of the complete 1939-1964 original-application audit (v26 (2026-09-21)): every ORIG/AP row of the committed SHA-verified openFDA payload; facts verbatim from the payload; application type and holder cross-checked against the full official Drugs@FDA database (Applications_all_types.txt, 29,336 applications); no ticker, indication or applicant lineage asserted."
PRE1965AUDIT-1946-05,1946,NDA005939,NDA,1946-05-06,UNKNOWN,,UNKNOWN,FALSE,NOT PUBLISHED (blank class),PROVEPHARM SAS,MATCH,BAL,DIMERCAPROL 10%,INJECTABLE; INJECTION,1,Prescription,first-in-payloads (1939-1964 universe),non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),MATCH,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=005939,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA005939%22,Verified (live probe match),"Row of the complete 1939-1964 original-application audit (v26 (2026-09-21)): every ORIG/AP row of the committed SHA-verified openFDA payload; facts verbatim from the payload; application type and holder cross-checked against the full official Drugs@FDA database (Applications_all_types.txt, 29,336 applications); no ticker, indication or applicant lineage asserted."
PRE1965AUDIT-1946-06,1946,NDA005963,NDA,1946-07-21,UNKNOWN,,UNKNOWN,FALSE,NOT PUBLISHED (blank class),SCHERING,MATCH,SODIUM SULAMYD,SULFACETAMIDE SODIUM 30% **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,SOLUTION/DROPS; OPHTHALMIC,3,Discontinued,first-in-payloads (1939-1964 universe),non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),MATCH,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=005963,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA005963%22,Verified (live probe match),"Row of the complete 1939-1964 original-application audit (v26 (2026-09-21)): every ORIG/AP row of the committed SHA-verified openFDA payload; facts verbatim from the payload; application type and holder cross-checked against the full official Drugs@FDA database (Applications_all_types.txt, 29,336 applications); no ticker, indication or applicant lineage asserted."
PRE1965AUDIT-1946-07,1946,NDA005970,NDA,1946-08-13,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,TRUE,NME (Type 1),ELKINS SINN,MATCH,SOTRADECOL,SODIUM TETRADECYL SULFATE 3% **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,INJECTABLE; INJECTION,2,Discontinued,first-in-payloads (1939-1964 universe),"first appearance in the 1939-1964 payload universe (Drugs@FDA coverage before 1965 is incomplete: re-approval screen, not proof of first marketing)",PRE1965-1946-07 (data/pre1965_fda_decisions.csv),MATCH,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=005970,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA005970%22,Verified (live probe match),"Row of the complete 1939-1964 original-application audit (v26 (2026-09-21)): every ORIG/AP row of the committed SHA-verified openFDA payload; facts verbatim from the payload; application type and holder cross-checked against the full official Drugs@FDA database (Applications_all_types.txt, 29,336 applications); no ticker, indication or applicant lineage asserted."
PRE1965AUDIT-1946-08,1946,NDA006012,NDA,1946-08-13,,,,FALSE,NOT PUBLISHED (blank class),LEDERLE,MATCH,FOLVRON,FERROUS SULFATE 182MG; FOLIC ACID 0.33MG,CAPSULE; ORAL,1,Discontinued,first-in-payloads (1939-1964 universe),non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),MATCH,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=006012,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA006012%22,Verified (live probe match),"Row of the complete 1939-1964 original-application audit (v26 (2026-09-21)): every ORIG/AP row of the committed SHA-verified openFDA payload; facts verbatim from the payload; application type and holder cross-checked against the full official Drugs@FDA database (Applications_all_types.txt, 29,336 applications); no ticker, indication or applicant lineage asserted."
PRE1965AUDIT-1946-09,1946,NDA006008,NDA,1946-10-23,,,,FALSE,NOT PUBLISHED (blank class),NOVARTIS,MATCH,MESANTOIN,MEPHENYTOIN 100MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,TABLET; ORAL,1,Discontinued,first-in-payloads (1939-1964 universe),non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),MATCH,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=006008,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA006008%22,Verified (live probe match),"Row of the complete 1939-1964 original-application audit (v26 (2026-09-21)): every ORIG/AP row of the committed SHA-verified openFDA payload; facts verbatim from the payload; application type and holder cross-checked against the full official Drugs@FDA database (Applications_all_types.txt, 29,336 applications); no ticker, indication or applicant lineage asserted."
PRE1965AUDIT-1946-10,1946,NDA006035,NDA,1946-11-19,UNKNOWN,,UNKNOWN,FALSE,NOT PUBLISHED (blank class),EDISON THERAPS LLC,MATCH,METHERGINE,METHYLERGONOVINE MALEATE 0.2MG/ML,INJECTABLE; INJECTION,2,Discontinued,first-in-payloads (1939-1964 universe),non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),MATCH,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=006035,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA006035%22,Verified (live probe match),"Row of the complete 1939-1964 original-application audit (v26 (2026-09-21)): every ORIG/AP row of the committed SHA-verified openFDA payload; facts verbatim from the payload; application type and holder cross-checked against the full official Drugs@FDA database (Applications_all_types.txt, 29,336 applications); no ticker, indication or applicant lineage asserted."
PRE1965AUDIT-1947-01,1947,NDA006110,NDA,1947-01-09,,,,FALSE,NOT PUBLISHED (blank class),ORTHO MCNEIL PHARM,MATCH,DIENESTROL,DIENESTROL 0.01%,CREAM; VAGINAL,1,Discontinued,first-in-payloads (1939-1964 universe),non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),MATCH,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=006110,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA006110%22,Verified (live probe match),"Row of the complete 1939-1964 original-application audit (v26 (2026-09-21)): every ORIG/AP row of the committed SHA-verified openFDA payload; facts verbatim from the payload; application type and holder cross-checked against the full official Drugs@FDA database (Applications_all_types.txt, 29,336 applications); no ticker, indication or applicant lineage asserted."
PRE1965AUDIT-1947-02,1947,NDA006095,NDA,1947-01-30,TYPE 5,Type 5 - New Formulation or New Manufacturer,STANDARD,FALSE,Type 5 - New Formulation or New Manufacturer,HOSPIRA,MATCH,TUBOCURARINE CHLORIDE,TUBOCURARINE CHLORIDE 3MG/ML,INJECTABLE; INJECTION,1,Discontinued,1945-02-20 on NDA005657,non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),MATCH,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=006095,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA006095%22,Verified (live probe match),"Row of the complete 1939-1964 original-application audit (v26 (2026-09-21)): every ORIG/AP row of the committed SHA-verified openFDA payload; facts verbatim from the payload; application type and holder cross-checked against the full official Drugs@FDA database (Applications_all_types.txt, 29,336 applications); no ticker, indication or applicant lineage asserted."
PRE1965AUDIT-1947-03,1947,NDA006146,NDA,1947-03-06,TYPE 3,Type 3 - New Dosage Form,STANDARD,FALSE,Type 3 - New Dosage Form,MCNEIL CONS,MATCH,BENADRYL,DIPHENHYDRAMINE HYDROCHLORIDE 10MG/ML,INJECTABLE; INJECTION,2,Discontinued,1946-03-04 on NDA005845,non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),MATCH,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=006146,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA006146%22,Verified (live probe match),"Row of the complete 1939-1964 original-application audit (v26 (2026-09-21)): every ORIG/AP row of the committed SHA-verified openFDA payload; facts verbatim from the payload; application type and holder cross-checked against the full official Drugs@FDA database (Applications_all_types.txt, 29,336 applications); no ticker, indication or applicant lineage asserted."
PRE1965AUDIT-1947-04,1947,NDA006170,NDA,1947-04-23,TYPE 5,Type 5 - New Formulation or New Manufacturer,STANDARD,FALSE,Type 5 - New Formulation or New Manufacturer,B BRAUN,MATCH,HYPROTIGEN 5%,PROTEIN HYDROLYSATE 5%,INJECTABLE; INJECTION,1,Discontinued,first-in-payloads (1939-1964 universe),non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),MATCH,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=006170,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA006170%22,Verified (live probe match),"Row of the complete 1939-1964 original-application audit (v26 (2026-09-21)): every ORIG/AP row of the committed SHA-verified openFDA payload; facts verbatim from the payload; application type and holder cross-checked against the full official Drugs@FDA database (Applications_all_types.txt, 29,336 applications); no ticker, indication or applicant lineage asserted."
PRE1965AUDIT-1947-05,1947,NDA006135,NDA,1947-06-02,UNKNOWN,,UNKNOWN,FALSE,NOT PUBLISHED (blank class),LILLY,MATCH,FOLIC ACID,FOLIC ACID 1MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,TABLET; ORAL,1,Discontinued,1946-08-13 on NDA006012,non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),MATCH,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=006135,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA006135%22,Verified (live probe match),"Row of the complete 1939-1964 original-application audit (v26 (2026-09-21)): every ORIG/AP row of the committed SHA-verified openFDA payload; facts verbatim from the payload; application type and holder cross-checked against the full official Drugs@FDA database (Applications_all_types.txt, 29,336 applications); no ticker, indication or applicant lineage asserted."
