audit_year,decision_id,drug_brand,drug_generic,company_name,master_decision_date,application_number,l1_year_table,l1_table_date,l1_table_class,l2_compilation_match,l2_compilation_date,l2_review_designation,l2_accelerated_approval,l3_openfda_match,l3_orig_date,l3_sponsor,l3_brand,l3_submission_class,l3_review_priority,date_agreement,verdict,live_check,review_flag,source_year_table_or_compilation,source_drugsatfda,source_openfda
1996,D1351,Naropin,ropivacaine hydrochloride monohydrate,Astra AB (AstraZeneca from Apr-1999),1996-09-24,N020533,NO_YEAR_TABLE_EXISTS (documented),,,application_number,1996-09-24,Standard,No,MATCH,1996-09-24,FRESENIUS KABI USA,NAROPIN,TYPE 1,STANDARD,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://www.fda.gov/media/177921/download?attachment,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020533,https://api.fda.gov/drug/drugsfda.json?search=application_number:N020533
1996,D1352,Accolate,zafirlukast,Zeneca Group plc (AstraZeneca from Apr-1999),1996-09-26,N020547,NO_YEAR_TABLE_EXISTS (documented),,,application_number,1996-09-26,Standard,No,MATCH,1996-09-26,STRIDES PHARMA INTL,ZAFIRLUKAST,TYPE 1,STANDARD,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://www.fda.gov/media/177921/download?attachment,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020547,https://api.fda.gov/drug/drugsfda.json?search=application_number:N020547
1996,D1353,Elmiron,pentosan polysulfate sodium,Baker Norton Pharmaceuticals (IVAX unit; Teva 2006),1996-09-26,N020193,NO_YEAR_TABLE_EXISTS (documented),,,application_number,1996-09-26,Standard,No,MATCH,1996-09-26,JANSSEN PHARMS,ELMIRON,TYPE 1,STANDARD,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://www.fda.gov/media/177921/download?attachment,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020193,https://api.fda.gov/drug/drugsfda.json?search=application_number:N020193
1996,D1354,Zyprexa,olanzapine,Eli Lilly and Co.,1996-09-30,N020592,NO_YEAR_TABLE_EXISTS (documented),,,application_number,1996-09-30,Standard,No,MATCH,1996-09-30,CHEPLAPHARM,ZYPREXA,TYPE 1,STANDARD,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://www.fda.gov/media/177921/download?attachment,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020592,https://api.fda.gov/drug/drugsfda.json?search=application_number:N020592
1996,D1355,Mentax,butenafine hydrochloride,Penederm Inc. (private),1996-10-18,N020524,NO_YEAR_TABLE_EXISTS (documented),,,application_number,1996-10-18,Standard,No,MATCH,1996-10-18,PHARMOBEDIENT,MENTAX,TYPE 1,STANDARD,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://www.fda.gov/media/177921/download?attachment,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020524,https://api.fda.gov/drug/drugsfda.json?search=application_number:N020524
1996,D1356,Cystadane,betaine anhydrous,Orphan Medical (acquired by Jazz 2005),1996-10-25,N020576,NO_YEAR_TABLE_EXISTS (documented),,,application_number,1996-10-25,Priority,No,MATCH,1996-10-25,RECORDATI RARE,CYSTADANE,TYPE 1,PRIORITY,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://www.fda.gov/media/177921/download?attachment,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020576,https://api.fda.gov/drug/drugsfda.json?search=application_number:N020576
1996,D1357,ProstaScint,capromab pendetide,Cytogen Corp. (delisted; assets wound down post-2000),1996-10-28,N103608,NO_YEAR_TABLE_EXISTS (documented),,,application_number,1996-10-28,Priority,No,MATCH,1996-10-28,CYTOGEN,PROSTASCINT,TYPE 1,PRIORITY,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://www.fda.gov/media/177921/download?attachment,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=103608,https://api.fda.gov/drug/drugsfda.json?search=application_number:N103608
1996,D1358,Retavase,reteplase,Boehringer Mannheim GmbH (Roche group; merged into Roche 1998),1996-10-30,N103632,NO_YEAR_TABLE_EXISTS (documented),,,application_number,1996-10-30,Standard,No,NOT_IN_OPENFDA,,,,,,ALL_AGREE,VERIFIED_TABLE_AND_COMPILATION,ABSENT (2026-09-18T02:00:00Z; https://api.fda.gov/drug/drugsfda.json?search=application_number:NDA103632),NOT_IN_OPENFDA_PAYLOAD (live check by application number and brand both return no record; FDA year table + Compilation remain the sources),https://www.fda.gov/media/177921/download?attachment,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=103632,https://api.fda.gov/drug/drugsfda.json?search=application_number:N103632
1996,D1359,Astelin,azelastine hydrochloride,Wallace Laboratories (Carter-Wallace; MedPointe 2001),1996-11-01,N020114,NO_YEAR_TABLE_EXISTS (documented),,,application_number,1996-11-01,Standard,No,MATCH,1996-11-01,RISING,ASTELIN,TYPE 1,STANDARD,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://www.fda.gov/media/177921/download?attachment,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020114,https://api.fda.gov/drug/drugsfda.json?search=application_number:N020114
1996,D1360,Stromectol,ivermectin,"Merck & Co., Inc.",1996-11-22,N050742,NO_YEAR_TABLE_EXISTS (documented),,,application_number,1996-11-22,Priority,No,MATCH,1996-11-22,MERCK SHARP DOHME,STROMECTOL,TYPE 1,PRIORITY,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://www.fda.gov/media/177921/download?attachment,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=050742,https://api.fda.gov/drug/drugsfda.json?search=application_number:N050742
1996,D1361,Aricept,donepezil hydrochloride,Eisai Co. (Japan),1996-11-25,N020690,NO_YEAR_TABLE_EXISTS (documented),,,application_number,1996-11-25,Priority,No,MATCH,1996-11-25,EISAI INC,ARICEPT,TYPE 1,PRIORITY,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://www.fda.gov/media/177921/download?attachment,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020690,https://api.fda.gov/drug/drugsfda.json?search=application_number:N020690
1996,D1362,Zanaflex,tizanidine hydrochloride,Athena Neuroscience (acquired by Elan 1996),1996-11-27,N020397,NO_YEAR_TABLE_EXISTS (documented),,,application_number,1996-11-27,Standard,No,MATCH,1996-11-27,LEGACY,ZANAFLEX,TYPE 1,STANDARD,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://www.fda.gov/media/177921/download?attachment,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020397,https://api.fda.gov/drug/drugsfda.json?search=application_number:N020397
1996,D1363,Gastromark,ferumoxsil,Advanced Magnetics Inc. (renamed AMAG Pharmaceuticals),1996-12-06,N020410,NO_YEAR_TABLE_EXISTS (documented),,,application_number,1996-12-06,Standard,No,MATCH,1996-12-06,AMAG PHARMS INC,GASTROMARK,TYPE 1,STANDARD,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://www.fda.gov/media/177921/download?attachment,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020410,https://api.fda.gov/drug/drugsfda.json?search=application_number:N020410
1996,D1364,Zyflo,zileuton,Abbott Laboratories,1996-12-09,N020471,NO_YEAR_TABLE_EXISTS (documented),,,application_number,1996-12-09,Standard,No,MATCH,1996-12-09,CHIESI,ZYFLO,TYPE 1,STANDARD,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://www.fda.gov/media/177921/download?attachment,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020471,https://api.fda.gov/drug/drugsfda.json?search=application_number:N020471
1996,D1365,Aphthasol,amlexanox,Block Drug Co. (acquired by GSK 2001),1996-12-17,N020511,NO_YEAR_TABLE_EXISTS (documented),,,application_number,1996-12-17,Priority,No,MATCH,1996-12-17,ULURU,APHTHASOL,TYPE 1,PRIORITY,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://www.fda.gov/media/177921/download?attachment,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020511,https://api.fda.gov/drug/drugsfda.json?search=application_number:N020511
1996,D1366,Lipitor,atorvastatin calcium,Parke-Davis (Warner-Lambert Co. division; Pfizer Jun-2000),1996-12-17,N020702,NO_YEAR_TABLE_EXISTS (documented),,,application_number,1996-12-17,Priority,No,MATCH,1996-12-17,UPJOHN,LIPITOR,TYPE 1,PRIORITY,ALL_AGREE,VERIFIED_ALL_LAYERS,MATCH (2026-09-18T02:00:00Z; https://api.fda.gov/drug/drugsfda.json?search=application_number:NDA020702),,https://www.fda.gov/media/177921/download?attachment,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020702,https://api.fda.gov/drug/drugsfda.json?search=application_number:N020702
1996,D1367,Glyset,miglitol,Bayer AG,1996-12-18,N020682,NO_YEAR_TABLE_EXISTS (documented),,,application_number,1996-12-18,Standard,No,MATCH,1996-12-18,PFIZER,GLYSET,TYPE 1,STANDARD,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://www.fda.gov/media/177921/download?attachment,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020682,https://api.fda.gov/drug/drugsfda.json?search=application_number:N020682
1996,D1368,Patanol,olopatadine hydrochloride,Alcon (wholly owned by Nestle in 1998; NYSE:ACL 2002-2011; Alcon Inc. relisted ALC 2019),1996-12-18,N020688,NO_YEAR_TABLE_EXISTS (documented),,,application_number,1996-12-18,Standard,No,MATCH,1996-12-18,ALCON LABS INC,PATADAY TWICE A DAY RELIEF,TYPE 1,STANDARD,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://www.fda.gov/media/177921/download?attachment,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020688,https://api.fda.gov/drug/drugsfda.json?search=application_number:N020688
1996,D1369,Monurol,fosfomycin tromethamine,"Zambon S.p.A. (private, Italy)",1996-12-19,N050717,NO_YEAR_TABLE_EXISTS (documented),,,application_number,1996-12-19,Standard,No,MATCH,1996-12-19,ZAMBON SPA,MONUROL,TYPE 1,STANDARD,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://www.fda.gov/media/177921/download?attachment,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=050717,https://api.fda.gov/drug/drugsfda.json?search=application_number:N050717
1996,D1370,Zagam,sparfloxacin,Rorer Group (Rhone-Poulenc Rorer 1990; Aventis 1999; Sanofi),1996-12-19,N020677,NO_YEAR_TABLE_EXISTS (documented),,,application_number,1996-12-19,Standard,No,MATCH,1996-12-19,MYLAN,ZAGAM,TYPE 1,STANDARD,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://www.fda.gov/media/177921/download?attachment,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020677,https://api.fda.gov/drug/drugsfda.json?search=application_number:N020677
1996,D1371,Copaxone,glatiramer acetate,Teva Pharmaceutical Industries,1996-12-20,N020622,NO_YEAR_TABLE_EXISTS (documented),,,application_number,1996-12-20,Standard,No,MATCH,1996-12-20,TEVA PHARMS USA,COPAXONE,TYPE 1,STANDARD,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://www.fda.gov/media/177921/download?attachment,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020622,https://api.fda.gov/drug/drugsfda.json?search=application_number:N020622
1996,D1372,Diovan,valsartan,Ciba-Geigy Ltd. (Basel; Novartis from Mar-1996),1996-12-23,N020665,NO_YEAR_TABLE_EXISTS (documented),,,application_number,1996-12-23,Standard,No,MATCH,1996-12-23,NOVARTIS,DIOVAN,TYPE 1,STANDARD,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://www.fda.gov/media/177921/download?attachment,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020665,https://api.fda.gov/drug/drugsfda.json?search=application_number:N020665
1996,D1373,Dostinex,cabergoline,The Upjohn Co. (merged into Pharmacia & Upjohn Nov-1995),1996-12-23,N020664,NO_YEAR_TABLE_EXISTS (documented),,,application_number,1996-12-23,Standard,No,MATCH,1996-12-23,PFIZER,CABERGOLINE,TYPE 1,STANDARD,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://www.fda.gov/media/177921/download?attachment,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020664,https://api.fda.gov/drug/drugsfda.json?search=application_number:N020664
1996,D1374,Orgaran,danaparoid sodium,Organon BioSciences (Akzo Nobel; human Rx to Schering-Plough 2007),1996-12-24,N020430,NO_YEAR_TABLE_EXISTS (documented),,,application_number,1996-12-24,Standard,No,MATCH,1996-12-24,ASPEN GLOBAL INC,ORGARAN,TYPE 1,STANDARD,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://www.fda.gov/media/177921/download?attachment,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020430,https://api.fda.gov/drug/drugsfda.json?search=application_number:N020430
1996,D1375,Topamax,topiramate,Johnson & Johnson,1996-12-24,N020505,NO_YEAR_TABLE_EXISTS (documented),,,application_number,1996-12-24,Standard,No,MATCH,1996-12-24,JANSSEN PHARMS,TOPAMAX,TYPE 1,STANDARD,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://www.fda.gov/media/177921/download?attachment,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020505,https://api.fda.gov/drug/drugsfda.json?search=application_number:N020505
