decision_id,year,application_number,drug_brand,drug_generic,company_name,corporate_lineage_and_ticker,decision_type,decision_date,chemical_type_code,chemical_type_description,review_priority,indication,regulatory_milestone,source_url_1,source_url_2,verification_status,notes
PRE1985-1967-016320,1967,NDA016320,ETHAMBUTOL HYDROCHLORIDE,ETHAMBUTOL HYDROCHLORIDE,KANCHAN HLTHCARE (current Drugs@FDA holder; approval-era applicant not pinned),Not assigned: historical applicant and period ticker require separate primary-source evidence; no inference made.,APPROVAL (ORIGINAL NDA),1967-11-06,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,,Pre-1980 approval; indication and lineage are not asserted without an approval-era primary record.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=016320,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19670101%20TO%2019671231]&limit=1000&skip=0",Verified from committed openFDA payload,"Pre-1980 Type 1 expansion. Fields are copied from the committed FDA extraction; openFDA sponsor is the current Drugs@FDA holder, not asserted as the historical applicant. Payload product/class/date/priority are verbatim. No ticker or indication guessed. Payload application=NDA016320; brand=ETHAMBUTOL HYDROCHLORIDE; generic=ETHAMBUTOL HYDROCHLORIDE."
PRE1985-1967-016418,1967,NDA016418,INDERAL,,WYETH PHARMS (current Drugs@FDA holder; approval-era applicant not pinned),Not assigned: historical applicant and period ticker require separate primary-source evidence; no inference made.,APPROVAL (ORIGINAL NDA),1967-11-13,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,,Pre-1980 approval; indication and lineage are not asserted without an approval-era primary record.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=016418,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19670101%20TO%2019671231]&limit=1000&skip=0",Verified from committed openFDA payload,"Pre-1980 Type 1 expansion. Fields are copied from the committed FDA extraction; openFDA sponsor is the current Drugs@FDA holder, not asserted as the historical applicant. Payload product/class/date/priority are verbatim. No ticker or indication guessed. Payload application=NDA016418; brand=INDERAL; generic=."
PRE1985-1967-016295,1967,NDA016295,DROXIA,HYDROXYUREA,WAYLIS THERAP (current Drugs@FDA holder; approval-era applicant not pinned),Not assigned: historical applicant and period ticker require separate primary-source evidence; no inference made.,APPROVAL (ORIGINAL NDA),1967-12-07,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,,Pre-1980 approval; indication and lineage are not asserted without an approval-era primary record.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=016295,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19670101%20TO%2019671231]&limit=1000&skip=0",Verified from committed openFDA payload,"Pre-1980 Type 1 expansion. Fields are copied from the committed FDA extraction; openFDA sponsor is the current Drugs@FDA holder, not asserted as the historical applicant. Payload product/class/date/priority are verbatim. No ticker or indication guessed. Payload application=NDA016295; brand=DROXIA; generic=HYDROXYUREA."
PRE1985-1968-016608,1968,NDA016608,TEGRETOL,CARBAMAZEPINE,NOVARTIS (current Drugs@FDA holder; approval-era applicant not pinned),Not assigned: historical applicant and period ticker require separate primary-source evidence; no inference made.,APPROVAL (ORIGINAL NDA),1968-03-11,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,,Pre-1980 approval; indication and lineage are not asserted without an approval-era primary record.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=016608,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19680101%20TO%2019681231]&limit=1000&skip=0",Verified from committed openFDA payload,"Pre-1980 Type 1 expansion. Fields are copied from the committed FDA extraction; openFDA sponsor is the current Drugs@FDA holder, not asserted as the historical applicant. Payload product/class/date/priority are verbatim. No ticker or indication guessed. Payload application=NDA016608; brand=TEGRETOL; generic=CARBAMAZEPINE."
PRE1985-1968-016324,1968,NDA016324,IMURAN,AZATHIOPRINE,LEGACY (current Drugs@FDA holder; approval-era applicant not pinned),Not assigned: historical applicant and period ticker require separate primary-source evidence; no inference made.,APPROVAL (ORIGINAL NDA),1968-03-20,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,,Pre-1980 approval; indication and lineage are not asserted without an approval-era primary record.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=016324,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19680101%20TO%2019681231]&limit=1000&skip=0",Verified from committed openFDA payload,"Pre-1980 Type 1 expansion. Fields are copied from the committed FDA extraction; openFDA sponsor is the current Drugs@FDA holder, not asserted as the historical applicant. Payload product/class/date/priority are verbatim. No ticker or indication guessed. Payload application=NDA016324; brand=IMURAN; generic=AZATHIOPRINE."
PRE1985-1968-016267,1968,NDA016267,DESFERAL,DEFEROXAMINE MESYLATE,MITEM PHARMA (current Drugs@FDA holder; approval-era applicant not pinned),Not assigned: historical applicant and period ticker require separate primary-source evidence; no inference made.,APPROVAL (ORIGINAL NDA),1968-04-01,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,,Pre-1980 approval; indication and lineage are not asserted without an approval-era primary record.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=016267,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19680101%20TO%2019681231]&limit=1000&skip=0",Verified from committed openFDA payload,"Pre-1980 Type 1 expansion. Fields are copied from the committed FDA extraction; openFDA sponsor is the current Drugs@FDA holder, not asserted as the historical applicant. Payload product/class/date/priority are verbatim. No ticker or indication guessed. Payload application=NDA016267; brand=DESFERAL; generic=DEFEROXAMINE MESYLATE."
PRE1985-1968-016672,1968,NDA016672,OVRAL,,WYETH PHARMS (current Drugs@FDA holder; approval-era applicant not pinned),Not assigned: historical applicant and period ticker require separate primary-source evidence; no inference made.,APPROVAL (ORIGINAL NDA),1968-04-16,TYPE 1/4,Type 1 - New Molecular Entity and Type 4 - New Combination,PRIORITY,,Pre-1980 approval; indication and lineage are not asserted without an approval-era primary record.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=016672,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19680101%20TO%2019681231]&limit=1000&skip=0",Verified from committed openFDA payload,"Pre-1980 Type 1 expansion. Fields are copied from the committed FDA extraction; openFDA sponsor is the current Drugs@FDA holder, not asserted as the historical applicant. Payload product/class/date/priority are verbatim. No ticker or indication guessed. Payload application=NDA016672; brand=OVRAL; generic=."
PRE1985-1969-013615,1969,NDA013615,QUIDE,,DOW PHARM (current Drugs@FDA holder; approval-era applicant not pinned),Not assigned: historical applicant and period ticker require separate primary-source evidence; no inference made.,APPROVAL (ORIGINAL NDA),1969-02-03,TYPE 1,Type 1 - New Molecular Entity,STANDARD,,Pre-1980 approval; indication and lineage are not asserted without an approval-era primary record.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=013615,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19690101%20TO%2019691231]&limit=1000&skip=0",Verified from committed openFDA payload,"Pre-1980 Type 1 expansion. Fields are copied from the committed FDA extraction; openFDA sponsor is the current Drugs@FDA holder, not asserted as the historical applicant. Payload product/class/date/priority are verbatim. No ticker or indication guessed. Payload application=NDA013615; brand=QUIDE; generic=."
PRE1985-1969-016119,1969,NDA016119,TESLAC,,BRISTOL MYERS SQUIBB (current Drugs@FDA holder; approval-era applicant not pinned),Not assigned: historical applicant and period ticker require separate primary-source evidence; no inference made.,APPROVAL (ORIGINAL NDA),1969-06-03,TYPE 1,Type 1 - New Molecular Entity,STANDARD,,Pre-1980 approval; indication and lineage are not asserted without an approval-era primary record.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=016119,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19690101%20TO%2019691231]&limit=1000&skip=0",Verified from committed openFDA payload,"Pre-1980 Type 1 expansion. Fields are copied from the committed FDA extraction; openFDA sponsor is the current Drugs@FDA holder, not asserted as the historical applicant. Payload product/class/date/priority are verbatim. No ticker or indication guessed. Payload application=NDA016119; brand=TESLAC; generic=."
PRE1985-1969-012828,1969,NDA012828,TRAVASE,,ABBOTT (current Drugs@FDA holder; approval-era applicant not pinned),Not assigned: historical applicant and period ticker require separate primary-source evidence; no inference made.,APPROVAL (ORIGINAL NDA),1969-06-12,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,,Pre-1980 approval; indication and lineage are not asserted without an approval-era primary record.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=012828,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19690101%20TO%2019691231]&limit=1000&skip=0",Verified from committed openFDA payload,"Pre-1980 Type 1 expansion. Fields are copied from the committed FDA extraction; openFDA sponsor is the current Drugs@FDA holder, not asserted as the historical applicant. Payload product/class/date/priority are verbatim. No ticker or indication guessed. Payload application=NDA012828; brand=TRAVASE; generic=."
PRE1985-1969-016793,1969,NDA016793,CYTARABINE,,TEVA PARENTERAL (current Drugs@FDA holder; approval-era applicant not pinned),Not assigned: historical applicant and period ticker require separate primary-source evidence; no inference made.,APPROVAL (ORIGINAL NDA),1969-06-17,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,,Pre-1980 approval; indication and lineage are not asserted without an approval-era primary record.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=016793,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19690101%20TO%2019691231]&limit=1000&skip=0",Verified from committed openFDA payload,"Pre-1980 Type 1 expansion. Fields are copied from the committed FDA extraction; openFDA sponsor is the current Drugs@FDA holder, not asserted as the historical applicant. Payload product/class/date/priority are verbatim. No ticker or indication guessed. Payload application=NDA016793; brand=CYTARABINE; generic=."
PRE1985-1969-016785,1969,NDA016785,MATULANE,PROCARBAZINE HYDROCHLORIDE,LEADIANT BIOSCI INC (current Drugs@FDA holder; approval-era applicant not pinned),Not assigned: historical applicant and period ticker require separate primary-source evidence; no inference made.,APPROVAL (ORIGINAL NDA),1969-07-22,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,,Pre-1980 approval; indication and lineage are not asserted without an approval-era primary record.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=016785,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19690101%20TO%2019691231]&limit=1000&skip=0",Verified from committed openFDA payload,"Pre-1980 Type 1 expansion. Fields are copied from the committed FDA extraction; openFDA sponsor is the current Drugs@FDA holder, not asserted as the historical applicant. Payload product/class/date/priority are verbatim. No ticker or indication guessed. Payload application=NDA016785; brand=MATULANE; generic=PROCARBAZINE HYDROCHLORIDE."
PRE1985-1969-016798,1969,NDA016798,SINEQUAN,,PFIZER (current Drugs@FDA holder; approval-era applicant not pinned),Not assigned: historical applicant and period ticker require separate primary-source evidence; no inference made.,APPROVAL (ORIGINAL NDA),1969-09-23,TYPE 1,Type 1 - New Molecular Entity,STANDARD,,Pre-1980 approval; indication and lineage are not asserted without an approval-era primary record.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=016798,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19690101%20TO%2019691231]&limit=1000&skip=0",Verified from committed openFDA payload,"Pre-1980 Type 1 expansion. Fields are copied from the committed FDA extraction; openFDA sponsor is the current Drugs@FDA holder, not asserted as the historical applicant. Payload product/class/date/priority are verbatim. No ticker or indication guessed. Payload application=NDA016798; brand=SINEQUAN; generic=."
